state,year,localid,name,e1,e2,e3,e4,es,et
NY,2013,160801040000,chateaugay central school district,NA,NA,18,27,NA,45
NY,2014,160801040000,chateaugay central school district,NA,NA,NA,NA,47,47
NY,2015,160801040000,chateaugay central school district,NA,NA,NA,NA,47,47
NY,2016,160801040000,chateaugay central school district,NA,NA,NA,NA,47,47
NY,2013,161201040000,salmon river central school district,NA,NA,58,61,12,131
NY,2014,161201040000,salmon river central school district,NA,NA,NA,73,58,131
NY,2015,161201040000,salmon river central school district,NA,NA,NA,73,58,131
NY,2016,161201040000,salmon river central school district,NA,NA,NA,85,55,140
NY,2013,161401060000,saranac lake central school district,NA,NA,80,NA,44,124
NY,2014,161401060000,saranac lake central school district,NA,NA,107,15,NA,122
NY,2015,161401060000,saranac lake central school district,NA,NA,107,15,NA,122
NY,2016,161401060000,saranac lake central school district,NA,NA,79,34,NA,113
NY,2013,161501060000,malone central school district,NA,NA,NA,117,67,184
NY,2014,161501060000,malone central school district,NA,NA,NA,117,72,189
NY,2015,161501060000,malone central school district,NA,NA,NA,117,72,189
NY,2016,161501060000,malone central school district,NA,NA,95,100,NA,195
NY,2014,161601040000,brushton-moira central school district,NA,NA,27,38,NA,65
NY,2015,161601040000,brushton-moira central school district,NA,NA,27,38,NA,65
NY,2016,161601040000,brushton-moira central school district,NA,NA,32,39,NA,71
NY,2013,161801040000,saint regis falls central school district,NA,NA,12,12,NA,24
NY,2014,161801040000,saint regis falls central school district,NA,NA,22,NA,5,27
NY,2015,161801040000,saint regis falls central school district,NA,NA,22,NA,5,27
NY,2016,161801040000,saint regis falls central school district,NA,NA,16,13,NA,29
NY,2013,169000000000,franklin-essex-hamilton boces,NA,NA,NA,24,17,41
NY,2014,169000000000,franklin-essex-hamilton boces,NA,NA,19,15,5,39
NY,2015,169000000000,franklin-essex-hamilton boces,NA,NA,19,15,5,39
NY,2016,169000000000,franklin-essex-hamilton boces,NA,NA,NA,21,13,34
NY,2013,170301020000,wheelerville union free school district,NA,NA,9,NA,5,14
NY,2014,170301020000,wheelerville union free school district,NA,NA,NA,NA,15,15
NY,2015,170301020000,wheelerville union free school district,NA,NA,NA,NA,15,15
NY,2016,170301020000,wheelerville union free school district,NA,NA,9,6,NA,15
NY,2013,170500010000,gloversville city school district,NA,NA,107,49,14,170
NY,2014,170500010000,gloversville city school district,NA,NA,135,75,5,215
NY,2015,170500010000,gloversville city school district,NA,NA,135,75,5,215
NY,2016,170500010000,gloversville city school district,NA,5,80,91,NA,176
NY,2013,170600010000,johnstown city school district,NA,NA,56,63,7,126
NY,2014,170600010000,johnstown city school district,NA,NA,NA,70,68,138
NY,2015,170600010000,johnstown city school district,NA,NA,NA,70,68,138
NY,2016,170600010000,johnstown city school district,NA,5,44,92,NA,141
NY,2013,170801040000,mayfield central school district,NA,NA,31,32,NA,63
NY,2014,170801040000,mayfield central school district,NA,NA,NA,33,31,64
NY,2015,170801040000,mayfield central school district,NA,NA,NA,33,31,64
NY,2016,170801040000,mayfield central school district,NA,NA,35,NA,31,66
NY,2013,170901040000,northville central school district,NA,NA,38,NA,5,43
NY,2014,170901040000,northville central school district,NA,NA,31,NA,13,44
NY,2015,170901040000,northville central school district,NA,NA,31,NA,13,44
NY,2016,170901040000,northville central school district,NA,NA,22,NA,24,46
NY,2013,171001040000,oppenheim-ephratah central school district,NA,NA,15,12,NA,27
NY,2013,171102040000,broadalbin-perth central school district,NA,NA,NA,69,64,133
NY,2014,171102040000,broadalbin-perth central school district,NA,NA,80,NA,55,135
NY,2015,171102040000,broadalbin-perth central school district,NA,NA,80,NA,55,135
NY,2016,171102040000,broadalbin-perth central school district,NA,NA,69,NA,66,135
NY,2013,180202040000,alexander central school district,NA,NA,NA,41,36,77
NY,2014,180202040000,alexander central school district,NA,NA,NA,61,15,76
NY,2015,180202040000,alexander central school district,NA,NA,NA,61,15,76
NY,2016,180202040000,alexander central school district,NA,NA,NA,62,10,72
NY,2013,180300010000,batavia city school district,NA,NA,50,147,5,202
NY,2014,180300010000,batavia city school district,NA,NA,NA,119,88,207
NY,2015,180300010000,batavia city school district,NA,NA,NA,119,88,207
NY,2016,180300010000,batavia city school district,NA,NA,55,145,NA,200
NY,2013,180701040000,byron-bergen central school district,NA,NA,36,50,NA,86
NY,2014,180701040000,byron-bergen central school district,NA,NA,54,33,NA,87
NY,2015,180701040000,byron-bergen central school district,NA,NA,54,33,NA,87
NY,2016,180701040000,byron-bergen central school district,NA,NA,10,75,NA,85
NY,2013,180901040000,elba central school district,NA,NA,44,NA,5,49
NY,2014,180901040000,elba central school district,NA,NA,26,NA,23,49
NY,2015,180901040000,elba central school district,NA,NA,26,NA,23,49
NY,2016,180901040000,elba central school district,NA,NA,17,27,NA,44
NY,2013,181001060000,le roy central school district,NA,NA,71,NA,31,102
NY,2014,181001060000,le roy central school district,NA,NA,NA,64,35,99
NY,2015,181001060000,le roy central school district,NA,NA,NA,64,35,99
NY,2016,181001060000,le roy central school district,NA,NA,44,59,NA,103
NY,2013,181101040000,oakfield-alabama central school district,NA,25,55,NA,8,88
NY,2014,181101040000,oakfield-alabama central school district,NA,NA,81,NA,13,94
NY,2015,181101040000,oakfield-alabama central school district,NA,NA,81,NA,13,94
NY,2016,181101040000,oakfield-alabama central school district,NA,NA,56,NA,36,92
NY,2013,181201040000,pavilion central school district,NA,NA,37,48,NA,85
NY,2014,181201040000,pavilion central school district,NA,NA,52,26,5,83
NY,2015,181201040000,pavilion central school district,NA,NA,52,26,5,83
NY,2016,181201040000,pavilion central school district,NA,NA,NA,61,23,84
NY,2013,181302040000,pembroke central school district,NA,NA,NA,50,42,92
NY,2014,181302040000,pembroke central school district,NA,NA,39,45,5,89
NY,2015,181302040000,pembroke central school district,NA,NA,39,45,5,89
NY,2013,190301040000,cairo-durham central school district,NA,9,88,28,NA,125
NY,2014,190301040000,cairo-durham central school district,NA,NA,45,76,NA,121
NY,2015,190301040000,cairo-durham central school district,NA,NA,45,76,NA,121
NY,2016,190301040000,cairo-durham central school district,NA,NA,74,NA,48,122
NY,2013,190401060000,catskill central school district,NA,NA,78,NA,56,134
NY,2014,190401060000,catskill central school district,NA,NA,NA,74,60,134
NY,2015,190401060000,catskill central school district,NA,NA,NA,74,60,134
NY,2016,190401060000,catskill central school district,NA,9,48,77,NA,134
NY,2013,190501040000,coxsackie-athens central school district,NA,NA,NA,87,31,118
NY,2014,190501040000,coxsackie-athens central school district,NA,NA,23,91,NA,114
NY,2015,190501040000,coxsackie-athens central school district,NA,NA,23,91,NA,114
NY,2016,190501040000,coxsackie-athens central school district,NA,NA,12,104,NA,116
NY,2013,190701040000,greenville central school district,NA,8,51,52,NA,111
NY,2014,190701040000,greenville central school district,NA,NA,30,80,NA,110
NY,2015,190701040000,greenville central school district,NA,NA,30,80,NA,110
NY,2016,190701040000,greenville central school district,NA,NA,NA,86,23,109
NY,2013,190901040000,hunter-tannersville central school district,NA,NA,25,20,NA,45
NY,2014,190901040000,hunter-tannersville central school district,NA,NA,14,31,NA,45
NY,2015,190901040000,hunter-tannersville central school district,NA,NA,14,31,NA,45
NY,2016,190901040000,hunter-tannersville central school district,NA,NA,NA,31,11,42
NY,2013,191401040000,windham-ashland-jewett central school district,NA,NA,35,NA,10,45
NY,2014,191401040000,windham-ashland-jewett central school district,NA,NA,22,NA,17,39
NY,2015,191401040000,windham-ashland-jewett central school district,NA,NA,22,NA,17,39
NY,2016,191401040000,windham-ashland-jewett central school district,NA,NA,19,NA,18,37
NY,2013,199000000000,otsego-delaware-schoharie-greene boces,NA,NA,11,30,5,46
NY,2014,199000000000,otsego-delaware-schoharie-greene boces,NA,NA,NA,31,20,51
NY,2015,199000000000,otsego-delaware-schoharie-greene boces,NA,NA,NA,33,20,53
NY,2016,199000000000,otsego-delaware-schoharie-greene boces,NA,NA,15,31,6,52
NY,2013,200401040000,indian lake central school district,NA,NA,10,15,NA,25
NY,2014,200401040000,indian lake central school district,NA,NA,7,17,NA,24
NY,2015,200401040000,indian lake central school district,NA,NA,7,17,NA,24
NY,2016,200401040000,indian lake central school district,NA,NA,10,14,NA,24
NY,2013,200501080000,inlet common school district,NA,NA,NA,NA,5,5
NY,2014,200501080000,inlet common school district,NA,NA,NA,NA,6,6
NY,2015,200501080000,inlet common school district,NA,NA,NA,NA,6,6
NY,2013,200601040000,lake pleasant central school district,NA,NA,NA,NA,19,19
NY,2014,200601040000,lake pleasant central school district,NA,NA,NA,NA,18,18
NY,2015,200601040000,lake pleasant central school district,NA,NA,NA,NA,18,18
NY,2016,200601040000,lake pleasant central school district,NA,NA,NA,NA,17,17
NY,2013,200701040000,long lake central school district,NA,NA,7,10,NA,17
NY,2014,200701040000,long lake central school district,NA,NA,NA,NA,12,12
NY,2015,200701040000,long lake central school district,NA,NA,NA,NA,12,12
NY,2016,200701040000,long lake central school district,NA,NA,NA,NA,18,18
NY,2013,200901040000,wells central school district,NA,NA,NA,NA,27,27
NY,2014,200901040000,wells central school district,NA,NA,NA,NA,25,25
NY,2015,200901040000,wells central school district,NA,NA,NA,NA,25,25
NY,2016,200901040000,wells central school district,NA,NA,NA,NA,25,25
NY,2013,209000000000,hamilton-fulton-montgomery boces,NA,13,45,NA,12,70
NY,2014,209000000000,hamilton-fulton-montgomery boces,NA,NA,58,NA,16,74
NY,2015,209000000000,hamilton-fulton-montgomery boces,NA,NA,54,NA,16,70
NY,2016,209000000000,hamilton-fulton-montgomery boces,NA,12,58,NA,12,82
NY,2013,210302040000,west canada valley central school district,NA,NA,12,51,NA,63
NY,2014,210302040000,west canada valley central school district,NA,NA,6,44,NA,50
NY,2015,210302040000,west canada valley central school district,NA,NA,6,44,NA,50
NY,2016,210302040000,west canada valley central school district,NA,NA,5,54,NA,59
NY,2013,210402060000,frankfort-schuyler central school district,NA,NA,NA,38,33,71
NY,2014,210402060000,frankfort-schuyler central school district,NA,NA,NA,41,30,71
NY,2015,210402060000,frankfort-schuyler central school district,NA,NA,NA,41,30,71
NY,2013,210501060000,ilion central school district,NA,NA,NA,94,31,125
NY,2013,210502040000,mohawk central school district,NA,NA,NA,25,28,53
NY,2013,210601060000,herkimer central school district,NA,NA,63,NA,28,91
NY,2014,210601060000,herkimer central school district,NA,NA,65,25,NA,90
NY,2015,210601060000,herkimer central school district,NA,NA,65,25,NA,90
NY,2016,210601060000,herkimer central school district,NA,NA,61,NA,25,86
NY,2013,210800050000,little falls city school district,NA,NA,63,27,NA,90
NY,2014,210800050000,little falls city school district,NA,NA,80,18,NA,98
NY,2015,210800050000,little falls city school district,NA,NA,80,18,NA,98
NY,2013,211003040000,dolgeville central school district,NA,NA,34,54,NA,88
NY,2014,211003040000,dolgeville central school district,NA,NA,NA,65,26,91
NY,2015,211003040000,dolgeville central school district,NA,NA,NA,65,26,91
NY,2016,211003040000,dolgeville central school district,NA,NA,9,62,NA,71
NY,2013,211103040000,poland central school district,NA,NA,44,13,NA,57
NY,2014,211103040000,poland central school district,NA,NA,NA,NA,52,52
NY,2015,211103040000,poland central school district,NA,NA,NA,NA,52,52
NY,2016,211103040000,poland central school district,NA,NA,NA,NA,51,51
NY,2013,211701040000,van hornesville-owen d young central school district,NA,11,NA,NA,12,23
NY,2014,211701040000,van hornesville-owen d young central school district,NA,NA,16,NA,5,21
NY,2015,211701040000,van hornesville-owen d young central school district,NA,NA,16,NA,5,21
NY,2013,211901020000,town of webb union free school district,NA,NA,NA,NA,30,30
NY,2014,211901020000,town of webb union free school district,NA,NA,NA,NA,29,29
NY,2015,211901020000,town of webb union free school district,NA,NA,NA,NA,29,29
NY,2016,211901020000,town of webb union free school district,NA,NA,26,7,NA,33
NY,2013,212001040000,mount markham central school district,NA,7,55,31,NA,93
NY,2014,212001040000,mount markham central school district,NA,NA,14,81,NA,95
NY,2015,212001040000,mount markham central school district,NA,NA,14,81,NA,95
NY,2016,212001040000,mount markham central school district,NA,NA,10,78,NA,88
NY,2014,212101040000,central valley csd at ilion-mohawk,NA,NA,NA,122,70,192
NY,2015,212101040000,central valley csd at ilion-mohawk,NA,NA,NA,122,70,192
NY,2016,212101040000,central valley csd at ilion-mohawk,NA,7,174,8,NA,189
NY,2013,219000000000,herkimer-fulton-hamilton-otsego boces,7,9,26,6,NA,48
NY,2014,219000000000,herkimer-fulton-hamilton-otsego boces,9,14,31,6,NA,60
NY,2015,219000000000,herkimer-fulton-hamilton-otsego boces,9,14,31,6,NA,60
NY,2016,219000000000,herkimer-fulton-hamilton-otsego boces,NA,NA,37,NA,21,58
NY,2013,220101040000,south jefferson central school district,NA,NA,71,NA,68,139
NY,2014,220101040000,south jefferson central school district,NA,NA,46,94,NA,140
NY,2015,220101040000,south jefferson central school district,NA,NA,46,94,NA,140
NY,2016,220101040000,south jefferson central school district,NA,NA,43,96,NA,139
NY,2013,220202040000,alexandria central school district,NA,NA,26,NA,26,52
NY,2014,220202040000,alexandria central school district,NA,NA,17,36,NA,53
NY,2015,220202040000,alexandria central school district,NA,NA,17,36,NA,53
NY,2016,220202040000,alexandria central school district,NA,NA,13,40,NA,53
NY,2013,220301060000,indian river central school district,NA,NA,NA,189,118,307
NY,2014,220301060000,indian river central school district,NA,NA,NA,265,61,326
NY,2015,220301060000,indian river central school district,NA,NA,NA,265,61,326
NY,2016,220301060000,indian river central school district,NA,NA,NA,291,38,329
NY,2013,220401040000,general brown central school district,11,20,48,20,NA,99
NY,2014,220401040000,general brown central school district,NA,NA,58,17,16,91
NY,2015,220401040000,general brown central school district,NA,NA,58,17,16,91
NY,2013,220701040000,thousand islands central school district,NA,NA,13,75,NA,88
NY,2014,220701040000,thousand islands central school district,NA,NA,22,65,NA,87
NY,2015,220701040000,thousand islands central school district,NA,NA,22,65,NA,87
NY,2016,220701040000,thousand islands central school district,NA,NA,24,63,NA,87
NY,2013,220909040000,belleville henderson central school district,NA,NA,NA,NA,40,40
NY,2014,220909040000,belleville-henderson central school district,NA,NA,7,31,NA,38
NY,2015,220909040000,belleville-henderson central school district,NA,NA,7,31,NA,38
NY,2016,220909040000,belleville-henderson central school district,NA,NA,NA,NA,35,35
NY,2013,221001040000,sackets harbor central school district,NA,NA,28,12,NA,40
NY,2014,221001040000,sackets harbor central school district,NA,NA,21,17,NA,38
NY,2015,221001040000,sackets harbor central school district,NA,NA,21,17,NA,38
NY,2016,221001040000,sackets harbor central school district,NA,NA,24,16,NA,40
NY,2013,221301040000,lyme central school district,NA,NA,8,25,NA,33
NY,2014,221301040000,lyme central school district,NA,NA,NA,NA,33,33
NY,2015,221301040000,lyme central school district,NA,NA,NA,NA,33,33
NY,2016,221301040000,lyme central school district,NA,NA,5,25,NA,30
NY,2013,221401040000,la fargeville central school district,NA,NA,32,15,NA,47
NY,2014,221401040000,la fargeville central school district,NA,NA,7,35,NA,42
NY,2015,221401040000,la fargeville central school district,NA,NA,7,35,NA,42
NY,2016,221401040000,la fargeville central school district,NA,NA,NA,NA,47,47
NY,2013,222000010000,watertown city school district,NA,NA,NA,232,55,287
NY,2014,222000010000,watertown city school district,NA,NA,27,263,NA,290
NY,2015,222000010000,watertown city school district,NA,NA,27,263,NA,290
NY,2016,222000010000,watertown city school district,NA,NA,30,249,NA,279
NY,2013,222201060000,carthage central school district,NA,NA,NA,175,73,248
NY,2014,222201060000,carthage central school district,NA,NA,72,185,NA,257
NY,2015,222201060000,carthage central school district,NA,NA,72,185,NA,257
NY,2016,222201060000,carthage central school district,NA,NA,53,198,NA,251
NY,2013,229000000000,jefferson-lewis-hamilton-herkimer-oneida boces,NA,6,47,57,NA,110
NY,2014,229000000000,jefferson-lewis-hamilton-herkimer-oneida boces,NA,NA,48,76,NA,124
NY,2015,229000000000,jefferson-lewis-hamilton-herkimer-oneida boces,NA,NA,48,76,NA,124
NY,2016,229000000000,jefferson-lewis-hamilton-herkimer-oneida boces,NA,NA,58,NA,59,117
NY,2013,230201040000,copenhagen central school district,NA,NA,22,19,NA,41
NY,2014,230201040000,copenhagen central school district,NA,NA,16,26,NA,42
NY,2015,230201040000,copenhagen central school district,NA,NA,16,26,NA,42
NY,2016,230201040000,copenhagen central school district,NA,NA,13,25,NA,38
NY,2013,230301040000,harrisville central school district,NA,NA,5,38,NA,43
NY,2014,230301040000,harrisville central school district,NA,NA,25,14,NA,39
NY,2015,230301040000,harrisville central school district,NA,NA,25,14,NA,39
NY,2016,230301040000,harrisville central school district,NA,NA,NA,NA,42,42
NY,2013,230901040000,lowville academy & central school district,NA,NA,NA,56,57,113
NY,2014,230901040000,lowville academy & central school district,NA,NA,44,76,NA,120
NY,2015,230901040000,lowville academy & central school district,NA,NA,44,76,NA,120
NY,2016,230901040000,lowville academy & central school district,NA,NA,48,72,NA,120
NY,2013,231101040000,south lewis central school district,NA,9,82,9,NA,100
NY,2014,231101040000,south lewis central school district,NA,NA,83,NA,20,103
NY,2015,231101040000,south lewis central school district,NA,NA,83,NA,20,103
NY,2016,231101040000,south lewis central school district,NA,NA,58,NA,45,103
NY,2013,231301040000,beaver river central school district,NA,NA,NA,38,24,62
NY,2014,231301040000,beaver river central school district,NA,NA,NA,44,21,65
NY,2015,231301040000,beaver river central school district,NA,NA,NA,44,21,65
NY,2016,231301040000,beaver river central school district,NA,NA,19,48,NA,67
NY,2013,240101040000,avon central school district,NA,NA,28,62,NA,90
NY,2014,240101040000,avon central school district,NA,NA,24,68,NA,92
NY,2015,240101040000,avon central school district,NA,NA,24,68,NA,92
NY,2016,240101040000,avon central school district,NA,NA,14,81,NA,95
NY,2013,240201040000,caledonia-mumford central school district,NA,NA,46,NA,31,77
NY,2014,240201040000,caledonia-mumford central school district,NA,NA,NA,54,20,74
NY,2015,240201040000,caledonia-mumford central school district,NA,NA,NA,54,20,74
NY,2016,240201040000,caledonia-mumford central school district,NA,NA,13,56,NA,69
NY,2013,240401040000,geneseo central school district,NA,NA,48,NA,41,89
NY,2014,240401040000,geneseo central school district,NA,NA,60,30,NA,90
NY,2015,240401040000,geneseo central school district,NA,NA,60,30,NA,90
NY,2016,240401040000,geneseo central school district,NA,NA,NA,52,41,93
NY,2013,240801060000,livonia central school district,NA,NA,107,32,NA,139
NY,2014,240801060000,livonia central school district,NA,NA,22,120,NA,142
NY,2015,240801060000,livonia central school district,NA,NA,22,120,NA,142
NY,2016,240801060000,livonia central school district,13,69,17,43,NA,142
NY,2013,240901040000,mount morris central school district,NA,NA,28,18,6,52
NY,2014,240901040000,mount morris central school district,NA,NA,NA,29,23,52
NY,2015,240901040000,mount morris central school district,NA,NA,NA,29,23,52
NY,2013,241001060000,dansville central school district,NA,NA,75,NA,44,119
NY,2014,241001060000,dansville central school district,NA,NA,NA,81,49,130
NY,2015,241001060000,dansville central school district,NA,NA,NA,81,49,130
NY,2016,241001060000,dansville central school district,NA,NA,NA,67,58,125
NY,2013,241101040000,dalton-nunda central school district (keshequa),NA,NA,52,NA,19,71
NY,2014,241101040000,dalton-nunda central school district (keshequa),NA,NA,52,NA,9,61
NY,2015,241101040000,dalton-nunda central school district (keshequa),NA,NA,52,NA,9,61
NY,2016,241101040000,dalton-nunda central school district (keshequa),NA,NA,55,NA,10,65
NY,2013,241701040000,york central school district,NA,NA,NA,40,34,74
NY,2014,241701040000,york central school district,NA,NA,22,51,NA,73
NY,2015,241701040000,york central school district,NA,NA,22,51,NA,73
NY,2016,241701040000,york central school district,14,NA,16,58,NA,88
NY,2013,249000000000,genesee valley boces,NA,NA,50,22,NA,72
NY,2014,249000000000,genesee valley boces,NA,NA,NA,44,36,80
NY,2015,249000000000,genesee valley boces,NA,NA,NA,44,36,80
NY,2016,249000000000,genesee valley boces,NA,NA,NA,41,40,81
NY,2013,250109040000,brookfield central school district,NA,NA,11,NA,14,25
NY,2014,250109040000,brookfield central school district,NA,NA,15,NA,7,22
NY,2015,250109040000,brookfield central school district,NA,NA,15,NA,7,22
NY,2016,250109040000,brookfield central school district,NA,NA,13,5,NA,18
NY,2013,250201060000,cazenovia central school district,NA,5,95,25,NA,125
NY,2014,250201060000,cazenovia central school district,NA,NA,59,58,NA,117
NY,2015,250201060000,cazenovia central school district,NA,NA,59,58,NA,117
NY,2016,250201060000,cazenovia central school district,NA,NA,53,64,NA,117
NY,2013,250301040000,deruyter central school district,NA,NA,28,19,NA,47
NY,2014,250301040000,deruyter central school district,NA,NA,15,33,NA,48
NY,2015,250301040000,deruyter central school district,NA,NA,15,33,NA,48
NY,2016,250301040000,deruyter central school district,NA,NA,NA,39,9,48
NY,2013,250401040000,morrisville-eaton central school district,NA,NA,46,NA,17,63
NY,2014,250401040000,morrisville-eaton central school district,NA,NA,22,41,NA,63
NY,2015,250401040000,morrisville-eaton central school district,NA,NA,22,41,NA,63
NY,2016,250401040000,morrisville-eaton central school district,NA,NA,NA,44,16,60
NY,2013,250701040000,hamilton central school district,NA,5,31,16,NA,52
NY,2014,250701040000,hamilton central school district,NA,NA,NA,40,8,48
NY,2015,250701040000,hamilton central school district,NA,NA,NA,40,8,48
NY,2016,250701040000,hamilton central school district,NA,NA,5,40,NA,45
NY,2013,250901060000,canastota central school district,NA,6,38,58,NA,102
NY,2014,250901060000,canastota central school district,NA,NA,NA,84,29,113
NY,2015,250901060000,canastota central school district,NA,NA,NA,84,29,113
NY,2016,250901060000,canastota central school district,NA,NA,21,95,NA,116
NY,2013,251101040000,madison central school district,NA,NA,33,NA,11,44
NY,2014,251101040000,madison central school district,NA,NA,NA,23,20,43
NY,2015,251101040000,madison central school district,NA,NA,NA,23,20,43
NY,2013,251400010000,oneida city school district,NA,NA,NA,115,55,170
NY,2014,251400010000,oneida city school district,NA,NA,NA,150,18,168
NY,2015,251400010000,oneida city school district,NA,NA,NA,150,18,168
NY,2016,251400010000,oneida city school district,NA,NA,NA,130,6,136
NY,2013,251501040000,stockbridge valley central school district,NA,NA,20,19,NA,39
NY,2014,251501040000,stockbridge valley central school district,NA,NA,16,29,NA,45
NY,2015,251501040000,stockbridge valley central school district,NA,NA,16,29,NA,45
NY,2016,251501040000,stockbridge valley central school district,NA,NA,NA,34,9,43
NY,2013,251601060000,chittenango central school district,NA,NA,96,58,8,162
NY,2014,251601060000,chittenango central school district,NA,NA,NA,88,74,162
NY,2015,251601060000,chittenango central school district,NA,NA,NA,88,74,162
NY,2016,251601060000,chittenango central school district,NA,NA,NA,88,76,164
NY,2013,259000000000,madison-oneida boces,NA,NA,47,15,15,77
NY,2014,259000000000,madison-oneida boces,NA,NA,15,43,8,66
NY,2015,259000000000,madison-oneida boces,NA,NA,15,43,8,66
NY,2016,259000000000,madison-oneida boces,NA,NA,19,47,5,71
NY,2013,260101060000,brighton central school district,NA,NA,48,248,NA,296
NY,2014,260101060000,brighton central school district,NA,NA,31,255,NA,286
NY,2015,260101060000,brighton central school district,NA,NA,31,255,NA,286
NY,2016,260101060000,brighton central school district,NA,NA,20,264,NA,284
NY,2013,260401060000,gates-chili central school district,NA,NA,71,253,NA,324
NY,2014,260401060000,gates-chili central school district,NA,NA,190,NA,141,331
NY,2015,260401060000,gates-chili central school district,NA,NA,190,NA,141,331
NY,2016,260401060000,gates-chili central school district,NA,7,173,148,NA,328
NY,2013,260501060000,greece central school district,NA,NA,450,251,75,776
NY,2014,260501060000,greece central school district,NA,NA,201,625,NA,826
NY,2015,260501060000,greece central school district,NA,NA,201,625,NA,826
NY,2016,260501060000,greece central school district,NA,NA,NA,605,229,834
NY,2013,260801060000,east irondequoit central school district,NA,10,175,79,NA,264
NY,2014,260801060000,east irondequoit central school district,NA,12,117,128,NA,257
NY,2015,260801060000,east irondequoit central school district,NA,12,117,128,NA,257
NY,2016,260801060000,east irondequoit central school district,NA,5,118,139,NA,262
NY,2013,260803060000,west irondequoit central school district,NA,NA,NA,193,48,241
NY,2014,260803060000,west irondequoit central school district,NA,NA,NA,139,96,235
NY,2015,260803060000,west irondequoit central school district,NA,NA,NA,139,96,235
NY,2016,260803060000,west irondequoit central school district,NA,NA,NA,168,88,256
NY,2013,260901060000,honeoye falls-lima central school district,NA,NA,NA,139,52,191
NY,2014,260901060000,honeoye falls-lima central school district,NA,NA,NA,131,55,186
NY,2015,260901060000,honeoye falls-lima central school district,NA,NA,NA,131,55,186
NY,2016,260901060000,honeoye falls-lima central school district,NA,NA,NA,148,39,187
NY,2013,261001060000,spencerport central school district,NA,16,253,53,NA,322
NY,2014,261001060000,spencerport central school district,NA,NA,84,241,NA,325
NY,2015,261001060000,spencerport central school district,NA,NA,84,241,NA,325
NY,2016,261001060000,spencerport central school district,NA,NA,52,275,NA,327
NY,2013,261101060000,hilton central school district,NA,NA,202,98,27,327
NY,2014,261101060000,hilton central school district,NA,34,103,199,NA,336
NY,2015,261101060000,hilton central school district,NA,34,103,199,NA,336
NY,2016,261101060000,hilton central school district,NA,NA,NA,244,93,337
NY,2013,261201060000,penfield central school district,NA,NA,69,285,NA,354
NY,2014,261201060000,penfield central school district,NA,NA,233,NA,139,372
NY,2015,261201060000,penfield central school district,NA,NA,233,NA,139,372
NY,2016,261201060000,penfield central school district,NA,26,238,114,NA,378
NY,2013,261301060000,fairport central school district,NA,NA,154,328,NA,482
NY,2014,261301060000,fairport central school district,NA,NA,222,308,NA,530
NY,2015,261301060000,fairport central school district,NA,NA,222,308,NA,530
NY,2016,261301060000,fairport central school district,NA,47,222,267,NA,536
NY,2013,261313030000,east rochester union free school district,NA,NA,31,57,NA,88
NY,2014,261313030000,east rochester union free school district,NA,NA,9,90,NA,99
NY,2015,261313030000,east rochester union free school district,NA,NA,9,90,NA,99
NY,2016,261313030000,east rochester union free school district,NA,NA,6,98,NA,104
NY,2013,261401060000,pittsford central school district,NA,NA,164,281,10,455
NY,2014,261401060000,pittsford central school district,NA,NA,NA,422,55,477
NY,2015,261401060000,pittsford central school district,NA,NA,NA,422,55,477
NY,2016,261401060000,pittsford central school district,NA,NA,35,429,NA,464
NY,2013,261501060000,churchville-chili central school district,NA,NA,122,187,NA,309
NY,2014,261501060000,churchville-chili central school district,NA,NA,115,189,NA,304
NY,2015,261501060000,churchville-chili central school district,NA,NA,115,189,NA,304
NY,2016,261501060000,churchville-chili central school district,NA,6,131,164,NA,301
NY,2013,261600010000,rochester city school district,56,895,1370,47,NA,2368
NY,2014,261600010000,rochester city school district,28,274,1052,1026,NA,2380
NY,2015,261600010000,rochester city school district,28,274,1052,1026,NA,2380
NY,2016,261600010000,rochester city school district,NA,NA,1106,1003,120,2229
NY,2013,261701060000,rush-henrietta central school district,NA,89,336,39,NA,464
NY,2014,261701060000,rush-henrietta central school district,NA,8,433,57,NA,498
NY,2015,261701060000,rush-henrietta central school district,NA,8,433,57,NA,498
NY,2016,261701060000,rush-henrietta central school district,NA,NA,323,NA,167,490
NY,2013,261801060000,brockport central school district,NA,NA,136,98,NA,234
NY,2014,261801060000,brockport central school district,NA,NA,185,NA,104,289
NY,2015,261801060000,brockport central school district,NA,NA,185,NA,104,289
NY,2016,261801060000,brockport central school district,NA,NA,NA,222,75,297
NY,2013,261901060000,webster central school district,NA,NA,71,540,NA,611
NY,2014,261901060000,webster central school district,NA,NA,48,579,NA,627
NY,2015,261901060000,webster central school district,NA,NA,48,579,NA,627
NY,2016,261901060000,webster central school district,NA,NA,NA,577,59,636
NY,2013,262001040000,wheatland-chili central school district,NA,NA,50,NA,23,73
NY,2014,262001040000,wheatland-chili central school district,NA,NA,36,28,NA,64
NY,2015,262001040000,wheatland-chili central school district,NA,NA,36,29,NA,65
NY,2016,262001040000,wheatland-chili central school district,NA,NA,22,44,NA,66
NY,2013,269100000000,monroe 1 boces,NA,NA,16,109,NA,125
NY,2014,269100000000,monroe 1 boces,NA,NA,28,84,NA,112
NY,2015,269100000000,monroe 1 boces,NA,NA,28,84,NA,112
NY,2016,269100000000,monroe 1 boces,NA,NA,19,113,NA,132
NY,2013,269200000000,monroe 2-orleans boces,6,8,51,37,NA,102
