state,year,localid,name,e1,e2,e3,e4,es,et
NY,2013,010100010000,albany city school district,NA,NA,461,63,60,584
NY,2014,010100010000,albany city school district,NA,NA,310,243,23,576
NY,2015,010100010000,albany city school district,NA,NA,310,243,23,576
NY,2016,010100010000,albany city school district,NA,NA,328,289,27,644
NY,2013,010201040000,berne-knox-westerlo central school district,8,15,33,16,NA,72
NY,2014,010201040000,berne-knox-westerlo central school district,NA,NA,25,50,NA,75
NY,2015,010201040000,berne-knox-westerlo central school district,NA,NA,25,50,NA,75
NY,2016,010201040000,berne-knox-westerlo central school district,NA,NA,5,68,NA,73
NY,2013,010306060000,bethlehem central school district,NA,NA,177,110,35,322
NY,2014,010306060000,bethlehem central school district,NA,NA,NA,203,122,325
NY,2015,010306060000,bethlehem central school district,NA,NA,NA,203,122,325
NY,2016,010306060000,bethlehem central school district,NA,NA,NA,181,144,325
NY,2013,010402060000,ravena-coeymans-selkirk central school district,NA,NA,NA,150,27,177
NY,2014,010402060000,ravena-coeymans-selkirk central school district,NA,NA,19,137,NA,156
NY,2015,010402060000,ravena-coeymans-selkirk central school district,NA,NA,19,137,NA,156
NY,2016,010402060000,ravena-coeymans-selkirk central school district,NA,NA,13,154,6,173
NY,2013,010500010000,cohoes city school district,NA,NA,107,45,13,165
NY,2014,010500010000,cohoes city school district,NA,NA,74,82,7,163
NY,2015,010500010000,cohoes city school district,NA,NA,74,82,7,163
NY,2016,010500010000,cohoes city school district,NA,8,72,90,NA,170
NY,2013,010601060000,south colonie central school district,NA,NA,36,374,NA,410
NY,2014,010601060000,south colonie central school district,NA,NA,28,298,NA,326
NY,2015,010601060000,south colonie central school district,NA,NA,28,298,NA,326
NY,2016,010601060000,south colonie central school district,NA,NA,27,350,NA,377
NY,2013,010615020000,menands union free school district,NA,NA,12,11,NA,23
NY,2014,010615020000,menands union free school district,NA,NA,17,8,NA,25
NY,2015,010615020000,menands union free school district,NA,NA,17,8,NA,25
NY,2016,010615020000,menands union free school district,NA,NA,10,14,NA,24
NY,2013,010623060000,north colonie csd,NA,NA,60,359,NA,419
NY,2014,010623060000,north colonie csd,NA,NA,39,397,NA,436
NY,2015,010623060000,north colonie csd,NA,NA,39,397,NA,436
NY,2016,010623060000,north colonie csd,NA,NA,44,383,NA,427
NY,2013,010701030000,green island union free school district,NA,NA,23,NA,8,31
NY,2014,010701030000,green island union free school district,NA,NA,24,NA,8,32
NY,2015,010701030000,green island union free school district,NA,NA,24,NA,8,32
NY,2016,010701030000,green island union free school district,NA,NA,16,NA,13,29
NY,2013,010802060000,guilderland central school district,NA,24,130,238,NA,392
NY,2014,010802060000,guilderland central school district,NA,NA,62,316,NA,378
NY,2015,010802060000,guilderland central school district,NA,NA,62,316,NA,378
NY,2016,010802060000,guilderland central school district,NA,NA,NA,332,44,376
NY,2013,011003060000,voorheesville central school district,NA,NA,21,63,7,91
NY,2014,011003060000,voorheesville central school district,NA,NA,NA,75,15,90
NY,2015,011003060000,voorheesville central school district,NA,NA,NA,75,15,90
NY,2016,011003060000,voorheesville central school district,NA,NA,24,70,NA,94
NY,2013,011200010000,watervliet city school district,NA,12,83,6,NA,101
NY,2014,011200010000,watervliet city school district,NA,5,73,25,NA,103
NY,2015,011200010000,watervliet city school district,NA,5,73,25,NA,103
NY,2016,011200010000,watervliet city school district,NA,NA,NA,66,37,103
NY,2013,019000000000,albany-schoharie-schenectady-saratoga boces,NA,NA,NA,80,61,141
NY,2014,019000000000,albany-schoharie-schenectady-saratoga boces,NA,NA,NA,64,63,127
NY,2015,019000000000,albany-schoharie-schenectady-saratoga boces,NA,NA,NA,64,63,127
NY,2016,019000000000,albany-schoharie-schenectady-saratoga boces,NA,NA,71,NA,33,104
NY,2013,020101040000,alfred-almond central school district,NA,NA,24,25,6,55
NY,2014,020101040000,alfred-almond central school district,NA,NA,24,36,NA,60
NY,2015,020101040000,alfred-almond central school district,NA,NA,24,36,NA,60
NY,2013,020601040000,andover central school district,NA,NA,16,20,NA,36
NY,2014,020601040000,andover central school district,NA,NA,14,17,NA,31
NY,2015,020601040000,andover central school district,NA,NA,14,17,NA,31
NY,2016,020601040000,andover central school district,NA,NA,13,20,NA,33
NY,2013,020702040000,genesee valley central school district,7,6,22,15,NA,50
NY,2014,020702040000,genesee valley central school district,NA,NA,31,NA,24,55
NY,2015,020702040000,genesee valley central school district,NA,NA,31,NA,24,55
NY,2016,020702040000,genesee valley central school district,NA,NA,26,27,NA,53
NY,2013,020801040000,belfast central school district,NA,NA,23,NA,14,37
NY,2014,020801040000,belfast central school district,NA,NA,31,NA,7,38
NY,2015,020801040000,belfast central school district,NA,NA,31,NA,7,38
NY,2013,021102040000,canaseraga central school district,NA,NA,14,10,6,30
NY,2014,021102040000,canaseraga central school district,NA,NA,18,NA,12,30
NY,2015,021102040000,canaseraga central school district,NA,NA,18,NA,12,30
NY,2013,021601040000,friendship central school district,NA,NA,29,NA,5,34
NY,2014,021601040000,friendship central school district,NA,NA,NA,16,17,33
NY,2015,021601040000,friendship central school district,NA,NA,NA,16,17,33
NY,2016,021601040000,friendship central school district,NA,NA,21,13,NA,34
NY,2013,022001040000,fillmore central school district,NA,NA,23,38,NA,61
NY,2014,022001040000,fillmore central school district,NA,NA,NA,39,20,59
NY,2015,022001040000,fillmore central school district,NA,NA,NA,39,20,59
NY,2016,022001040000,fillmore central school district,NA,NA,13,44,NA,57
NY,2013,022101040000,whitesville central school district,NA,NA,NA,20,8,28
NY,2014,022101040000,whitesville central school district,NA,NA,NA,23,5,28
NY,2015,022101040000,whitesville central school district,NA,NA,NA,23,5,28
NY,2016,022101040000,whitesville central school district,NA,NA,NA,19,7,26
NY,2013,022302040000,cuba-rushford central school district,NA,NA,NA,42,38,80
NY,2014,022302040000,cuba-rushford central school district,NA,NA,21,51,NA,72
NY,2015,022302040000,cuba-rushford central school district,NA,NA,21,51,NA,72
NY,2016,022302040000,cuba-rushford central school district,NA,NA,NA,41,33,74
NY,2013,022401040000,scio central school district,NA,NA,23,NA,19,42
NY,2014,022401040000,scio central school district,NA,NA,12,29,NA,41
NY,2015,022401040000,scio central school district,NA,NA,12,29,NA,41
NY,2016,022401040000,scio central school district,NA,NA,6,35,NA,41
NY,2013,022601060000,wellsville central school district,NA,NA,68,NA,28,96
NY,2014,022601060000,wellsville central school district,NA,NA,NA,50,52,102
NY,2015,022601060000,wellsville central school district,NA,NA,NA,50,52,102
NY,2016,022601060000,wellsville central school district,NA,NA,60,42,NA,102
NY,2013,022902040000,bolivar-richburg central school district,NA,NA,45,NA,30,75
NY,2014,022902040000,bolivar-richburg central school district,NA,NA,38,39,NA,77
NY,2015,022902040000,bolivar-richburg central school district,NA,NA,38,39,NA,77
NY,2016,022902040000,bolivar-richburg central school district,NA,NA,36,41,NA,77
NY,2013,030101060000,chenango forks central school district,NA,NA,NA,52,51,103
NY,2014,030101060000,chenango forks central school district,NA,NA,8,100,NA,108
NY,2015,030101060000,chenango forks central school district,NA,NA,8,100,NA,108
NY,2016,030101060000,chenango forks central school district,NA,NA,15,104,NA,119
NY,2013,030200010000,binghamton city school district,5,53,242,187,NA,487
NY,2014,030200010000,binghamton city school district,NA,NA,344,108,14,466
NY,2015,030200010000,binghamton city school district,NA,NA,344,108,14,466
NY,2016,030200010000,binghamton city school district,NA,NA,339,130,9,478
NY,2013,030501040000,harpursville central school district,NA,NA,61,NA,22,83
NY,2014,030501040000,harpursville central school district,NA,NA,44,NA,35,79
NY,2015,030501040000,harpursville central school district,NA,NA,44,NA,35,79
NY,2013,030601060000,susquehanna valley central school district,NA,NA,149,NA,7,156
NY,2014,030601060000,susquehanna valley central school district,NA,NA,143,NA,14,157
NY,2015,030601060000,susquehanna valley central school district,NA,NA,143,NA,14,157
NY,2016,030601060000,susquehanna valley central school district,NA,8,136,NA,7,151
NY,2013,030701060000,chenango valley central school district,NA,NA,NA,91,35,126
NY,2014,030701060000,chenango valley central school district,NA,NA,NA,94,35,129
NY,2015,030701060000,chenango valley central school district,NA,NA,NA,94,35,129
NY,2013,031101060000,maine-endwell central school district,NA,NA,24,177,NA,201
NY,2014,031101060000,maine-endwell central school district,NA,NA,NA,112,66,178
NY,2015,031101060000,maine-endwell central school district,NA,NA,NA,112,66,178
NY,2016,031101060000,maine-endwell central school district,NA,NA,NA,140,40,180
NY,2013,031301040000,deposit central school district,NA,NA,NA,29,28,57
NY,2014,031301040000,deposit central school district,NA,NA,NA,40,15,55
NY,2015,031301040000,deposit central school district,NA,NA,NA,40,15,55
NY,2013,031401060000,whitney point central school district,NA,NA,NA,NA,123,123
NY,2014,031401060000,whitney point central school district,NA,NA,NA,81,47,128
NY,2015,031401060000,whitney point central school district,NA,NA,NA,81,47,128
NY,2016,031401060000,whitney point central school district,NA,NA,NA,73,55,128
NY,2013,031501060000,union-endicott central school district,NA,8,164,143,NA,315
NY,2014,031501060000,union-endicott central school district,NA,NA,47,272,NA,319
NY,2015,031501060000,union-endicott central school district,NA,NA,47,272,NA,319
NY,2016,031501060000,union-endicott central school district,NA,NA,46,275,NA,321
NY,2013,031502060000,johnson city central school district,NA,NA,64,136,NA,200
NY,2014,031502060000,johnson city central school district,NA,NA,134,NA,73,207
NY,2015,031502060000,johnson city central school district,NA,NA,134,NA,73,207
NY,2016,031502060000,johnson city central school district,NA,NA,107,92,NA,199
NY,2013,031601060000,vestal central school district,NA,NA,23,250,NA,273
NY,2014,031601060000,vestal central school district,NA,NA,27,238,NA,265
NY,2015,031601060000,vestal central school district,NA,NA,27,238,NA,265
NY,2016,031601060000,vestal central school district,NA,NA,26,245,NA,271
NY,2013,031701060000,windsor central school district,14,22,85,20,NA,141
NY,2014,031701060000,windsor central school district,NA,NA,95,NA,42,137
NY,2015,031701060000,windsor central school district,NA,NA,95,NA,42,137
NY,2013,039000000000,broome-delaware-tioga boces,NA,NA,NA,74,50,124
NY,2014,039000000000,broome-delaware-tioga boces,NA,NA,33,128,NA,161
NY,2015,039000000000,broome-delaware-tioga boces,NA,NA,33,128,NA,161
NY,2016,039000000000,broome-delaware-tioga boces,NA,NA,NA,144,21,165
NY,2013,040204040000,west valley central school district,NA,NA,6,26,NA,32
NY,2014,040204040000,west valley central school district,NA,NA,13,21,NA,34
NY,2015,040204040000,west valley central school district,NA,NA,13,21,NA,34
NY,2016,040204040000,west valley central school district,NA,NA,20,13,NA,33
NY,2013,040302060000,allegany-limestone central school district,5,8,76,13,NA,102
NY,2014,040302060000,allegany-limestone central school district,NA,6,52,40,NA,98
NY,2015,040302060000,allegany-limestone central school district,NA,6,52,40,NA,98
NY,2013,040901040000,ellicottville central school district,NA,NA,11,39,NA,50
NY,2014,040901040000,ellicottville central school district,NA,NA,5,42,NA,47
NY,2015,040901040000,ellicottville central school district,NA,NA,NA,NA,47,47
NY,2016,040901040000,ellicottville central school district,NA,NA,NA,47,6,53
NY,2013,041101040000,franklinville central school district,NA,NA,51,NA,14,65
NY,2014,041101040000,franklinville central school district,NA,NA,50,NA,17,67
NY,2015,041101040000,franklinville central school district,NA,NA,50,NA,17,67
NY,2016,041101040000,franklinville central school district,NA,NA,44,NA,23,67
NY,2013,041401040000,hinsdale central school district,NA,NA,NA,30,12,42
NY,2014,041401040000,hinsdale central school district,NA,NA,12,31,NA,43
NY,2015,041401040000,hinsdale central school district,NA,NA,12,31,NA,43
NY,2016,041401040000,hinsdale central school district,NA,NA,NA,34,8,42
NY,2013,042302040000,cattaraugus-little valley central school district,NA,NA,57,NA,26,83
NY,2014,042302040000,cattaraugus-little valley central school district,NA,NA,34,56,NA,90
NY,2015,042302040000,cattaraugus-little valley central school district,NA,NA,34,56,NA,90
NY,2016,042302040000,cattaraugus-little valley central school district,NA,NA,47,NA,46,93
NY,2013,042400010000,olean city school district,NA,NA,NA,95,69,164
NY,2014,042400010000,olean city school district,NA,NA,NA,130,39,169
NY,2015,042400010000,olean city school district,NA,NA,NA,130,39,169
NY,2016,042400010000,olean city school district,NA,NA,46,124,NA,170
NY,2013,042801060000,gowanda central school district,NA,NA,100,NA,25,125
NY,2014,042801060000,gowanda central school district,NA,NA,64,56,NA,120
NY,2015,042801060000,gowanda central school district,NA,NA,64,56,NA,120
NY,2013,042901040000,portville central school district,5,10,26,27,NA,68
NY,2014,042901040000,portville central school district,NA,NA,NA,48,18,66
NY,2015,042901040000,portville central school district,NA,NA,NA,48,18,66
NY,2013,043001040000,randolph central school district,NA,NA,NA,66,16,82
NY,2014,043001040000,randolph central school district,NA,NA,10,72,NA,82
NY,2015,043001040000,randolph central school district,NA,NA,10,72,NA,82
NY,2013,043011020000,randolph academy union free school district,NA,10,24,NA,NA,34
NY,2014,043011020000,randolph academy union free school district,NA,NA,NA,NA,34,34
NY,2015,043011020000,randolph academy union free school district,NA,NA,NA,NA,34,34
NY,2013,043200050000,salamanca city school district,7,6,44,53,NA,110
NY,2014,043200050000,salamanca city school district,NA,NA,NA,76,27,103
NY,2015,043200050000,salamanca city school district,NA,NA,NA,76,27,103
NY,2016,043200050000,salamanca city school district,5,9,38,44,NA,96
NY,2013,043501060000,yorkshire-pioneer central school district,NA,NA,144,NA,58,202
NY,2014,043501060000,yorkshire-pioneer central school district,NA,NA,104,101,NA,205
NY,2015,043501060000,yorkshire-pioneer central school district,NA,NA,104,101,NA,205
NY,2016,043501060000,yorkshire-pioneer central school district,NA,NA,72,141,NA,213
NY,2013,049000000000,cattaraugus-allegany-erie-wyoming boces,NA,NA,83,52,11,146
NY,2014,049000000000,cattaraugus-allegany-erie-wyoming boces,6,5,54,83,NA,148
NY,2015,049000000000,cattaraugus-allegany-erie-wyoming boces,6,5,54,83,NA,148
NY,2016,049000000000,cattaraugus-allegany-erie-wyoming boces,NA,NA,NA,105,42,147
NY,2013,050100010000,auburn city school district,NA,6,110,193,NA,309
NY,2014,050100010000,auburn city school district,NA,NA,308,NA,11,319
NY,2015,050100010000,auburn city school district,NA,NA,308,NA,11,319
NY,2016,050100010000,auburn city school district,NA,10,312,8,NA,330
NY,2013,050301040000,weedsport central school district,NA,NA,21,53,NA,74
NY,2014,050301040000,weedsport central school district,NA,NA,14,57,NA,71
NY,2015,050301040000,weedsport central school district,NA,NA,14,57,NA,71
NY,2016,050301040000,weedsport central school district,NA,NA,13,56,NA,69
NY,2013,050401040000,cato-meridian central school district,NA,5,57,14,NA,76
NY,2014,050401040000,cato-meridian central school district,NA,NA,61,NA,20,81
NY,2015,050401040000,cato-meridian central school district,NA,NA,61,NA,20,81
NY,2016,050401040000,cato-meridian central school district,NA,NA,53,NA,29,82
NY,2013,050701040000,southern cayuga central school district,13,22,32,NA,NA,67
NY,2014,050701040000,southern cayuga central school district,NA,NA,47,15,6,68
NY,2015,050701040000,southern cayuga central school district,NA,NA,47,15,6,68
NY,2016,050701040000,southern cayuga central school district,NA,NA,48,NA,19,67
NY,2013,051101040000,port byron central school district,NA,NA,37,NA,28,65
NY,2014,051101040000,port byron central school district,NA,NA,39,NA,32,71
NY,2015,051101040000,port byron central school district,NA,NA,39,NA,32,71
NY,2016,051101040000,port byron central school district,NA,23,NA,25,23,71
NY,2013,051301040000,moravia central school district,NA,NA,24,61,NA,85
NY,2014,051301040000,moravia central school district,NA,NA,58,NA,22,80
NY,2015,051301040000,moravia central school district,NA,NA,58,NA,22,80
NY,2013,051901040000,union springs central school district,NA,7,65,NA,NA,72
NY,2014,051901040000,union springs central school district,NA,NA,NA,41,32,73
NY,2015,051901040000,union springs central school district,NA,NA,NA,41,32,73
NY,2016,051901040000,union springs central school district,NA,NA,NA,52,29,81
NY,2013,059000000000,cayuga-onondaga boces,NA,NA,41,NA,26,67
NY,2014,059000000000,cayuga-onondaga boces,NA,NA,54,NA,11,65
NY,2015,059000000000,cayuga-onondaga boces,NA,NA,54,NA,11,65
NY,2016,059000000000,cayuga-onondaga boces,NA,NA,53,NA,13,66
NY,2013,060201060000,southwestern central school district at jamestown,NA,NA,NA,66,49,115
NY,2014,060201060000,southwestern central school district at jamestown,NA,NA,9,100,NA,109
NY,2015,060201060000,southwestern central school district at jamestown,NA,NA,9,100,NA,109
NY,2016,060201060000,southwestern central school district at jamestown,NA,NA,38,71,NA,109
NY,2013,060301040000,frewsburg central school district,NA,NA,27,33,5,65
NY,2014,060301040000,frewsburg central school district,NA,NA,NA,35,28,63
NY,2015,060301040000,frewsburg central school district,NA,NA,NA,35,28,63
NY,2016,060301040000,frewsburg central school district,NA,NA,NA,41,26,67
NY,2013,060401040000,cassadaga valley central school district,NA,NA,80,9,NA,89
NY,2014,060401040000,cassadaga valley central school district,NA,7,54,23,NA,84
NY,2015,060401040000,cassadaga valley central school district,NA,7,54,23,NA,84
NY,2013,060503040000,chautauqua lake central school district,NA,NA,39,28,13,80
NY,2014,060503040000,chautauqua lake central school district,NA,NA,45,41,NA,86
NY,2015,060503040000,chautauqua lake central school district,NA,NA,45,41,NA,86
NY,2013,060601040000,pine valley central school district (south dayton),NA,NA,40,30,NA,70
NY,2014,060601040000,pine valley central school district (south dayton),NA,NA,44,18,NA,62
NY,2015,060601040000,pine valley central school district (south dayton),NA,NA,44,18,NA,62
NY,2016,060601040000,pine valley central school district (south dayton),NA,NA,33,NA,23,56
NY,2013,060701040000,clymer central school district,NA,NA,NA,NA,45,45
NY,2014,060701040000,clymer central school district,NA,NA,9,40,NA,49
NY,2015,060701040000,clymer central school district,NA,NA,9,40,NA,49
NY,2013,060800010000,dunkirk city school district,NA,NA,147,NA,46,193
NY,2014,060800010000,dunkirk city school district,NA,NA,129,64,NA,193
NY,2015,060800010000,dunkirk city school district,NA,NA,129,64,NA,193
NY,2013,061001040000,bemus point central school district,NA,NA,39,NA,26,65
NY,2014,061001040000,bemus point central school district,NA,NA,NA,34,30,64
NY,2015,061001040000,bemus point central school district,NA,NA,NA,34,30,64
NY,2016,061001040000,bemus point central school district,NA,NA,25,39,NA,64
NY,2013,061101040000,falconer central school district,NA,NA,NA,61,47,108
NY,2014,061101040000,falconer central school district,NA,NA,26,78,NA,104
NY,2015,061101040000,falconer central school district,NA,NA,26,78,NA,104
NY,2016,061101040000,falconer central school district,NA,NA,32,68,NA,100
NY,2013,061501040000,silver creek central school district,NA,14,58,17,NA,89
NY,2014,061501040000,silver creek central school district,NA,NA,55,NA,45,100
NY,2015,061501040000,silver creek central school district,NA,NA,55,NA,45,100
NY,2013,061503040000,forestville central school district,NA,NA,33,NA,19,52
NY,2014,061503040000,forestville central school district,NA,NA,14,34,NA,48
NY,2015,061503040000,forestville central school district,NA,NA,14,34,NA,48
NY,2016,061503040000,forestville central school district,NA,NA,9,40,NA,49
NY,2013,061601040000,panama central school district,NA,NA,39,NA,16,55
NY,2014,061601040000,panama central school district,NA,NA,7,44,NA,51
NY,2015,061601040000,panama central school district,NA,NA,7,44,NA,51
NY,2013,061700010000,jamestown city school district,6,59,349,7,NA,421
NY,2014,061700010000,jamestown city school district,NA,8,343,62,NA,413
NY,2015,061700010000,jamestown city school district,NA,8,343,62,NA,413
NY,2013,062201060000,fredonia central school district,NA,NA,59,79,NA,138
NY,2014,062201060000,fredonia central school district,NA,NA,66,64,NA,130
NY,2015,062201060000,fredonia central school district,NA,NA,66,64,NA,130
NY,2016,062201060000,fredonia central school district,NA,NA,43,91,NA,134
NY,2013,062301040000,brocton central school district,NA,NA,12,36,NA,48
NY,2014,062301040000,brocton central school district,NA,NA,NA,31,23,54
NY,2015,062301040000,brocton central school district,NA,NA,NA,31,23,54
NY,2016,062301040000,brocton central school district,NA,NA,NA,39,17,56
NY,2013,062401040000,ripley central school district,NA,NA,NA,NA,31,31
NY,2014,062401040000,ripley central school district,NA,NA,16,NA,5,21
NY,2015,062401040000,ripley central school district,NA,NA,16,NA,5,21
NY,2013,062601040000,sherman central school district,NA,NA,34,NA,12,46
NY,2014,062601040000,sherman central school district,NA,NA,NA,23,23,46
NY,2015,062601040000,sherman central school district,NA,NA,NA,23,23,46
NY,2013,062901040000,westfield central school district,NA,NA,44,NA,26,70
NY,2014,062901040000,westfield central school district,NA,NA,23,47,NA,70
NY,2015,062901040000,westfield central school district,NA,NA,23,47,NA,70
NY,2016,062901040000,westfield central school district,NA,NA,36,36,NA,72
NY,2013,070600010000,elmira city school district,NA,NA,278,137,13,428
NY,2014,070600010000,elmira city school district,NA,NA,NA,280,119,399
NY,2015,070600010000,elmira city school district,NA,NA,NA,280,119,399
NY,2013,070901060000,horseheads central school district,NA,NA,NA,180,97,277
NY,2014,070901060000,horseheads central school district,NA,NA,NA,195,82,277
NY,2015,070901060000,horseheads central school district,NA,NA,NA,195,82,277
NY,2013,070902060000,elmira heights central school district,NA,NA,19,65,NA,84
NY,2014,070902060000,elmira heights central school district,NA,NA,31,55,NA,86
NY,2015,070902060000,elmira heights central school district,NA,NA,31,55,NA,86
NY,2013,080101040000,afton central school district,29,NA,19,NA,15,63
NY,2014,080101040000,afton central school district,NA,NA,26,31,10,67
NY,2015,080101040000,afton central school district,NA,NA,26,31,10,67
NY,2016,080101040000,afton central school district,NA,5,26,33,NA,64
NY,2013,080201040000,bainbridge-guilford central school district,NA,NA,43,NA,28,71
NY,2014,080201040000,bainbridge-guilford central school district,NA,NA,37,NA,34,71
NY,2015,080201040000,bainbridge-guilford central school district,NA,NA,37,NA,34,71
NY,2016,080201040000,bainbridge-guilford central school district,NA,NA,NA,36,37,73
NY,2013,080601040000,greene central school district,NA,NA,49,36,11,96
NY,2014,080601040000,greene central school district,NA,NA,NA,48,37,85
NY,2015,080601040000,greene central school district,NA,NA,NA,48,37,85
NY,2016,080601040000,greene central school district,NA,NA,29,64,NA,93
NY,2013,081003040000,unadilla valley central school district,NA,NA,24,44,NA,68
NY,2014,081003040000,unadilla valley central school district,NA,NA,55,NA,18,73
NY,2015,081003040000,unadilla valley central school district,NA,NA,55,NA,18,73
NY,2013,081200050000,norwich city school district,NA,NA,90,45,20,155
NY,2014,081200050000,norwich city school district,NA,NA,78,84,NA,162
NY,2015,081200050000,norwich city school district,NA,NA,78,84,NA,162
NY,2013,081401040000,georgetown-south otselic central school district,NA,NA,NA,NA,33,33
NY,2014,081401040000,georgetown-south otselic central school district,NA,NA,NA,NA,34,34
NY,2015,081401040000,georgetown-south otselic central school district,NA,NA,NA,NA,34,34
NY,2013,081501040000,oxford academy and central school district,NA,NA,NA,51,23,74
NY,2014,081501040000,oxford academy and central school district,NA,NA,16,60,NA,76
NY,2015,081501040000,oxford academy and central school district,NA,NA,16,60,NA,76
NY,2016,081501040000,oxford academy and central school district,NA,NA,NA,60,16,76
NY,2013,082001040000,sherburne-earlville central school district,NA,NA,30,101,5,136
NY,2014,082001040000,sherburne-earlville central school district,NA,NA,NA,111,28,139
NY,2015,082001040000,sherburne-earlville central school district,NA,NA,NA,111,28,139
NY,2016,082001040000,sherburne-earlville central school district,NA,NA,18,121,NA,139
NY,2013,090201040000,ausable valley central school district,NA,NA,9,103,NA,112
NY,2014,090201040000,ausable valley central school district,NA,NA,NA,NA,117,117
NY,2015,090201040000,ausable valley central school district,NA,NA,NA,NA,117,117
NY,2016,090201040000,ausable valley central school district,NA,NA,5,112,NA,117
NY,2013,090301060000,beekmantown central school district,NA,NA,122,NA,33,155
NY,2014,090301060000,beekmantown central school district,NA,NA,NA,99,59,158
NY,2015,090301060000,beekmantown central school district,NA,NA,NA,99,59,158
NY,2016,090301060000,beekmantown central school district,NA,NA,NA,89,67,156
NY,2013,090501040000,northeastern clinton central school district,NA,NA,88,22,NA,110
NY,2014,090501040000,northeastern clinton central school district,NA,NA,41,67,NA,108
NY,2015,090501040000,northeastern clinton central school district,NA,NA,41,67,NA,108
NY,2016,090501040000,northeastern clinton central school district,NA,NA,53,61,NA,114
NY,2013,090601020000,chazy union free school district,NA,NA,7,38,NA,45
NY,2014,090601020000,chazy union free school district,NA,NA,19,26,NA,45
NY,2015,090601020000,chazy union free school district,NA,NA,19,26,NA,45
NY,2016,090601020000,chazy union free school district,NA,NA,7,38,NA,45
NY,2013,090901040000,northern adirondack central school district,NA,NA,63,NA,26,89
NY,2014,090901040000,northern adirondack central school district,NA,NA,44,NA,38,82
NY,2015,090901040000,northern adirondack central school district,NA,NA,44,NA,38,82
NY,2016,090901040000,northern adirondack central school district,NA,NA,38,46,NA,84
NY,2013,091101060000,peru central school district,NA,15,132,NA,NA,147
NY,2014,091101060000,peru central school district,NA,8,57,83,NA,148
NY,2015,091101060000,peru central school district,NA,8,57,83,NA,148
NY,2016,091101060000,peru central school district,NA,8,55,91,NA,154
NY,2013,091200010000,plattsburgh city school district,NA,NA,107,45,7,159
NY,2014,091200010000,plattsburgh city school district,NA,NA,NA,119,54,173
NY,2015,091200010000,plattsburgh city school district,NA,NA,NA,124,49,173
NY,2016,091200010000,plattsburgh city school district,NA,NA,52,122,6,180
NY,2013,091402060000,saranac central school district,NA,NA,96,33,5,134
NY,2014,091402060000,saranac central school district,NA,NA,NA,67,68,135
NY,2015,091402060000,saranac central school district,NA,NA,NA,67,68,135
NY,2016,091402060000,saranac central school district,NA,NA,44,89,NA,133
NY,2013,099000000000,clinton-essex-warren-washington boces,NA,NA,NA,46,21,67
NY,2014,099000000000,clinton-essex-warren-washington boces,NA,NA,14,58,NA,72
NY,2015,099000000000,clinton-essex-warren-washington boces,NA,NA,14,58,NA,72
NY,2016,099000000000,clinton-essex-warren-washington boces,NA,NA,17,53,NA,70
NY,2013,100308020000,berkshire union free school district,NA,12,10,NA,NA,22
NY,2014,100308020000,berkshire union free school district,NA,NA,19,NA,6,25
NY,2015,100308020000,berkshire union free school district,NA,NA,19,NA,6,25
NY,2016,100308020000,berkshire union free school district,NA,NA,NA,NA,18,18
NY,2013,100501040000,taconic hills central school district,5,8,31,63,NA,107
NY,2014,100501040000,taconic hills central school district,NA,5,39,76,NA,120
NY,2015,100501040000,taconic hills central school district,NA,5,39,76,NA,120
NY,2016,100501040000,taconic hills central school district,NA,NA,8,115,NA,123
NY,2013,100902040000,germantown central school district,NA,NA,NA,31,24,55
NY,2014,100902040000,germantown central school district,NA,NA,37,NA,19,56
NY,2015,100902040000,germantown central school district,NA,NA,37,NA,19,56
NY,2016,100902040000,germantown central school district,NA,NA,16,38,NA,54
NY,2013,101001040000,chatham central school district,NA,NA,NA,71,27,98
NY,2014,101001040000,chatham central school district,NA,NA,NA,84,36,120
NY,2015,101001040000,chatham central school district,NA,NA,NA,84,36,120
NY,2016,101001040000,chatham central school district,NA,NA,25,82,NA,107
NY,2013,101300010000,hudson city school district,NA,NA,66,82,11,159
NY,2014,101300010000,hudson city school district,NA,NA,57,95,7,159
NY,2015,101300010000,hudson city school district,NA,NA,57,95,7,159
NY,2016,101300010000,hudson city school district,NA,5,67,91,NA,163
NY,2013,101401040000,kinderhook central school district,NA,NA,100,42,7,149
NY,2014,101401040000,kinderhook central school district,NA,NA,11,134,NA,145
NY,2015,101401040000,kinderhook central school district,NA,NA,11,134,NA,145
NY,2016,101401040000,kinderhook central school district,NA,NA,34,128,NA,162
NY,2013,101601040000,new lebanon central school district,NA,NA,NA,32,20,52
NY,2014,101601040000,new lebanon central school district,NA,NA,19,33,NA,52
NY,2015,101601040000,new lebanon central school district,NA,NA,19,33,NA,52
NY,2013,110101040000,cincinnatus central school district,NA,7,56,NA,NA,63
NY,2014,110101040000,cincinnatus central school district,NA,NA,NA,45,21,66
NY,2015,110101040000,cincinnatus central school district,NA,NA,NA,45,21,66
NY,2016,110101040000,cincinnatus central school district,NA,NA,20,46,NA,66
NY,2013,110200010000,cortland city school district,NA,NA,100,106,6,212
NY,2014,110200010000,cortland city school district,NA,NA,150,NA,80,230
NY,2015,110200010000,cortland city school district,NA,NA,150,NA,80,230
NY,2016,110200010000,cortland city school district,NA,5,151,77,NA,233
NY,2013,110304040000,mcgraw central school district,NA,NA,48,NA,6,54
