state,year,localid,name,e1,e2,e3,e4,et,e2_impute
NJ,2016,155740,westville boro,NA,NA,NA,26,33,0
NJ,2016,155860,woodbury city,0,0,33,99,132,1
NJ,2016,155870,woodbury heights boro,NA,NA,NA,18,24,0
NJ,2016,170220,bayonne city,0,0,620,148,768,1
NJ,2016,171200,east newark boro,NA,NA,17,NA,19,0
NJ,2016,171850,guttenberg town,0,0,36,40,76,1
NJ,2016,172060,harrison town,NA,1,74,91,166,1
NJ,2016,172210,hoboken city,NA,3,148,54,205,1
NJ,2016,172295,hudson county vocational,NA,1,182,18,201,1
NJ,2016,172390,jersey city,NA,44,1917,220,2181,1
NJ,2016,172410,kearny town,0,0,318,128,446,1
NJ,2016,173610,north bergen twp,0,0,539,36,575,1
NJ,2016,174730,secaucus town,NA,1,47,118,166,1
NJ,2016,175240,union city,NA,4,411,374,789,1
NJ,2016,175580,weehawken twp,0,0,96,14,110,1
NJ,2016,175670,west new york town,NA,3,308,245,556,1
NJ,2016,190020,alexandria twp,NA,2,16,32,50,1
NJ,2016,190370,bethlehem twp,0,0,16,30,46,1
NJ,2016,190430,bloomsbury boro,NA,NA,NA,10,15,0
NJ,2016,190670,califon boro,NA,NA,NA,13,19,0
NJ,2016,190910,clinton-glen gardner,NA,NA,NA,41,45,0
NJ,2016,190920,clinton twp,0,0,76,93,169,1
NJ,2016,191040,delaware twp,NA,NA,NA,48,49,0
NJ,2016,191050,delaware valley regional,NA,NA,65,NA,71,0
NJ,2016,191160,east amwell twp,0,0,11,32,43,1
NJ,2016,191376,south-hunterdon,0,0,48,53,101,1
NJ,2016,191510,flemington-raritan reg,NA,1,154,204,359,1
NJ,2016,191600,franklin twp,0,0,11,18,29,1
NJ,2016,191680,frenchtown boro,NA,NA,15,NA,19,0
NJ,2016,191970,hampton boro,NA,NA,10,NA,19,0
NJ,2016,192140,high bridge boro,0,0,23,20,43,1
NJ,2016,192220,holland twp,0,0,12,54,66,1
NJ,2016,192300,hunterdon central reg,NA,2,174,63,239,1
NJ,2016,192305,hunterdon co ed ser comm,NA,NA,NA,10,18,0
NJ,2016,192308,hunterdon co vocational,NA,NA,17,NA,18,0
NJ,2016,192450,kingwood twp,0,0,23,12,35,1
NJ,2016,192590,lebanon boro,NA,NA,NA,13,15,0
NJ,2016,192600,lebanon twp,0,0,52,10,62,1
NJ,2016,193180,milford boro,NA,NA,NA,NA,15,0
NJ,2016,193660,n hunt/voorhees regional,0,0,157,55,212,1
NJ,2016,194350,readington twp,0,0,51,118,169,1
NJ,2016,195180,tewksbury twp,0,0,10,52,62,1
NJ,2016,195270,union twp,NA,2,13,29,44,1
NJ,2016,211245,east windsor regional,NA,5,240,144,389,1
NJ,2016,211430,ewing twp,NA,2,244,87,333,1
NJ,2016,211950,hamilton twp,NA,4,486,442,932,1
NJ,2016,212280,hopewell valley regional,0,0,49,356,405,1
NJ,2016,212580,lawrence twp,0,0,161,99,260,1
NJ,2016,213103,mercer co special service,NA,1,14,86,101,1
NJ,2016,213105,mercer county vocational,0,0,16,21,37,1
NJ,2016,214255,princeton,NA,8,87,227,322,1
NJ,2016,215210,trenton city,NA,7,512,129,648,1
NJ,2016,215510,robbinsville twp,0,0,160,53,213,1
NJ,2016,215715,w windsor-plainsboro reg,0,0,46,644,690,1
NJ,2016,230750,carteret boro,NA,1,259,22,282,1
NJ,2016,230970,cranbury twp,0,0,33,18,51,1
NJ,2016,231140,dunellen boro,NA,NA,88,NA,95,0
NJ,2016,231170,east brunswick twp,NA,6,353,311,670,1
NJ,2016,231290,edison twp,NA,5,742,342,1089,1
NJ,2016,232150,highland park boro,NA,1,87,48,136,1
NJ,2016,232370,jamesburg boro,0,0,16,26,42,1
NJ,2016,233120,metuchen boro,NA,3,115,54,172,1
NJ,2016,233140,middlesex boro,0,0,148,58,206,1
NJ,2016,233145,middlesex co reg ser comm,NA,3,113,23,139,1
NJ,2016,233150,middlesex co vocational,NA,3,81,96,180,1
NJ,2016,233220,milltown boro,0,0,11,48,59,1
NJ,2016,233290,monroe twp,0,0,83,379,462,1
NJ,2016,233530,new brunswick city,NA,9,556,95,660,1
NJ,2016,233620,north brunswick twp,NA,2,287,217,506,1
NJ,2016,233845,old bridge twp,NA,2,227,442,671,1
NJ,2016,234090,perth amboy city,NA,10,714,92,816,1
NJ,2016,234130,piscataway twp,NA,16,408,114,538,1
NJ,2016,234660,sayreville boro,0,0,307,166,473,1
NJ,2016,234830,south amboy city,0,0,71,16,87,1
NJ,2016,234860,south brunswick twp,NA,3,366,263,632,1
NJ,2016,234910,south plainfield boro,NA,1,235,56,292,1
NJ,2016,234920,south river boro,NA,3,114,54,171,1
NJ,2016,234970,spotswood boro,0,0,77,68,145,1
NJ,2016,235850,woodbridge twp,0,0,155,718,873,1
NJ,2016,250100,asbury park,NA,10,130,33,173,1
NJ,2016,250130,atlantic highlands boro,NA,NA,NA,28,31,0
NJ,2016,250180,avon boro,NA,NA,NA,13,17,0
NJ,2016,250225,bayshore jointure comm,NA,NA,15,NA,18,0
NJ,2016,250270,belmar boro,0,0,38,16,54,1
NJ,2016,250500,bradley beach boro,0,0,23,11,34,1
NJ,2016,250560,brielle boro,0,0,17,32,49,1
NJ,2016,250945,colts neck twp,0,0,38,80,118,1
NJ,2016,251000,deal boro,NA,NA,14,NA,18,0
NJ,2016,251260,eatontown boro,0,0,50,56,106,1
NJ,2016,251440,fair haven boro,0,0,52,35,87,1
NJ,2016,251490,farmingdale boro,NA,NA,16,NA,23,0
NJ,2016,251640,freehold boro,NA,3,100,23,126,1
NJ,2016,251650,freehold regional,NA,4,632,107,743,1
NJ,2016,251660,freehold twp,0,0,37,303,340,1
NJ,2016,252105,hazlet twp,NA,1,195,63,259,1
NJ,2016,252120,henry hudson regional,0,0,12,22,34,1
NJ,2016,252160,highlands boro,NA,NA,NA,18,20,0
NJ,2016,252230,holmdel twp,0,0,34,228,262,1
NJ,2016,252290,howell twp,NA,7,467,112,586,1
NJ,2016,252400,keansburg boro,NA,3,56,80,139,1
NJ,2016,252430,keyport boro,NA,1,60,39,100,1
NJ,2016,252720,little silver boro,0,0,22,55,77,1
NJ,2016,252770,long branch city,NA,18,389,NA,421,0
NJ,2016,252920,manalapan-englishtown reg,0,0,333,25,358,1
NJ,2016,252930,manasquan boro,NA,1,32,98,131,1
NJ,2016,253030,marlboro twp,0,0,104,265,369,1
NJ,2016,253040,matawan-aberdeen regional,NA,2,178,145,325,1
NJ,2016,253160,middletown twp,NA,6,588,172,766,1
NJ,2016,253200,millstone twp,0,0,32,79,111,1
NJ,2016,253250,monmouth beach boro,NA,NA,NA,26,28,0
NJ,2016,253255,monmouth-ocean ed ser com,NA,2,10,41,53,1
NJ,2016,253260,monmouth co vocational,NA,1,48,169,218,1
NJ,2016,253270,monmouth regional,0,0,43,54,97,1
NJ,2016,253500,neptune city,NA,2,14,22,38,1
NJ,2016,253510,neptune twp,NA,1,251,58,310,1
NJ,2016,253810,ocean twp,NA,3,153,212,368,1
NJ,2016,253830,oceanport boro,NA,NA,NA,65,67,0
NJ,2016,254360,red bank boro,0,0,38,46,84,1
NJ,2016,254365,red bank regional,0,0,50,57,107,1
NJ,2016,254520,roosevelt boro,NA,NA,NA,NA,14,0
NJ,2016,254570,rumson boro,0,0,13,82,95,1
NJ,2016,254580,rumson-fair haven reg,NA,NA,71,NA,80,0
NJ,2016,254690,sea girt boro,NA,NA,NA,15,24,0
NJ,2016,254760,shore regional,NA,NA,NA,51,53,0
NJ,2016,254770,shrewsbury boro,NA,NA,NA,NA,45,0
NJ,2016,254980,spring lake boro,NA,NA,NA,22,30,0
NJ,2016,254990,spring lake heights boro,NA,NA,NA,32,33,0
NJ,2016,255185,tinton falls,NA,2,51,87,140,1
NJ,2016,255230,union beach,NA,NA,59,NA,60,0
NJ,2016,255310,upper freehold regional,NA,NA,NA,134,138,0
NJ,2016,255420,wall twp,0,0,193,134,327,1
NJ,2016,255640,west long branch boro,0,0,12,46,58,1
NJ,2016,270450,boonton town,NA,1,52,66,119,1
NJ,2016,270460,boonton twp,NA,1,21,27,49,1
NJ,2016,270630,butler boro,0,0,16,88,104,1
NJ,2016,270785,sch dist of the chathams,NA,1,148,164,313,1
NJ,2016,270820,chester twp,NA,NA,NA,111,114,0
NJ,2016,271090,denville twp,NA,1,61,80,142,1
NJ,2016,271110,dover town,NA,10,196,10,216,1
NJ,2016,271190,east hanover twp,0,0,84,29,113,1
NJ,2016,271530,florham park boro,NA,NA,83,NA,92,0
NJ,2016,271990,hanover park regional,0,0,80,52,132,1
NJ,2016,272000,hanover twp,0,0,17,114,131,1
NJ,2016,272010,harding township,0,0,24,12,36,1
NJ,2016,272380,jefferson twp,NA,1,138,179,318,1
NJ,2016,272460,kinnelon boro,NA,NA,159,NA,163,0
NJ,2016,272650,lincoln park boro,0,0,26,53,79,1
NJ,2016,272870,madison boro,0,0,84,134,218,1
NJ,2016,273090,mendham boro,0,0,18,36,54,1
NJ,2016,273100,mendham twp,0,0,11,62,73,1
NJ,2016,273240,mine hill twp,0,0,20,11,31,1
NJ,2016,273340,montville twp,NA,2,101,267,370,1
NJ,2016,273365,morris county vocational,0,0,40,30,70,1
NJ,2016,273370,morris hills regional,NA,1,187,61,249,1
NJ,2016,273380,morris plains boro,0,0,11,52,63,1
NJ,2016,273385,morris school district,NA,7,141,307,455,1
NJ,2016,273410,mount arlington boro,0,0,11,25,36,1
NJ,2016,273450,mount olive twp,NA,6,250,85,341,1
NJ,2016,273460,mountain lakes boro,0,0,33,112,145,1
NJ,2016,273520,netcong boro,0,0,14,13,27,1
NJ,2016,273950,parsippany-troy hills twp,0,0,429,189,618,1
NJ,2016,274000,long hill twp,0,0,20,42,62,1
NJ,2016,274080,pequannock twp,NA,5,157,23,185,1
NJ,2016,274330,randolph twp,NA,5,236,169,410,1
NJ,2016,274440,riverdale boro,NA,NA,NA,27,31,0
NJ,2016,274480,rockaway boro,NA,NA,NA,44,52,0
NJ,2016,274490,rockaway twp,0,0,71,166,237,1
NJ,2016,274560,roxbury twp,NA,2,166,155,323,1
NJ,2016,275520,washington twp,0,0,126,86,212,1
NJ,2016,275660,west morris regional,NA,1,129,59,189,1
NJ,2016,275770,wharton boro,0,0,54,24,78,1
NJ,2016,290185,barnegat twp,0,0,22,281,303,1
NJ,2016,290210,bay head boro,NA,NA,NA,12,17,0
NJ,2016,290230,beach haven boro,NA,NA,NA,11,13,0
NJ,2016,290320,berkeley twp,0,0,155,13,168,1
NJ,2016,290530,brick twp,0,0,607,156,763,1
NJ,2016,290770,central regional,0,0,140,10,150,1
NJ,2016,291150,eagleswood twp,NA,NA,12,NA,17,0
NJ,2016,292350,island heights boro,NA,NA,NA,NA,9,0
NJ,2016,292360,jackson twp,NA,3,284,363,650,1
NJ,2016,292480,lacey twp,0,0,165,175,340,1
NJ,2016,292500,lakehurst boro,0,0,11,23,34,1
NJ,2016,292520,lakewood twp,NA,2,374,20,396,1
NJ,2016,292550,lavallette boro,NA,NA,NA,20,21,0
NJ,2016,292690,little egg harbor twp,NA,1,100,36,137,1
NJ,2016,292760,long beach island,NA,NA,NA,NA,29,0
NJ,2016,292940,manchester twp,NA,3,147,146,296,1
NJ,2016,293790,ocean county vocational,0,0,46,65,111,1
NJ,2016,293800,ocean gate boro,NA,NA,NA,16,18,0
NJ,2016,293820,ocean twp,0,0,29,19,48,1
NJ,2016,294105,pinelands regional,NA,NA,153,NA,160,0
NJ,2016,294190,plumsted twp,NA,1,89,43,133,1
NJ,2016,294210,point pleasant boro,NA,1,102,124,227,1
NJ,2016,294220,point pleasant beach boro,0,0,11,65,76,1
NJ,2016,294710,seaside heights boro,NA,NA,NA,NA,22,0
NJ,2016,294950,southern regional,0,0,126,95,221,1
NJ,2016,295020,stafford twp,0,0,18,157,175,1
NJ,2016,295190,toms river regional,NA,2,620,568,1190,1
NJ,2016,295220,tuckerton boro,NA,NA,26,NA,30,0
NJ,2016,310420,bloomingdale boro,0,0,33,12,45,1
NJ,2016,310900,clifton city,NA,2,789,193,984,1
NJ,2016,311920,haledon boro,0,0,29,45,74,1
NJ,2016,312100,hawthorne boro,NA,2,125,69,196,1
NJ,2016,312510,lakeland regional,NA,1,26,67,94,1
NJ,2016,312700,little falls twp,NA,1,30,51,82,1
NJ,2016,313640,north haledon boro,NA,1,26,16,43,1
NJ,2016,313970,passaic city,NA,31,956,62,1049,1
NJ,2016,313975,passaic co ed serv comm,NA,NA,NA,NA,11,0
NJ,2016,313980,passaic co manchester reg,0,0,41,11,52,1
NJ,2016,313990,passaic valley regional,0,0,79,13,92,1
NJ,2016,313995,passaic county vocational,NA,1,187,95,283,1
NJ,2016,314010,paterson city,NA,45,1149,1055,2249,1
NJ,2016,314230,pompton lakes boro,0,0,74,67,141,1
NJ,2016,314270,prospect park boro,0,0,40,28,68,1
NJ,2016,314400,ringwood boro,0,0,17,18,35,1
NJ,2016,315200,totowa boro,NA,NA,69,NA,70,0
NJ,2016,315440,wanaque boro,NA,4,61,32,97,1
NJ,2016,315570,wayne twp,NA,1,361,189,551,1
NJ,2016,315650,west milford twp,NA,2,148,162,312,1
NJ,2016,315690,woodland park,0,0,54,35,89,1
NJ,2016,330060,alloway twp,0,0,15,17,32,1
NJ,2016,332800,lower alloways creek,NA,NA,19,NA,22,0
NJ,2016,332950,mannington twp,NA,NA,NA,NA,15,0
NJ,2016,333860,oldmans twp,NA,NA,16,NA,25,0
NJ,2016,334070,penns grv-carney's pt reg,0,0,119,51,170,1
NJ,2016,334075,pennsville,NA,1,107,53,161,1
NJ,2016,334150,pittsgrove twp,0,0,76,59,135,1
NJ,2016,334280,quinton twp,0,0,25,10,35,1
NJ,2016,334630,salem city,NA,2,97,10,109,1
NJ,2016,334635,salem co special service,NA,1,21,20,42,1
NJ,2016,334640,salem county vocational,0,0,20,27,47,1
NJ,2016,335320,upper pittsgrove twp,NA,NA,NA,35,36,0
NJ,2016,335910,woodstown-pilesgrove reg,NA,1,49,84,134,1
NJ,2016,350240,bedminster twp,0,0,15,35,50,1
NJ,2016,350350,bernards twp,0,0,89,380,469,1
NJ,2016,350490,bound brook boro,NA,NA,136,NA,140,0
NJ,2016,350510,branchburg twp,0,0,93,58,151,1
NJ,2016,350555,bridgewater-raritan reg,NA,3,316,439,758,1
NJ,2016,351610,franklin twp,NA,3,464,182,649,1
NJ,2016,351810,green brook twp,0,0,12,67,79,1
NJ,2016,352170,hillsborough twp,NA,6,388,267,661,1
NJ,2016,353000,manville boro,NA,1,90,19,110,1
NJ,2016,353320,montgomery twp,0,0,139,232,371,1
NJ,2016,353670,north plainfield boro,0,0,184,104,288,1
NJ,2016,354805,somerset co ed serv comm,NA,NA,NA,14,20,0
NJ,2016,354810,somerset co vocational,0,0,28,30,58,1
NJ,2016,354815,somerset hills regional,0,0,46,116,162,1
NJ,2016,354820,somerville boro,0,0,221,11,232,1
NJ,2016,354850,south bound brook,0,0,20,20,40,1
NJ,2016,355470,warren twp,NA,1,59,137,197,1
NJ,2016,355540,watchung boro,NA,1,14,42,57,1
NJ,2016,355550,watchung hills regional,0,0,106,60,166,1
NJ,2016,370090,andover reg,NA,1,30,27,58,1
NJ,2016,370640,byram twp,NA,NA,74,NA,80,0
NJ,2016,371560,frankford twp,NA,NA,NA,52,59,0
NJ,2016,371570,franklin boro,0,0,13,35,48,1
NJ,2016,371630,fredon twp,NA,NA,NA,14,23,0
NJ,2016,371800,green twp,NA,NA,31,NA,38,0
NJ,2016,371930,hamburg boro,NA,NA,NA,NA,33,0
NJ,2016,371980,hampton twp,NA,NA,27,NA,32,0
NJ,2016,372030,hardyston twp,0,0,10,56,66,1
NJ,2016,372165,high point regional,NA,1,44,48,93,1
NJ,2016,372240,hopatcong,NA,1,91,56,148,1
NJ,2016,372465,kittatinny regional,NA,NA,100,NA,101,0
NJ,2016,372490,lafayette twp,NA,NA,NA,26,29,0
NJ,2016,372615,lenape valley regional,0,0,20,45,65,1
NJ,2016,373300,montague twp,NA,NA,NA,20,29,0
NJ,2016,373590,newton town,NA,1,61,105,167,1
NJ,2016,373840,ogdensburg boro,NA,1,11,12,24,1
NJ,2016,374650,sandyston-walpack twp,NA,NA,NA,13,20,0
NJ,2016,374960,sparta twp,NA,1,252,21,274,1
NJ,2016,375030,stanhope boro,0,0,17,11,28,1
NJ,2016,375040,stillwater twp,NA,NA,31,NA,37,0
NJ,2016,375100,sussex-wantage regional,0,0,97,43,140,1
NJ,2016,375105,sussex co ed serv comm,NA,1,11,10,22,1
NJ,2016,375110,sussex county vocational,NA,NA,NA,48,57,0
NJ,2016,375360,vernon twp,NA,2,169,136,307,1
NJ,2016,375435,wallkill valley regional,0,0,46,12,58,1
NJ,2016,390310,berkeley heights twp,0,0,96,131,227,1
NJ,2016,390850,clark twp,0,0,51,123,174,1
NJ,2016,390980,cranford twp,0,0,127,216,343,1
NJ,2016,391320,elizabeth city,NA,36,1598,284,1918,1
NJ,2016,391710,garwood boro,NA,NA,27,NA,32,0
NJ,2016,392190,hillside twp,NA,7,213,40,260,1
NJ,2016,392420,kenilworth boro,NA,NA,NA,120,129,0
NJ,2016,392660,linden city,NA,2,378,116,496,1
NJ,2016,393395,morris-union jointure com,NA,1,73,25,99,1
NJ,2016,393470,mountainside boro,0,0,40,17,57,1
NJ,2016,393560,new providence boro,NA,1,26,155,182,1
NJ,2016,394160,plainfield city,NA,20,502,26,548,1
NJ,2016,394290,rahway city,NA,3,245,49,297,1
NJ,2016,394540,roselle boro,NA,5,233,19,257,1
NJ,2016,394550,roselle park boro,0,0,89,89,178,1
NJ,2016,394670,scotch plains-fanwood reg,NA,2,285,143,430,1
NJ,2016,395000,springfield twp,NA,1,151,12,164,1
NJ,2016,395090,summit city,0,0,150,195,345,1
NJ,2016,395245,union co ed serv comm,NA,1,51,34,86,1
NJ,2016,395260,union county vocational,NA,3,96,33,132,1
NJ,2016,395290,union twp,NA,5,502,95,602,1
NJ,2016,395730,westfield town,NA,1,390,89,480,1
NJ,2016,395810,winfield twp,NA,NA,NA,NA,16,0
NJ,2016,410030,allamuchy twp,NA,NA,NA,24,26,0
NJ,2016,410070,alpha boro,NA,NA,NA,12,21,0
NJ,2016,410280,belvidere town,0,0,29,43,72,1
NJ,2016,410400,blairstown twp,0,0,26,23,49,1
NJ,2016,411620,franklin twp,0,0,12,15,27,1
NJ,2016,411670,frelinghuysen twp,NA,NA,14,NA,16,0
NJ,2016,411785,great meadows regional,0,0,26,44,70,1
NJ,2016,411840,greenwich twp,0,0,46,19,65,1
NJ,2016,411870,hackettstown,0,0,43,104,147,1
NJ,2016,412040,harmony twp,NA,NA,NA,22,29,0
NJ,2016,412250,hope twp,NA,NA,20,NA,21,0
NJ,2016,412470,knowlton twp,NA,NA,18,NA,27,0
NJ,2016,412790,lopatcong twp,0,0,49,10,59,1
NJ,2016,412970,mansfield twp,0,0,38,22,60,1
NJ,2016,413675,north warren regional,NA,1,48,31,80,1
NJ,2016,413890,oxford twp,NA,NA,NA,25,32,0
NJ,2016,414100,phillipsburg town,0,0,122,164,286,1
NJ,2016,414200,pohatcong twp,NA,NA,25,NA,26,0
NJ,2016,415450,warren co special service,NA,NA,10,NA,12,0
NJ,2016,415460,warren county vocational,0,0,30,10,40,1
NJ,2016,415465,warren hills regional,NA,1,126,19,146,1
NJ,2016,415480,washington boro,0,0,23,25,48,1
NJ,2016,415530,washington twp,0,0,42,16,58,1
NJ,2016,415780,white twp,NA,NA,30,NA,39,0
