state,name,localid,year,p1,p2,p3,p4,p1_impute,p2_impute
LA,City of Bogalusa Parish,066,2017,4.44,23.33,65.56,6.67,0,0
LA,Zachary Community Parish,067,2017,0,0,11.78,88.22,1,1
LA,City of Baker Parish,068,2017,0,6.56,72.13,21.31,1,0
LA,Central Community Parish,069,2017,0,0,18.38,81.62,1,1
LA,Recovery Parish - Baton Rouge,RBR,2017,0.710000000000008,29.79,63.83,5.67,1,0
LA,Recovery Parish - Louisiana,RLA,2017,2.86,2.86,85.71,8.57,0,0
LA,Acadia Parish,001,2018,0.18000000000000682,4.57,43.88,51.37,1,0
LA,Allen Parish,002,2018,0.009999999999990905,7.28,39.4,53.31,1,0
LA,Ascension Parish,003,2018,0.06999999999999318,8.56,67.64,23.73,1,0
LA,Assumption Parish,004,2018,0.9000000000000057,21.52,54.71,22.87,1,0
LA,Avoyelles Parish,005,2018,0.37000000000000455,10.66,45.96,43.01,1,0
LA,Beauregard Parish,006,2018,0,0.25,22.56,77.19,1,1
LA,Bienville Parish,007,2018,0,3.6,62.59,33.81,1,0
