state,name,localid,year,p1,p2,p3,p4,p1_impute,p2_impute
LA,Bossier Parish,008,2018,-1.4210854715202004e-14,1.48,31.29,67.23,1,0
LA,Caddo Parish,009,2018,0.5300000000000011,11.28,56.39,31.8,1,0
LA,Calcasieu Parish,010,2018,-0.010000000000005116,5.17,36.41,58.43,1,0
LA,Caldwell Parish,011,2018,0.010000000000005116,14.75,45.08,40.16,1,0
LA,Cameron Parish,012,2018,0,2.22,28.15,69.63,1,0
LA,Catahoula Parish,013,2018,0.009999999999990905,9.47,33.68,56.84,1,0
LA,Claiborne Parish,014,2018,0,10,50,40,1,0
LA,Concordia Parish,015,2018,0.4299999999999926,7.33,47.84,44.4,1,0
LA,DeSoto Parish,016,2018,0,9.2,48.16,42.64,1,0
LA,East Baton Rouge Parish,017,2018,0.07000000000000739,5.41,41.12,53.4,1,0
LA,East Carroll Parish,018,2018,3.7,22.22,35.19,38.89,0,0
LA,East Feliciana Parish,019,2018,0,20,60.77,19.23,1,0
LA,Evangeline Parish,020,2018,0,5.34,35.11,59.55,1,0
LA,Franklin Parish,021,2018,0,3.57,42.35,54.08,1,0
LA,Grant Parish,022,2018,0,22.56,61.03,16.41,1,0
LA,Iberia Parish,023,2018,0,6.14,49.57,44.29,1,0
LA,Iberville Parish,024,2018,0,13.82,66.18,20,1,0
LA,Jackson Parish,025,2018,0,6.35,46.03,47.62,1,0
LA,Jefferson Parish,026,2018,0.6500000000000057,16.96,51.5,30.89,1,0
LA,Jefferson Davis Parish,027,2018,0,0.5800000000000125,26.96,72.46,1,1
LA,Lafayette Parish,028,2018,0.05000000000001137,6.47,39.73,53.75,1,0
LA,Lafourche Parish,029,2018,0,4.52,59.1,36.38,1,0
LA,LaSalle Parish,030,2018,0,4.12,48.82,47.06,1,0
LA,Lincoln Parish,031,2018,0,4.36,36.56,59.08,1,0
LA,Livingston Parish,032,2018,-0.009999999999990905,2.19,34.44,63.38,1,0
LA,Madison Parish,033,2018,0,44.74,47.37,7.89,1,0
LA,Morehouse Parish,034,2018,0,19.11,56.5,24.39,1,0
LA,Natchitoches Parish,035,2018,0,9.26,53.44,37.3,1,0
LA,Orleans All (Orleans Parish + RSD  NO Schools),R36,2018,0.8799999999999955,17.18,60.79,21.15,1,0
LA,Ouachita Parish,037,2018,0,3.61,40.55,55.84,1,0
LA,Plaquemines Parish,038,2018,1.4210854715202004e-14,7.46,46.49,46.05,1,0
LA,Pointe Coupee Parish,039,2018,0.5999999999999943,15.76,67.88,15.76,1,0
LA,Rapides Parish,040,2018,0.06999999999999318,8.07,54.07,37.79,1,0
LA,Red River Parish,041,2018,0,14.68,56.88,28.44,1,0
LA,Richland Parish,042,2018,1.18,20.12,65.68,13.02,0,0
LA,Sabine Parish,043,2018,0.010000000000005116,15.6,50.35,34.04,1,0
LA,St. Bernard Parish,044,2018,0.710000000000008,6.07,61.21,32.01,1,0
LA,St. Charles Parish,045,2018,0,5.25,61.02,33.73,1,0
LA,St. Helena Parish,046,2018,1.72,27.59,67.24,3.45,0,0
LA,St. James Parish,047,2018,0,8.06,54.58,37.36,1,0
LA,St. John the Baptist Parish,048,2018,0.4899999999999949,17.89,63.97,17.65,1,0
LA,St. Landry Parish,049,2018,0.10999999999999943,6.14,54.91,38.84,1,0
LA,St. Martin Parish,050,2018,0.4399999999999977,13.22,51.98,34.36,1,0
LA,St. Mary Parish,051,2018,-1.4210854715202004e-14,5.73,60.07,34.2,1,0
LA,St. Tammany Parish,052,2018,1.4210854715202004e-14,3.55,41.26,55.19,1,0
LA,Tangipahoa Parish,053,2018,0.5400000000000063,16.08,68.91,14.47,1,0
LA,Tensas Parish,054,2018,0,9.38,50,40.62,1,0
LA,Terrebonne Parish,055,2018,0.18000000000000682,11.59,52.19,36.04,1,0
LA,Union Parish,056,2018,0.7199999999999989,18.25,42.34,38.69,1,0
LA,Vermilion Parish,057,2018,1.4210854715202004e-14,4.27,54.19,41.54,1,0
LA,Vernon Parish,058,2018,-0.010000000000005116,4.95,54.03,41.03,1,0
LA,Washington Parish,059,2018,0.6400000000000006,6.98,61.9,30.48,1,0
LA,Webster Parish,060,2018,0.29999999999999716,12.24,43.58,43.88,1,0
LA,West Baton Rouge Parish,061,2018,-1.4210854715202004e-14,4.73,47.95,47.32,1,0
LA,West Carroll Parish,062,2018,0,30.3,68.18,1.52,1,0
LA,West Feliciana Parish,063,2018,0,0.6400000000000148,33.54,65.82,1,1
LA,Winn Parish,064,2018,0.010000000000005116,5.44,59.18,35.37,1,0
LA,City of Monroe Parish,065,2018,0.36000000000001364,17.82,66,15.82,1,0
LA,City of Bogalusa Parish,066,2018,3.88,27.13,51.94,17.05,0,0
LA,Zachary Community Parish,067,2018,0.009999999999990905,1.12,22.75,76.12,1,0
LA,City of Baker Parish,068,2018,0,28.95,59.21,11.84,1,0
LA,Central Community Parish,069,2018,0,2.5,41.43,56.07,1,0
LA,Recovery Parish - Baton Rouge,RBR,2018,0.7199999999999989,35,55.71,8.57,1,0
