state,year,localid,name,e1,e2,e3,e4,et,e1_impute,e2_impute,e3_impute,e4_impute,p1,p2,p3,p4,ps
OH,2014,044537,north ridgeville city,0,27,166,35,228,1,0,0,0,NA,NA,NA,NA,NA
OH,2017,044537,north ridgeville city,NA,NA,NA,NA,246,NA,NA,NA,NA,0,1.632653,61.224489000000005,37.142857,0
OH,2018,044537,north ridgeville city,NA,NA,NA,NA,248,NA,NA,NA,NA,0,5.9,59,33.2,2
OH,2019,044537,north ridgeville city,NA,NA,NA,NA,263,NA,NA,NA,NA,0,7.2,59.300000000000004,32.7,0.8
OH,2014,044545,north royalton city,0,7,55,192,254,1,0,0,0,NA,NA,NA,NA,NA
OH,2017,044545,north royalton city,NA,NA,NA,NA,239,NA,NA,NA,NA,0,0,12.605042,87.394958,0
OH,2018,044545,north royalton city,NA,NA,NA,NA,231,NA,NA,NA,NA,0,0,12.1,87.9,0
OH,2019,044545,north royalton city,NA,NA,NA,NA,229,NA,NA,NA,NA,0,0.8,11.3,87.8,0
OH,2014,044552,norton city,0,12,74,62,148,1,0,0,0,NA,NA,NA,NA,NA
OH,2017,044552,norton city,NA,NA,NA,NA,159,NA,NA,NA,NA,0,0.662251,25.165562,72.847682,0.01324503
OH,2018,044552,norton city,NA,NA,NA,NA,154,NA,NA,NA,NA,0,1.4000000000000001,19.900000000000002,78.8,0
OH,2019,044552,norton city,NA,NA,NA,NA,147,NA,NA,NA,NA,0,1.4000000000000001,28.8,69.9,0
OH,2017,044560,norwalk city,NA,NA,NA,NA,158,NA,NA,NA,NA,0,0,18.902438999999998,79.878048,0.01219512
OH,2018,044560,norwalk city,NA,NA,NA,NA,158,NA,NA,NA,NA,0,3,23.2,70.7,3
OH,2019,044560,norwalk city,NA,NA,NA,NA,161,NA,NA,NA,NA,0,3.7,22.2,72.8,1.2
OH,2014,044578,norwood city,0,0,25,137,162,1,1,0,0,NA,NA,NA,NA,NA
OH,2017,044578,norwood city,NA,NA,NA,NA,143,NA,NA,NA,NA,0,1.219512,39.634146,58.536584999999995,0.00609756
OH,2018,044578,norwood city,NA,NA,NA,NA,149,NA,NA,NA,NA,0,1.2,28,70.10000000000001,0.6
OH,2019,044578,norwood city,NA,NA,NA,NA,147,NA,NA,NA,NA,0,0,10.5,88.3,1.2
OH,2014,044586,oakwood city,0,0,4,141,145,1,1,0,0,NA,NA,NA,NA,NA
OH,2017,044586,oakwood city,NA,NA,NA,NA,139,NA,NA,NA,NA,0,0,5.673758,94.326241,0
OH,2018,044586,oakwood city,NA,NA,NA,NA,138,NA,NA,NA,NA,0,0,5.6000000000000005,93.7,0.7000000000000001
OH,2019,044586,oakwood city,NA,NA,NA,NA,139,NA,NA,NA,NA,0,0,3.6,96.4,0
OH,2014,044594,oberlin city schools,0,3,35,37,75,1,0,0,0,NA,NA,NA,NA,NA
OH,2017,044594,oberlin city schools,NA,NA,NA,NA,76,NA,NA,NA,NA,0,0,31.168831,68.83116799999999,0
OH,2018,044594,oberlin city schools,NA,NA,NA,NA,78,NA,NA,NA,NA,0,1.3,27.6,60.5,10.5
OH,2019,044594,oberlin city schools,NA,NA,NA,NA,81,NA,NA,NA,NA,0,0,28.900000000000002,68.4,2.6
OH,2014,044602,oregon city,0,12,70,149,231,1,0,0,0,NA,NA,NA,NA,NA
OH,2017,044602,oregon city,NA,NA,NA,NA,226,NA,NA,NA,NA,0,0.892857,21.428570999999998,77.23214200000001,0.00446428
OH,2018,044602,oregon city,NA,NA,NA,NA,220,NA,NA,NA,NA,0,1.8,17.3,81,0
OH,2019,044602,oregon city,NA,NA,NA,NA,210,NA,NA,NA,NA,0,3.2,21.8,74.5,0.5
OH,2014,044610,orrville city,0,8,47,47,102,1,0,0,0,NA,NA,NA,NA,NA
OH,2017,044610,orrville city,NA,NA,NA,NA,100,NA,NA,NA,NA,0,1.851851,43.518518,54.629629,0
OH,2018,044610,orrville city,NA,NA,NA,NA,103,NA,NA,NA,NA,0,3.7,34.300000000000004,62,0
OH,2019,044610,orrville city,NA,NA,NA,NA,105,NA,NA,NA,NA,0,3.6,34.5,61.800000000000004,0
OH,2014,044628,painesville city local,0,6,86,97,189,1,0,0,0,NA,NA,NA,NA,NA
OH,2017,044628,painesville city local,NA,NA,NA,NA,191,NA,NA,NA,NA,0,2.030456,48.223349999999996,49.238578,0.00507614
OH,2018,044628,painesville city local,NA,NA,NA,NA,190,NA,NA,NA,NA,0,0.5,39.800000000000004,59.7,0
OH,2019,044628,painesville city local,NA,NA,NA,NA,193,NA,NA,NA,NA,0,1,50.7,48.300000000000004,0
OH,2014,044636,parma city,0,17,138,616,771,1,0,0,0,NA,NA,NA,NA,NA
OH,2017,044636,parma city,NA,NA,NA,NA,726,NA,NA,NA,NA,0.276625,31.950207000000002,42.600276,20.746888,0.04426002
OH,2018,044636,parma city,NA,NA,NA,NA,651,NA,NA,NA,NA,0,31.8,66.7,0.3,1.2
OH,2019,044636,parma city,NA,NA,NA,NA,625,NA,NA,NA,NA,0,1.1,17.7,80.7,0.5
OH,2014,044644,piqua city,0,48,96,31,175,1,0,0,0,NA,NA,NA,NA,NA
OH,2017,044644,piqua city,NA,NA,NA,NA,204,NA,NA,NA,NA,0,0.520833,12.5,84.895833,0.02083333
OH,2018,044644,piqua city,NA,NA,NA,NA,188,NA,NA,NA,NA,0,4.2,25.7,68.1,2.1
OH,2019,044644,piqua city,NA,NA,NA,NA,209,NA,NA,NA,NA,0,5.8,45,47.1,2.1
OH,2014,044651,port clinton city,0,6,58,41,105,1,0,0,0,NA,NA,NA,NA,NA
OH,2017,044651,port clinton city,NA,NA,NA,NA,112,NA,NA,NA,NA,0,2.702702,72.07207199999999,24.324324,0.009009
OH,2018,044651,port clinton city,NA,NA,NA,NA,111,NA,NA,NA,NA,0,5.3,60.5,34.2,0
OH,2019,044651,port clinton city,NA,NA,NA,NA,115,NA,NA,NA,NA,0,2.7,68.5,27.900000000000002,0.9
OH,2014,044669,portsmouth city,0,4,45,76,125,1,0,0,0,NA,NA,NA,NA,NA
OH,2017,044669,portsmouth city,NA,NA,NA,NA,140,NA,NA,NA,NA,0,0,12.781954,87.218045,0
OH,2018,044669,portsmouth city,NA,NA,NA,NA,145,NA,NA,NA,NA,0,0,8.6,89.8,1.6
OH,2019,044669,portsmouth city,NA,NA,NA,NA,140,NA,NA,NA,NA,0,0,7.1000000000000005,91.3,1.6
OH,2014,044677,princeton city,0,41,183,127,351,1,0,0,0,NA,NA,NA,NA,NA
OH,2017,044677,princeton city,NA,NA,NA,NA,344,NA,NA,NA,NA,0,0.819672,43.715847000000004,52.185792,0.03278688
OH,2018,044677,princeton city,NA,NA,NA,NA,359,NA,NA,NA,NA,0,4.1,37.7,56.6,1.6
OH,2019,044677,princeton city,NA,NA,NA,NA,385,NA,NA,NA,NA,0,2.8000000000000003,45.300000000000004,51.2,0.8
OH,2014,044685,ravenna city,0,3,12,153,168,1,0,0,0,NA,NA,NA,NA,NA
OH,2017,044685,ravenna city,NA,NA,NA,NA,163,NA,NA,NA,NA,0,1.212121,33.939393,63.636362999999996,0.01212121
OH,2018,044685,ravenna city,NA,NA,NA,NA,165,NA,NA,NA,NA,0,0.6,32.7,64.2,2.4
OH,2019,044685,ravenna city,NA,NA,NA,NA,165,NA,NA,NA,NA,0,3.7,43.800000000000004,51.2,1.2
OH,2014,044693,reading community city,0,3,65,30,98,1,0,0,0,NA,NA,NA,NA,NA
OH,2017,044693,reading community city,NA,NA,NA,NA,110,NA,NA,NA,NA,0,0,24.528301,75.471698,0
OH,2018,044693,reading community city,NA,NA,NA,NA,107,NA,NA,NA,NA,0,1.9000000000000001,13.1,83.2,1.9000000000000001
OH,2019,044693,reading community city,NA,NA,NA,NA,108,NA,NA,NA,NA,0,3.8000000000000003,18.1,75.2,2.9
OH,2014,044701,rocky river city,0,0,7,150,157,1,1,0,0,NA,NA,NA,NA,NA
OH,2017,044701,rocky river city,NA,NA,NA,NA,159,NA,NA,NA,NA,0,0,2.352941,97.058823,0.00588235
OH,2018,044701,rocky river city,NA,NA,NA,NA,159,NA,NA,NA,NA,0,0,4.7,95.3,0
OH,2019,044701,rocky river city,NA,NA,NA,NA,185,NA,NA,NA,NA,0,0,10.700000000000001,89.3,0
OH,2014,044719,st bernard-elmwood place city,0,10,49,7,66,1,0,0,0,NA,NA,NA,NA,NA
OH,2017,044719,st bernard-elmwood place city,NA,NA,NA,NA,68,NA,NA,NA,NA,0,7.462686000000001,82.089552,10.447761,0
OH,2018,044719,st bernard-elmwood place city,NA,NA,NA,NA,69,NA,NA,NA,NA,0,7,85.9,5.6000000000000005,1.4000000000000001
OH,2019,044719,st bernard-elmwood place city,NA,NA,NA,NA,68,NA,NA,NA,NA,0,13,71,13,2.9
OH,2014,044727,st marys city,0,0,24,95,119,1,1,0,0,NA,NA,NA,NA,NA
OH,2017,044727,st marys city,NA,NA,NA,NA,137,NA,NA,NA,NA,0,0,33.333332999999996,66.66666599999999,0
OH,2018,044727,st marys city,NA,NA,NA,NA,129,NA,NA,NA,NA,0,0.7000000000000001,32.6,65.2,1.5
OH,2019,044727,st marys city,NA,NA,NA,NA,133,NA,NA,NA,NA,0,3,40.300000000000004,56.7,0
OH,2017,044735,salem city,NA,NA,NA,NA,125,NA,NA,NA,NA,0,0,24.8,73.6,0.016
OH,2018,044735,salem city,NA,NA,NA,NA,121,NA,NA,NA,NA,0,0,33.9,65.3,0.8
OH,2019,044735,salem city,NA,NA,NA,NA,128,NA,NA,NA,NA,0,0,29.5,69,1.6
OH,2017,044743,sandusky city,NA,NA,NA,NA,226,NA,NA,NA,NA,0.42735000000000006,7.692307,36.752136,52.564102,0.02564102
OH,2018,044743,sandusky city,NA,NA,NA,NA,224,NA,NA,NA,NA,0,6.9,38.1,53.2,1.7
OH,2019,044743,sandusky city,NA,NA,NA,NA,222,NA,NA,NA,NA,0,8.2,43.300000000000004,48.5,0
OH,2014,044750,shaker heights city,3,28,150,192,373,0,0,0,0,NA,NA,NA,NA,NA
OH,2017,044750,shaker heights city,NA,NA,NA,NA,378,NA,NA,NA,NA,0,3.4739449999999996,32.258064,64.26799,0
OH,2018,044750,shaker heights city,NA,NA,NA,NA,384,NA,NA,NA,NA,0,1.7,40.4,55.300000000000004,2.6
OH,2019,044750,shaker heights city,NA,NA,NA,NA,371,NA,NA,NA,NA,0,4.5,64.3,31.2,0
OH,2017,044768,sheffield-sheffield lake city,NA,NA,NA,NA,113,NA,NA,NA,NA,0,0,2.727272,96.363636,0.0090909
OH,2018,044768,sheffield-sheffield lake city,NA,NA,NA,NA,112,NA,NA,NA,NA,0,0,10.9,86.4,2.7
OH,2019,044768,sheffield-sheffield lake city,NA,NA,NA,NA,118,NA,NA,NA,NA,0,0.9,17.400000000000002,80.9,0.9
OH,2014,044776,shelby city,0,11,60,40,111,1,0,0,0,NA,NA,NA,NA,NA
OH,2017,044776,shelby city,NA,NA,NA,NA,110,NA,NA,NA,NA,0,2.631578,51.754386,43.859649,0.01754386
OH,2018,044776,shelby city,NA,NA,NA,NA,109,NA,NA,NA,NA,0,4.5,40.9,51.800000000000004,2.7
OH,2019,044776,shelby city,NA,NA,NA,NA,112,NA,NA,NA,NA,0,7.8,42.6,47.800000000000004,1.7
OH,2014,044784,sidney city,0,31,72,90,193,1,0,0,0,NA,NA,NA,NA,NA
OH,2017,044784,sidney city,NA,NA,NA,NA,194,NA,NA,NA,NA,0,0.520833,45.3125,54.166666,0
OH,2018,044784,sidney city,NA,NA,NA,NA,191,NA,NA,NA,NA,0,6.2,33.7,60.1,0
OH,2019,044784,sidney city,NA,NA,NA,NA,192,NA,NA,NA,NA,0,5.3,29.5,64.2,1.1
OH,2014,044792,south euclid-lyndhurst city,0,0,6,251,257,1,1,0,0,NA,NA,NA,NA,NA
OH,2017,044792,south euclid-lyndhurst city,NA,NA,NA,NA,236,NA,NA,NA,NA,0,0,43.096234,52.719665000000006,0.041841
OH,2018,044792,south euclid-lyndhurst city,NA,NA,NA,NA,238,NA,NA,NA,NA,0,0,47.7,52.300000000000004,0
OH,2019,044792,south euclid-lyndhurst city,NA,NA,NA,NA,239,NA,NA,NA,NA,0,0,48.1,51.5,0.4
OH,2014,044800,south-western city,9,88,707,460,1264,0,0,0,0,NA,NA,NA,NA,NA
OH,2017,044800,south-western city,NA,NA,NA,NA,1333,NA,NA,NA,NA,0,1.548672,33.112094,65.265486,7.3746e-4
OH,2018,044800,south-western city,NA,NA,NA,NA,1343,NA,NA,NA,NA,0,2.6,31.1,65.6,0.7000000000000001
OH,2019,044800,south-western city,NA,NA,NA,NA,1409,NA,NA,NA,NA,0,2.7,38.300000000000004,58.800000000000004,0.3
OH,2014,044818,springfield city,0,0,0,453,453,1,1,1,0,NA,NA,NA,NA,NA
OH,2017,044818,springfield city school district,NA,NA,NA,NA,530,NA,NA,NA,NA,0,10.701107,89.298893,0,0
OH,2018,044818,springfield city school district,NA,NA,NA,NA,535,NA,NA,NA,NA,0.2,62.7,36.9,0,0.2
OH,2019,044818,springfield city school district,NA,NA,NA,NA,528,NA,NA,NA,NA,0,29.7,37,33.3,0
OH,2014,044826,steubenville city,0,0,22,44,66,1,1,0,0,NA,NA,NA,NA,NA
OH,2017,044826,steubenville city,NA,NA,NA,NA,130,NA,NA,NA,NA,0,0,11.764705000000001,84.558823,0.0367647
OH,2018,044826,steubenville city,NA,NA,NA,NA,135,NA,NA,NA,NA,0,0,9.700000000000001,85.4,4.9
OH,2019,044826,steubenville city,NA,NA,NA,NA,155,NA,NA,NA,NA,0,1.4000000000000001,14.3,84.4,0
OH,2014,044834,stow-munroe falls city school district,0,88,131,86,305,1,0,0,0,NA,NA,NA,NA,NA
OH,2017,044834,stow-munroe falls city school district,NA,NA,NA,NA,305,NA,NA,NA,NA,0.31746,36.825396,37.777777,22.539682,0.02539682
OH,2018,044834,stow-munroe falls city school district,NA,NA,NA,NA,299,NA,NA,NA,NA,0,55.300000000000004,44.1,0,0.6
OH,2019,044834,stow-munroe falls city school district,NA,NA,NA,NA,291,NA,NA,NA,NA,0,55,44.7,0,0.3
OH,2014,044842,strongsville city,0,30,139,131,300,1,0,0,0,NA,NA,NA,NA,NA
OH,2017,044842,strongsville city,NA,NA,NA,NA,268,NA,NA,NA,NA,0,0,11.683848,79.72508499999999,0.08591065
OH,2018,044842,strongsville city,NA,NA,NA,NA,315,NA,NA,NA,NA,0,1.4000000000000001,14,80.2,4.4
OH,2019,044842,strongsville city,NA,NA,NA,NA,321,NA,NA,NA,NA,0,1.4000000000000001,19.8,77.10000000000001,1.7
OH,2017,044859,struthers city,NA,NA,NA,NA,105,NA,NA,NA,NA,0,0,29.032258,69.354838,0.01612903
OH,2018,044859,struthers city,NA,NA,NA,NA,120,NA,NA,NA,NA,0,1.6,30.7,66.1,1.6
OH,2019,044859,struthers city,NA,NA,NA,NA,123,NA,NA,NA,NA,0,0.8,26.8,70.10000000000001,2.4
OH,2017,044867,sycamore community city,NA,NA,NA,NA,361,NA,NA,NA,NA,0,0.271739,6.793478,89.945652,0.0298913
OH,2018,044867,sycamore community city,NA,NA,NA,NA,362,NA,NA,NA,NA,0.3,0.5,11.700000000000001,86.4,1.1
OH,2019,044867,sycamore community city,NA,NA,NA,NA,383,NA,NA,NA,NA,0,0.8,9.1,89.5,0.6
OH,2017,044875,sylvania schools,NA,NA,NA,NA,441,NA,NA,NA,NA,0,0,10.840708000000001,89.15929200000001,0
OH,2018,044875,sylvania schools,NA,NA,NA,NA,450,NA,NA,NA,NA,0,0,13.3,86.10000000000001,0.6
OH,2019,044875,sylvania schools,NA,NA,NA,NA,460,NA,NA,NA,NA,0,0,11.1,87.4,1.4000000000000001
OH,2014,044883,tallmadge city,0,3,36,107,146,1,0,0,0,NA,NA,NA,NA,NA
OH,2017,044883,tallmadge city,NA,NA,NA,NA,158,NA,NA,NA,NA,1.307189,0,24.183006000000002,74.50980299999999,0
OH,2018,044883,tallmadge city,NA,NA,NA,NA,154,NA,NA,NA,NA,0,6.3,29.7,63.300000000000004,0.6
OH,2019,044883,tallmadge city,NA,NA,NA,NA,160,NA,NA,NA,NA,0,4.4,47.5,48.1,0
OH,2017,044891,tiffin city,NA,NA,NA,NA,155,NA,NA,NA,NA,0,0,23.926379999999998,74.846625,0.01226993
OH,2018,044891,tiffin city,NA,NA,NA,NA,158,NA,NA,NA,NA,0,1.8,32.9,65.2,0
OH,2019,044891,tiffin city,NA,NA,NA,NA,158,NA,NA,NA,NA,0,1.8,35.800000000000004,59.4,3
OH,2014,044909,toledo city,34,246,703,459,1442,0,0,0,0,NA,NA,NA,NA,NA
OH,2017,044909,toledo city,NA,NA,NA,NA,1446,NA,NA,NA,NA,0.201207,2.213279,32.930918,60.898725,0.03755868
OH,2018,044909,toledo city,NA,NA,NA,NA,1456,NA,NA,NA,NA,0.3,2,25.8,69.4,2.5
OH,2019,044909,toledo city,NA,NA,NA,NA,1616,NA,NA,NA,NA,0,1.8,27.8,68.2,2.2
OH,2014,044917,toronto city,0,3,24,27,54,1,0,0,0,NA,NA,NA,NA,NA
OH,2017,044917,toronto city,NA,NA,NA,NA,55,NA,NA,NA,NA,0,1.851851,22.222222,74.074074,0.01851851
OH,2018,044917,toronto city,NA,NA,NA,NA,57,NA,NA,NA,NA,0,0,11.9,76.3,11.9
OH,2019,044917,toronto city,NA,NA,NA,NA,58,NA,NA,NA,NA,0,0,26.3,71.9,1.8
OH,2014,044925,troy city,0,18,78,147,243,1,0,0,0,NA,NA,NA,NA,NA
OH,2017,044925,troy city,NA,NA,NA,NA,257,NA,NA,NA,NA,0,0,5.490196,94.117647,0.00392156
OH,2018,044925,troy city,NA,NA,NA,NA,251,NA,NA,NA,NA,0,0.4,10.200000000000001,89.4,0
OH,2019,044925,troy city,NA,NA,NA,NA,269,NA,NA,NA,NA,0,1.6,18.3,79,1.2
OH,2014,044933,upper arlington city,0,8,117,300,425,1,0,0,0,NA,NA,NA,NA,NA
OH,2017,044933,upper arlington city,NA,NA,NA,NA,407,NA,NA,NA,NA,0,0.479616,32.134291999999995,63.788968000000004,0.03597122
OH,2018,044933,upper arlington city,NA,NA,NA,NA,418,NA,NA,NA,NA,0,1.4000000000000001,32.9,63.6,2.1
OH,2019,044933,upper arlington city,NA,NA,NA,NA,432,NA,NA,NA,NA,0,3.1,30.8,64.5,1.6
OH,2014,044941,urbana city,0,11,57,61,129,1,0,0,0,NA,NA,NA,NA,NA
OH,2017,044941,urbana city,NA,NA,NA,NA,133,NA,NA,NA,NA,0,0.787401,29.921259,69.291338,0
OH,2018,044941,urbana city,NA,NA,NA,NA,118,NA,NA,NA,NA,0,1.6,33.1,62.2,3.1
OH,2019,044941,urbana city,NA,NA,NA,NA,137,NA,NA,NA,NA,0,2.3000000000000003,36.9,51.5,9.200000000000001
OH,2014,044958,vandalia-butler city,0,5,60,98,163,1,0,0,0,NA,NA,NA,NA,NA
OH,2017,044958,vandalia-butler city,NA,NA,NA,NA,167,NA,NA,NA,NA,0,0.60606,13.939392999999999,82.424242,0.03030303
OH,2018,044958,vandalia-butler city,NA,NA,NA,NA,167,NA,NA,NA,NA,0,0.6,16.6,81.10000000000001,1.8
OH,2019,044958,vandalia-butler city,NA,NA,NA,NA,175,NA,NA,NA,NA,0,0.6,16.1,79.9,3.4
OH,2014,044966,van wert city,0,28,88,21,137,1,0,0,0,NA,NA,NA,NA,NA
OH,2017,044966,van wert city,NA,NA,NA,NA,136,NA,NA,NA,NA,0,0.7142850000000001,58.571428000000004,40,0.00714285
OH,2018,044966,van wert city,NA,NA,NA,NA,138,NA,NA,NA,NA,0,4.4,51.1,43.1,1.5
OH,2019,044966,van wert city,NA,NA,NA,NA,147,NA,NA,NA,NA,0,3.6,54.300000000000004,40,2.1
OH,2014,044974,wadsworth city,0,0,25,212,237,1,1,0,0,NA,NA,NA,NA,NA
OH,2017,044974,wadsworth city,NA,NA,NA,NA,243,NA,NA,NA,NA,0,0,6.772907999999999,90.836653,0.02390438
OH,2018,044974,wadsworth city,NA,NA,NA,NA,244,NA,NA,NA,NA,0,0,7.7,90.3,1.9000000000000001
OH,2019,044974,wadsworth city,NA,NA,NA,NA,250,NA,NA,NA,NA,0,0.4,6.6000000000000005,91.10000000000001,1.9000000000000001
OH,2017,044982,wapakoneta city,NA,NA,NA,NA,163,NA,NA,NA,NA,0,0.625,46.25,52.5,0.00625
OH,2018,044982,wapakoneta city,NA,NA,NA,NA,157,NA,NA,NA,NA,0,1.2,47.6,46.4,4.8
OH,2019,044982,wapakoneta city,NA,NA,NA,NA,167,NA,NA,NA,NA,0,2.9,36.2,58.6,2.3000000000000003
OH,2017,044990,warren city,NA,NA,NA,NA,356,NA,NA,NA,NA,0.27322399999999997,10.928961,64.20765,24.316939,0.00273224
OH,2018,044990,warren city,NA,NA,NA,NA,365,NA,NA,NA,NA,0,17.400000000000002,55.4,25.900000000000002,1.3
OH,2019,044990,warren city,NA,NA,NA,NA,363,NA,NA,NA,NA,0,20.400000000000002,56.2,23.1,0.3
OH,2014,045005,warrensville heights city,12,44,38,23,117,0,0,0,0,NA,NA,NA,NA,NA
OH,2017,045005,warrensville heights city,NA,NA,NA,NA,107,NA,NA,NA,NA,0,17.796609999999998,58.474576,23.728813000000002,0
OH,2018,045005,warrensville heights city,NA,NA,NA,NA,118,NA,NA,NA,NA,0,16.5,60.6,22.8,0
OH,2019,045005,warrensville heights city,NA,NA,NA,NA,126,NA,NA,NA,NA,0,18,47.4,33.8,0.8
OH,2014,045013,washington court house city,0,13,65,56,134,1,0,0,0,NA,NA,NA,NA,NA
OH,2017,045013,washington court house city,NA,NA,NA,NA,145,NA,NA,NA,NA,0,5.035971,84.172661,10.071942,0.00719424
OH,2018,045013,washington court house city,NA,NA,NA,NA,142,NA,NA,NA,NA,0,4.2,76.4,18.1,1.4000000000000001
OH,2019,045013,washington court house city,NA,NA,NA,NA,141,NA,NA,NA,NA,0,4.1,66.9,27.6,1.4000000000000001
OH,2014,045021,wellston city,0,19,63,14,96,1,0,0,0,NA,NA,NA,NA,NA
OH,2017,045021,wellston city,NA,NA,NA,NA,105,NA,NA,NA,NA,0,0,66.66666599999999,32.352941,0.00980392
OH,2018,045021,wellston city,NA,NA,NA,NA,104,NA,NA,NA,NA,0,6.7,52.4,40,1
OH,2019,045021,wellston city,NA,NA,NA,NA,103,NA,NA,NA,NA,0,5.8,60.2,33,1
OH,2017,045039,wellsville local,NA,NA,NA,NA,63,NA,NA,NA,NA,0,0,24.590163,73.770491,0.01639344
OH,2018,045039,wellsville local,NA,NA,NA,NA,62,NA,NA,NA,NA,0,1.6,25.400000000000002,73,0
OH,2019,045039,wellsville local,NA,NA,NA,NA,63,NA,NA,NA,NA,0,3.1,25,71.9,0
OH,2017,045047,westerville city,NA,NA,NA,NA,846,NA,NA,NA,NA,0.111607,1.339285,52.790178,44.977678,0.0078125
OH,2018,045047,westerville city,NA,NA,NA,NA,846,NA,NA,NA,NA,0,1.4000000000000001,40.800000000000004,57.5,0.3
OH,2019,045047,westerville city,NA,NA,NA,NA,849,NA,NA,NA,NA,0,3.3000000000000003,40.9,55.1,0.7000000000000001
OH,2017,045054,west carrollton city,NA,NA,NA,NA,234,NA,NA,NA,NA,0,3.065134,44.827586000000004,52.107279,0
OH,2018,045054,west carrollton city,NA,NA,NA,NA,239,NA,NA,NA,NA,0,2.4,62.800000000000004,34,0.8
OH,2019,045054,west carrollton city,NA,NA,NA,NA,241,NA,NA,NA,NA,0,3.3000000000000003,57.1,34.300000000000004,5.3
OH,2014,045062,westlake city,0,0,3,255,258,1,1,0,0,NA,NA,NA,NA,NA
OH,2017,045062,westlake city,NA,NA,NA,NA,232,NA,NA,NA,NA,0,0,24.894514,74.683544,0.0042194
OH,2018,045062,westlake city,NA,NA,NA,NA,230,NA,NA,NA,NA,0,0,36.6,63.4,0
OH,2019,045062,westlake city,NA,NA,NA,NA,234,NA,NA,NA,NA,0,0,22.7,76.9,0.4
OH,2017,045070,whitehall city,NA,NA,NA,NA,204,NA,NA,NA,NA,0,4.901960000000001,78.921568,14.705882,0.01470588
OH,2018,045070,whitehall city,NA,NA,NA,NA,201,NA,NA,NA,NA,0,4.5,75.8,18.2,1.5
OH,2019,045070,whitehall city,NA,NA,NA,NA,211,NA,NA,NA,NA,0,11.3,60.6,25.1,3
OH,2014,045088,wickliffe city,0,0,5,95,100,1,1,0,0,NA,NA,NA,NA,NA
OH,2017,045088,wickliffe city,NA,NA,NA,NA,102,NA,NA,NA,NA,0,0,22.916666,75,0.02083333
OH,2018,045088,wickliffe city,NA,NA,NA,NA,96,NA,NA,NA,NA,0,0,18.400000000000002,75.5,6.1000000000000005
OH,2019,045088,wickliffe city,NA,NA,NA,NA,96,NA,NA,NA,NA,0,0,29.3,70.7,0
OH,2014,045096,willard city,0,18,61,22,101,1,0,0,0,NA,NA,NA,NA,NA
OH,2017,045096,willard city,NA,NA,NA,NA,105,NA,NA,NA,NA,0,6.930693000000001,81.188118,11.881188,0
OH,2018,045096,willard city,NA,NA,NA,NA,97,NA,NA,NA,NA,0,4,80.2,15.8,0
OH,2019,045096,willard city,NA,NA,NA,NA,106,NA,NA,NA,NA,0,5.9,79.2,14.9,0
OH,2014,045104,willoughby-eastlake city,0,17,171,263,451,1,0,0,0,NA,NA,NA,NA,NA
OH,2017,045104,willoughby-eastlake city,NA,NA,NA,NA,475,NA,NA,NA,NA,0,0.210526,11.157894,87.157894,0.01473684
OH,2018,045104,willoughby-eastlake city,NA,NA,NA,NA,483,NA,NA,NA,NA,0,1.2,13.200000000000001,84.9,0.6
OH,2019,045104,willoughby-eastlake city,NA,NA,NA,NA,495,NA,NA,NA,NA,0,1.3,17,80.5,1.3
OH,2014,045112,wilmington city,0,19,66,79,164,1,0,0,0,NA,NA,NA,NA,NA
OH,2017,045112,wilmington city,NA,NA,NA,NA,164,NA,NA,NA,NA,0,8.982035,66.467065,24.550898,0
OH,2018,045112,wilmington city,NA,NA,NA,NA,166,NA,NA,NA,NA,0,8.700000000000001,64.5,23.8,2.9
OH,2019,045112,wilmington city,NA,NA,NA,NA,162,NA,NA,NA,NA,0,10.9,69.7,13.9,5.5
OH,2014,045120,wooster city,0,15,152,80,247,1,0,0,0,NA,NA,NA,NA,NA
OH,2017,045120,wooster city,NA,NA,NA,NA,234,NA,NA,NA,NA,0,0.411522,22.222222,77.366255,0
OH,2018,045120,wooster city,NA,NA,NA,NA,232,NA,NA,NA,NA,0,1.6,13,66.8,18.6
OH,2019,045120,wooster city,NA,NA,NA,NA,238,NA,NA,NA,NA,0,0,16.7,78.7,4.6000000000000005
OH,2014,045138,worthington city,0,10,109,533,652,1,0,0,0,NA,NA,NA,NA,NA
OH,2017,045138,worthington city,NA,NA,NA,NA,641,NA,NA,NA,NA,0,0.29895299999999997,15.097159,84.005979,0.00597907
OH,2018,045138,worthington city,NA,NA,NA,NA,652,NA,NA,NA,NA,0,1.3,13.8,84.4,0.4
OH,2019,045138,worthington city,NA,NA,NA,NA,653,NA,NA,NA,NA,0,0.6,15.6,82.3,1.5
OH,2017,045146,wyoming city,NA,NA,NA,NA,131,NA,NA,NA,NA,0,3.6764699999999997,83.088235,11.029411,0.02205882
OH,2018,045146,wyoming city,NA,NA,NA,NA,132,NA,NA,NA,NA,0,2.9,86.2,10.1,0.7000000000000001
OH,2019,045146,wyoming city,NA,NA,NA,NA,137,NA,NA,NA,NA,0,2.1,85.10000000000001,12.8,0
OH,2014,045153,xenia community city,0,19,212,14,245,1,0,0,0,NA,NA,NA,NA,NA
OH,2017,045153,xenia community city,NA,NA,NA,NA,274,NA,NA,NA,NA,0,0,11.808117999999999,88.19188100000001,0
OH,2018,045153,xenia community city,NA,NA,NA,NA,276,NA,NA,NA,NA,0,0.4,7,92.7,0
