name,e4,e3,e2,e1,eu,et,year,state,localid
CSUSA Manual,41,8,4,NA,NA,53,2014,IN,8815
CSUSA Manual,NA,25,2,NA,25,52,2015,IN,8815
CSUSA Manual,NA,9,25,7,13,54,2018,IN,8815
CSUSA Manual,7,16,NA,NA,NA,23,2019,IN,8815
Culver Community Schools Corp,20,53,5,0,8,86,2013,IN,5455
Culver Community Schools Corp,32,38,1,NA,7,78,2014,IN,5455
Culver Community Schools Corp,38,51,NA,NA,4,93,2015,IN,5455
Culver Community Schools Corp,40,47,NA,NA,3,90,2016,IN,5455
Culver Community Schools Corp,8,52,NA,NA,1,61,2017,IN,5455
Culver Community Schools Corp,33,25,NA,NA,5,63,2018,IN,5455
Culver Community Schools Corp,37,22,1,NA,6,66,2019,IN,5455
Daleville Community Schools,51,8,NA,NA,5,64,2016,IN,1940
Daleville Community Schools,47,5,NA,NA,12,64,2017,IN,1940
Daleville Community Schools,50,8,1,NA,3,62,2018,IN,1940
Daleville Community Schools,51,6,NA,NA,4,61,2019,IN,1940
Damar Charter Academy,NA,NA,NA,NA,NA,NA,2015,IN,9920
Damar Charter Academy,8,3,NA,NA,1,12,2016,IN,9920
Damar Charter Academy,8,3,NA,NA,2,13,2017,IN,9920
Damar Charter Academy,14,1,NA,NA,NA,15,2018,IN,9920
Damar Charter Academy,15,1,NA,NA,NA,16,2019,IN,9920
Danville Community School Corp,49,101,2,0,13,165,2013,IN,3325
Danville Community School Corp,74,77,5,NA,6,162,2014,IN,3325
Danville Community School Corp,71,83,3,NA,12,169,2015,IN,3325
Danville Community School Corp,54,97,NA,NA,25,176,2016,IN,3325
Danville Community School Corp,79,61,NA,NA,23,163,2017,IN,3325
Danville Community School Corp,103,37,1,NA,19,160,2018,IN,3325
Danville Community School Corp,89,53,NA,NA,21,163,2019,IN,3325
Daviess-Martin Special Ed Coop,11,28,3,0,2,44,2013,IN,1440
Daviess-Martin Special Ed Coop,1,15,NA,NA,NA,16,2016,IN,1440
Daviess-Martin Special Ed Coop,5,9,NA,NA,NA,14,2017,IN,1440
Decatur County Com Schools,1,25,9,3,121,159,2013,IN,1655
Decatur County Com Schools,70,87,5,NA,3,165,2014,IN,1655
Decatur County Com Schools,58,108,3,NA,11,180,2015,IN,1655
Decatur County Community Schools,89,93,NA,NA,3,185,2016,IN,1655
Decatur County Community Schools,72,84,NA,NA,4,160,2017,IN,1655
Decatur County Community Schools,74,74,2,NA,9,159,2018,IN,1655
Decatur County Community Schools,46,102,1,NA,6,155,2019,IN,1655
DeKalb Co Ctl United Sch Dist,83,116,5,0,21,225,2013,IN,1835
DeKalb Co Ctl United Sch Dist,97,128,3,NA,6,234,2015,IN,1835
DeKalb Co Ctl United Sch Dist,37,192,1,2,NA,232,2016,IN,1835
DeKalb Co Ctl United Sch Dist,91,121,NA,NA,3,215,2017,IN,1835
DeKalb Co Ctl United Sch Dist,95,101,1,NA,17,214,2018,IN,1835
DeKalb Co Ctl United Sch Dist,102,98,NA,NA,18,218,2019,IN,1835
DeKalb Co Eastern Com Sch Dist,33,138,2,1,10,184,2014,IN,1805
DeKalb Co Eastern Com Sch Dist,45,107,NA,NA,3,155,2015,IN,1805
DeKalb Co Eastern Com Sch Dist,72,114,5,NA,1,192,2016,IN,1805
DeKalb Co Eastern Com Sch Dist,85,94,3,1,3,186,2017,IN,1805
DeKalb Co Eastern Com Sch Dist,84,102,1,NA,6,193,2018,IN,1805
DeKalb Co Eastern Com Sch Dist,95,91,NA,NA,10,196,2019,IN,1805
Delaware Community School Corp,48,116,3,1,2,170,2013,IN,1875
Delaware Community School Corp,94,71,1,NA,1,167,2014,IN,1875
Delaware Community School Corp,156,44,NA,NA,NA,200,2015,IN,1875
Delaware Community School Corp,138,59,1,NA,3,201,2016,IN,1875
Delaware Community School Corp,134,37,NA,NA,1,172,2017,IN,1875
Delaware Community School Corp,149,27,NA,NA,NA,176,2018,IN,1875
Delaware Community School Corp,154,21,NA,NA,1,176,2019,IN,1875
Delphi Community School Corp,28,47,3,5,0,83,2013,IN,755
Delphi Community School Corp,28,50,4,1,15,98,2014,IN,0755
Delphi Community School Corp,36,58,7,1,NA,102,2015,IN,0755
Delphi Community School Corp,10,91,3,NA,8,112,2016,IN,0755
Delphi Community School Corp,25,64,NA,NA,1,90,2018,IN,0755
Delphi Community School Corp,35,61,1,NA,5,102,2019,IN,0755
Discovery Charter School,12,15,NA,NA,NA,27,2014,IN,9870
Discovery Charter School,21,10,NA,NA,NA,31,2015,IN,9870
Discovery Charter School,23,7,NA,NA,NA,30,2016,IN,9870
Discovery Charter School,15,17,NA,NA,NA,32,2017,IN,9870
Discovery Charter School,9,23,NA,NA,NA,32,2018,IN,9870
Discovery Charter School,9,24,NA,NA,NA,33,2019,IN,9870
Dr Robert H Faulkner Academy,4,1,NA,NA,5,10,2015,IN,9795
Dr Robert H Faulkner Academy,3,1,1,NA,NA,5,2016,IN,9795
Dr Robert H Faulkner Academy,3,NA,1,NA,2,6,2017,IN,9795
Dr Robert H Faulkner Academy,4,1,NA,NA,NA,5,2018,IN,9795
Dr Robert H Faulkner Academy,2,2,1,NA,NA,5,2019,IN,9795
Dugger Union Community School Corp,2,12,NA,NA,6,20,2016,IN,9950
Dugger Union Community School Corp,23,NA,NA,NA,NA,23,2017,IN,9950
Dugger Union Community School Corp,26,NA,NA,NA,NA,26,2018,IN,9950
Dugger Union Community School Corp,22,5,2,1,NA,30,2019,IN,9950
Duneland School Corporation,13,23,NA,NA,353,389,2015,IN,6470
Duneland School Corporation,179,143,1,NA,23,346,2016,IN,6470
Duneland School Corporation,179,139,1,1,34,354,2017,IN,6470
Duneland School Corporation,201,127,NA,NA,23,351,2018,IN,6470
Duneland School Corporation,239,74,1,NA,34,348,2019,IN,6470
Earlywood Educational Services,45,7,NA,1,2,55,2017,IN,4135
East Allen County Schools,NA,NA,NA,NA,678,678,2016,IN,0255
East Allen County Schools,252,315,2,NA,53,622,2017,IN,0255
East Allen County Schools,339,240,NA,NA,50,629,2018,IN,0255
East Allen County Schools,400,218,NA,NA,36,654,2019,IN,0255
East Chicago Lighthouse Charter,1,17,3,2,NA,23,2015,IN,9595
East Chicago Lighthouse Charter,NA,6,14,1,4,25,2017,IN,9595
East Chicago Lighthouse Charter,NA,10,14,NA,3,27,2018,IN,9595
East Chicago Lighthouse Charter,2,20,6,NA,2,30,2019,IN,9595
East Chicago Urban Enterprise Acad,NA,14,3,NA,4,21,2014,IN,9555
East Chicago Urban Enterprise Acad,NA,25,8,NA,9,42,2015,IN,9555
East Chicago Urban Enterprise Acad,1,10,NA,1,5,17,2016,IN,9555
East Chicago Urban Enterprise Acad,6,13,4,NA,2,25,2017,IN,9555
East Chicago Urban Enterprise Acad,NA,17,2,NA,NA,19,2019,IN,9555
East Gibson School Corporation,27,52,0,0,1,80,2013,IN,2725
East Gibson School Corporation,49,17,1,NA,14,81,2014,IN,2725
East Gibson School Corporation,62,34,NA,NA,7,103,2015,IN,2725
East Gibson School Corporation,62,26,1,NA,17,106,2016,IN,2725
East Gibson School Corporation,40,33,5,NA,1,79,2017,IN,2725
East Gibson School Corporation,27,36,5,1,3,72,2018,IN,2725
East Gibson School Corporation,29,37,2,NA,7,75,2019,IN,2725
East Noble School Corp,35,165,2,0,0,202,2013,IN,6060
East Noble School Corp,31,202,4,2,10,249,2014,IN,6060
East Noble School Corp,95,168,3,1,15,282,2015,IN,6060
East Noble School Corporation,101,183,3,2,9,298,2016,IN,6060
East Noble School Corporation,101,144,5,2,3,255,2017,IN,6060
East Noble School Corporation,107,134,4,1,6,252,2018,IN,6060
East Noble School Corporation,119,123,2,NA,6,250,2019,IN,6060
East Porter County School Corp,100,45,4,0,3,152,2013,IN,6510
East Porter County School Corp,116,36,2,NA,2,156,2014,IN,6510
East Porter County School Corp,146,33,3,NA,3,185,2015,IN,6510
East Porter County School Corp,139,28,1,NA,1,169,2016,IN,6510
East Porter County School Corp,130,30,NA,NA,2,162,2017,IN,6510
East Porter County School Corp,129,26,NA,1,5,161,2018,IN,6510
East Porter County School Corp,129,34,2,NA,7,172,2019,IN,6510
East Washington School Corp,34,62,0,1,14,111,2013,IN,8215
East Washington School Corp,17,67,4,NA,17,105,2014,IN,8215
East Washington School Corp,34,65,NA,NA,10,109,2015,IN,8215
East Washington School Corp,36,54,1,1,7,99,2016,IN,8215
East Washington School Corp,38,45,1,NA,7,91,2017,IN,8215
East Washington School Corp,51,42,NA,NA,11,104,2018,IN,8215
East Washington School Corp,50,38,NA,NA,13,101,2019,IN,8215
Eastbrook Community Sch Corp,56,53,0,0,6,115,2013,IN,2815
Eastbrook Community Sch Corp,68,35,NA,3,6,112,2014,IN,2815
Eastbrook Community Sch Corp,90,32,2,NA,NA,124,2015,IN,2815
Eastbrook Community Sch Corp,88,24,2,NA,13,127,2016,IN,2815
Eastbrook Community Sch Corp,80,14,NA,NA,18,112,2017,IN,2815
Eastbrook Community Sch Corp,77,19,2,NA,15,113,2018,IN,2815
Eastbrook Community Sch Corp,85,15,3,NA,8,111,2019,IN,2815
Eastern Greene Schools,22,57,3,NA,NA,82,2014,IN,2940
Eastern Greene Schools,40,36,NA,NA,13,89,2015,IN,2940
Eastern Greene Schools,34,50,NA,NA,NA,84,2016,IN,2940
Eastern Greene Schools,28,49,NA,NA,1,78,2017,IN,2940
Eastern Greene Schools,40,28,NA,NA,11,79,2018,IN,2940
Eastern Greene Schools,45,32,NA,NA,5,82,2019,IN,2940
Eastern Hancock Co Com Sch Corp,13,49,3,0,0,65,2013,IN,3145
Eastern Hancock Co Com Sch Corp,22,38,1,2,6,69,2014,IN,3145
Eastern Hancock Co Com Sch Corp,45,45,NA,NA,3,93,2015,IN,3145
Eastern Hancock Co Com Sch Corp,27,58,NA,NA,1,86,2016,IN,3145
Eastern Hancock Co Com Sch Corp,43,27,2,1,1,74,2017,IN,3145
Eastern Hancock Co Com Sch Corp,51,27,1,NA,3,82,2018,IN,3145
Eastern Hancock Co Com Sch Corp,40,29,NA,NA,14,83,2019,IN,3145
Eastern Howard School Corp,14,79,0,0,6,99,2013,IN,3480
Eastern Howard School Corp,11,84,NA,NA,1,96,2014,IN,3480
Eastern Howard School Corporation,6,92,NA,NA,4,102,2015,IN,3480
Eastern Howard School Corporation,1,94,NA,NA,8,103,2016,IN,3480
Eastern Howard School Corporation,4,90,NA,NA,3,97,2017,IN,3480
Eastern Howard School Corporation,20,70,NA,NA,7,97,2018,IN,3480
Eastern Howard School Corporation,23,71,1,NA,5,100,2019,IN,3480
Eastern Pulaski Com Sch Corp,5,77,1,0,0,83,2013,IN,6620
Eastern Pulaski Com Sch Corp,10,68,1,NA,3,82,2014,IN,6620
Eastern Pulaski Com Sch Corp,24,74,NA,NA,2,100,2015,IN,6620
Eastern Pulaski Community Sch Corp,10,85,2,NA,1,98,2016,IN,6620
Eastern Pulaski Community Sch Corp,8,77,1,NA,3,89,2017,IN,6620
Eastern Pulaski Community Sch Corp,8,78,1,NA,NA,87,2018,IN,6620
Eastern Pulaski Community Sch Corp,13,60,NA,NA,13,86,2019,IN,6620
Edinburgh Community Sch Corp,23,35,2,0,7,67,2013,IN,4215
Edinburgh Community Sch Corp,22,38,4,NA,3,67,2014,IN,4215
Edinburgh Community Sch Corp,43,39,6,NA,5,93,2015,IN,4215
Edinburgh Community School Corp,36,31,NA,NA,14,81,2016,IN,4215
Edinburgh Community School Corp,33,30,1,NA,3,67,2017,IN,4215
Edinburgh Community School Corp,33,27,2,NA,1,63,2018,IN,4215
Edinburgh Community School Corp,24,24,NA,NA,15,63,2019,IN,4215
Edison Learning Roosevelt,0,23,26,7,12,68,2013,IN,8820
Edison Learning Roosevelt,NA,36,5,4,1,46,2014,IN,8820
Edison Learning Roosevelt,4,21,6,5,5,41,2015,IN,8820
Edison Learning Roosevelt,6,13,9,NA,1,29,2016,IN,8820
Edison Learning Roosevelt,4,30,4,6,5,49,2017,IN,8820
Edison Learning Roosevelt,23,10,3,NA,NA,36,2018,IN,8820
EdPower Arlington,12,13,5,NA,13,43,2014,IN,8830
Elkhart Community Schools,593,419,2,NA,67,1081,2015,IN,2305
Elkhart Community Schools,611,450,10,1,22,1094,2016,IN,2305
Elkhart Community Schools,507,458,20,NA,23,1008,2017,IN,2305
Elkhart Community Schools,370,534,43,6,10,963,2018,IN,2305
Elkhart Community Schools,479,447,15,3,14,958,2019,IN,2305
Elwood Community School Corp,73,26,2,7,11,119,2013,IN,5280
Elwood Community School Corp,34,63,17,1,NA,115,2014,IN,5280
Elwood Community School Corp,111,23,2,NA,15,151,2015,IN,5280
Elwood Community School Corp,66,56,6,5,NA,133,2016,IN,5280
Elwood Community School Corp,50,50,4,3,1,108,2017,IN,5280
Elwood Community School Corp,71,30,NA,1,3,105,2018,IN,5280
Elwood Community School Corp,35,50,14,3,10,112,2019,IN,5280
Eminence Community School Corp,5,27,5,1,4,42,2013,IN,5910
Eminence Community School Corp,7,19,3,NA,12,41,2014,IN,5910
Eminence Community School Corp,4,26,NA,NA,16,46,2015,IN,5910
Eminence Community School Corp,NA,38,NA,NA,5,43,2016,IN,5910
Eminence Community School Corp,1,32,1,NA,1,35,2017,IN,5910
Eminence Community School Corp,NA,30,1,NA,2,33,2018,IN,5910
Eminence Community School Corp,NA,28,4,NA,2,34,2019,IN,5910
Enlace Academy,NA,NA,NA,NA,NA,NA,2014,IN,9365
Enlace Academy,NA,12,1,1,NA,14,2015,IN,9365
Enlace Academy,NA,19,NA,1,2,22,2016,IN,9365
Enlace Academy,7,11,4,NA,8,30,2017,IN,9365
Enlace Academy,1,26,5,NA,8,40,2018,IN,9365
Enlace Academy,20,11,4,NA,4,39,2019,IN,9365
Evansville Vanderburgh School Corp,687,1292,58,1,48,2086,2015,IN,7995
Evansville Vanderburgh School Corp,809,1188,44,8,52,2101,2016,IN,7995
Evansville Vanderburgh School Corp,741,897,20,1,50,1709,2017,IN,7995
Evansville Vanderburgh School Corp,844,819,21,NA,55,1739,2018,IN,7995
Evansville Vanderburgh School Corp,996,698,25,NA,41,1760,2019,IN,7995
Excel Center - Anderson,5,11,NA,NA,12,28,2015,IN,9750
Excel Center - Anderson,NA,4,2,NA,17,23,2016,IN,9750
Excel Center - Anderson,NA,9,1,NA,13,23,2017,IN,9750
Excel Center - Anderson,NA,13,NA,NA,20,33,2018,IN,9750
Excel Center - Anderson,1,12,NA,NA,20,33,2019,IN,9750
Excel Center - Clarksville,4,7,NA,NA,15,26,2018,IN,9050
Excel Center - Clarksville,9,4,NA,NA,20,33,2019,IN,9050
Excel Center - Hammond,6,2,1,NA,5,14,2018,IN,9055
Excel Center - Hammond,9,1,1,NA,4,15,2019,IN,9055
Excel Center - Kokomo,8,10,NA,NA,11,29,2015,IN,9355
Excel Center - Kokomo,1,10,1,NA,12,24,2016,IN,9355
Excel Center - Kokomo,NA,12,NA,NA,13,25,2017,IN,9355
Excel Center - Kokomo,2,13,NA,NA,13,28,2018,IN,9355
Excel Center - Kokomo,7,9,NA,NA,15,31,2019,IN,9355
Excel Center - Lafayette,8,7,NA,NA,12,27,2015,IN,9345
Excel Center - Lafayette,2,4,NA,NA,16,22,2016,IN,9345
Excel Center - Lafayette,5,5,NA,NA,11,21,2017,IN,9345
Excel Center - Lafayette,5,8,NA,NA,14,27,2018,IN,9345
Excel Center - Lafayette,8,8,NA,NA,17,33,2019,IN,9345
Excel Center - Lafayette Square,6,11,1,NA,11,29,2015,IN,9335
Excel Center - Lafayette Square,2,10,1,NA,13,26,2016,IN,9335
Excel Center - Lafayette Square,5,8,NA,NA,14,27,2017,IN,9335
Excel Center - Lafayette Square,NA,13,NA,NA,15,28,2018,IN,9335
Excel Center - Lafayette Square,3,13,NA,NA,19,35,2019,IN,9335
Excel Center - Muncie,4,6,NA,NA,16,26,2019,IN,NA
Excel Center - Noblesville,6,NA,NA,NA,14,20,2016,IN,9855
Excel Center - Noblesville,6,1,NA,NA,12,19,2017,IN,9855
Excel Center - Noblesville,7,2,NA,NA,14,23,2018,IN,9855
Excel Center - Noblesville,1,7,NA,NA,18,26,2019,IN,9855
Excel Center - Richmond,8,3,NA,1,15,27,2015,IN,9305
Excel Center - Richmond,5,1,NA,1,15,22,2016,IN,9305
Excel Center - Richmond,3,5,NA,NA,12,20,2017,IN,9305
Excel Center - Richmond,1,11,NA,NA,12,24,2018,IN,9305
Excel Center - Richmond,2,7,2,NA,13,24,2019,IN,9305
Excel Center - Shelbyville,2,3,NA,1,10,16,2017,IN,9995
Excel Center - Shelbyville,3,5,NA,NA,15,23,2018,IN,9995
Excel Center - Shelbyville,2,6,NA,NA,16,24,2019,IN,9995
Excel Center - South Bend,3,9,NA,NA,7,19,2016,IN,9900
Excel Center - South Bend,6,2,2,NA,12,22,2017,IN,9900
Excel Center - South Bend,7,3,NA,NA,6,16,2018,IN,9900
Excel Center - South Bend,8,1,1,NA,4,14,2019,IN,9900
Excel Center - University Heights,1,6,NA,1,15,23,2016,IN,9840
Excel Center - University Heights,NA,12,1,NA,16,29,2017,IN,9840
Excel Center - University Heights,NA,12,1,NA,16,29,2018,IN,9840
Excel Center - University Heights,NA,10,NA,NA,27,37,2019,IN,9840
Excel Center for Adult Learners,1,46,7,3,18,75,2014,IN,9910
Excel Center for Adult Learners,9,36,2,NA,23,70,2015,IN,9910
Excel Center for Adult Learners,8,23,2,NA,32,65,2016,IN,9910
Excel Center for Adult Learners,7,26,NA,NA,17,50,2017,IN,9910
Excel Center for Adult Learners,1,32,1,NA,16,50,2018,IN,9910
Excel Center for Adult Learners,3,38,NA,NA,42,83,2019,IN,9910
Fairfield Community Schools,31,94,NA,NA,13,138,2014,IN,2155
Fairfield Community Schools,40,95,NA,NA,8,143,2015,IN,2155
Fairfield Community Schools,32,101,1,NA,10,144,2016,IN,2155
Fairfield Community Schools,44,98,NA,NA,10,152,2017,IN,2155
Fairfield Community Schools,58,92,NA,NA,7,157,2018,IN,2155
Fairfield Community Schools,67,85,NA,NA,4,156,2019,IN,2155
Fall Creek Academy,3,8,14,9,14,48,2014,IN,9370
Fayette County School Corp,88,166,12,3,15,284,2013,IN,2395
Fayette County School Corp,109,148,7,3,5,272,2014,IN,2395
Fayette County School Corp,139,134,3,NA,12,288,2015,IN,2395
Fayette County School Corporation,132,129,2,1,24,288,2016,IN,2395
Fayette County School Corporation,91,162,5,NA,7,265,2017,IN,2395
Fayette County School Corporation,91,162,3,NA,1,257,2018,IN,2395
Fayette County School Corporation,116,132,1,NA,9,258,2019,IN,2395
Flat Rock-Hawcreek School Corp,26,32,1,1,NA,60,2014,IN,0370
Flat Rock-Hawcreek School Corp,23,26,3,NA,4,56,2015,IN,0370
Flat Rock-Hawcreek School Corp,19,23,1,NA,4,47,2016,IN,0370
Flat Rock-Hawcreek School Corp,32,22,1,NA,1,56,2017,IN,0370
Flat Rock-Hawcreek School Corp,28,20,NA,NA,10,58,2018,IN,0370
Flat Rock-Hawcreek School Corp,19,34,NA,NA,11,64,2019,IN,0370
Fort Wayne Community Schools,756,1075,57,9,295,2192,2013,IN,235
Fort Wayne Community Schools,332,1559,83,9,226,2209,2014,IN,0235
Fort Wayne Community Schools,224,1798,53,3,134,2212,2015,IN,0235
Fort Wayne Community Schools,319,1709,39,1,137,2205,2016,IN,0235
Fort Wayne Community Schools,237,1731,30,6,149,2153,2017,IN,0235
Fort Wayne Community Schools,112,1661,32,6,308,2119,2018,IN,0235
Fort Wayne Community Schools,305,1449,20,NA,288,2062,2019,IN,0235
Franklin Community School Corp,96,214,0,0,3,313,2013,IN,4225
Franklin Community School Corp,119,158,1,NA,17,295,2014,IN,4225
Franklin Community School Corp,161,162,5,3,16,347,2015,IN,4225
Franklin Community School Corp,168,134,1,NA,18,321,2016,IN,4225
Franklin Community School Corp,178,110,1,NA,29,318,2017,IN,4225
Franklin Community School Corp,166,116,2,NA,28,312,2018,IN,4225
Franklin Community School Corp,177,107,1,3,24,312,2019,IN,4225
Franklin County Com Sch Corp,61,89,5,0,0,155,2013,IN,2475
Franklin County Com Sch Corp,105,100,1,NA,NA,206,2015,IN,2475
Franklin County Community Sch Corp,125,60,1,NA,3,189,2016,IN,2475
Franklin County Community Sch Corp,113,30,1,NA,20,164,2017,IN,2475
Franklin County Community Sch Corp,135,18,1,NA,4,158,2018,IN,2475
Franklin County Community Sch Corp,128,15,1,NA,12,156,2019,IN,2475
Franklin Township Com Sch Corp,NA,516,NA,NA,NA,516,2014,IN,5310
Franklin Township Com Sch Corp,499,24,3,NA,31,557,2015,IN,5310
Franklin Township Com Sch Corp,231,267,NA,NA,64,562,2016,IN,5310
Franklin Township Com Sch Corp,283,241,3,NA,37,564,2017,IN,5310
Franklin Township Com Sch Corp,340,177,2,NA,46,565,2018,IN,5310
Franklin Township Com Sch Corp,427,118,2,NA,44,591,2019,IN,5310
Frankton-Lapel Community Schools,19,163,1,NA,1,184,2015,IN,5245
Frankton-Lapel Community Schools,17,161,NA,NA,7,185,2016,IN,5245
Frankton-Lapel Community Schools,7,170,NA,1,1,179,2017,IN,5245
Frankton-Lapel Community Schools,31,144,NA,NA,6,181,2018,IN,5245
Frankton-Lapel Community Schools,24,151,NA,1,6,182,2019,IN,5245
Fremont Community Schools,26,44,4,0,0,74,2013,IN,7605
Fremont Community Schools,30,32,2,1,3,68,2014,IN,7605
Fremont Community Schools,32,36,1,1,3,73,2015,IN,7605
Fremont Community Schools,17,44,6,NA,4,71,2016,IN,7605
Fremont Community Schools,30,30,3,NA,NA,63,2017,IN,7605
Fremont Community Schools,38,25,2,NA,NA,65,2018,IN,7605
Fremont Community Schools,17,47,3,1,1,69,2019,IN,7605
Frontier School Corporation,17,35,5,1,0,58,2013,IN,8525
Frontier School Corporation,11,31,1,NA,19,62,2014,IN,8525
Frontier School Corporation,12,32,NA,NA,21,65,2015,IN,8525
Frontier School Corporation,16,34,NA,NA,16,66,2016,IN,8525
Frontier School Corporation,23,31,1,NA,5,60,2017,IN,8525
Frontier School Corporation,19,27,1,NA,11,58,2018,IN,8525
Frontier School Corporation,23,31,1,NA,1,56,2019,IN,8525
Garrett-Keyser-Butler Com Sch Corp,84,54,3,NA,15,156,2015,IN,1820
Garrett-Keyser-Butler Com Sch Corp,97,39,1,1,11,149,2016,IN,1820
Garrett-Keyser-Butler Com Sch Corp,100,22,NA,NA,6,128,2017,IN,1820
Garrett-Keyser-Butler Com Sch Corp,97,23,1,NA,9,130,2018,IN,1820
Garrett-Keyser-Butler Com Sch Corp,103,17,2,NA,5,127,2019,IN,1820
Gary Community School Corp,144,279,49,14,76,562,2015,IN,4690
Gary Community School Corp,77,200,64,10,64,415,2016,IN,4690
Gary Community School Corp,78,181,66,11,67,403,2017,IN,4690
Gary Community School Corp,50,156,38,2,4,250,2018,IN,4690
Gary Community School Corp,3,222,57,6,28,316,2019,IN,4690
Gary Lighthouse Charter School,21,24,19,23,NA,87,2015,IN,9535
Gary Lighthouse Charter School,2,23,19,6,10,60,2017,IN,9535
Gary Lighthouse Charter School,2,27,18,7,15,69,2018,IN,9535
Gary Lighthouse Charter School,7,49,13,2,11,82,2019,IN,9535
Gary Middle College,4,NA,NA,2,10,16,2014,IN,9885
Gary Middle College,NA,NA,NA,NA,NA,NA,2015,IN,9885
Gary Middle College,1,NA,NA,NA,1,2,2016,IN,9885
Gary Middle College,3,3,1,NA,1,8,2017,IN,9885
Gary Middle College,2,1,2,NA,2,7,2018,IN,9885
Gary Middle College,3,1,3,NA,NA,7,2019,IN,9885
Gary Middle College West,2,1,1,NA,NA,4,2019,IN,NA
Geist Montessori Academy,5,6,2,NA,2,15,2014,IN,9665
Geist Montessori Academy,6,9,NA,NA,3,18,2015,IN,9665
Geist Montessori Academy,4,10,2,NA,NA,16,2016,IN,9665
Geist Montessori Academy,3,15,2,NA,NA,20,2017,IN,9665
Geist Montessori Academy,5,13,NA,NA,1,19,2018,IN,9665
Geist Montessori Academy,2,10,NA,NA,9,21,2019,IN,9665
Global Preparatory Academy,3,18,6,NA,6,33,2017,IN,9975
Global Preparatory Academy,4,15,14,3,9,45,2018,IN,9975
Global Preparatory Academy,1,25,13,1,3,43,2019,IN,9975
Goshen Community Schools,114,440,4,3,6,567,2013,IN,2315
Goshen Community Schools,169,371,3,2,25,570,2014,IN,2315
Goshen Community Schools,124,362,4,NA,71,561,2015,IN,2315
Goshen Community Schools,459,111,NA,NA,52,622,2016,IN,2315
Goshen Community Schools,199,348,4,1,50,602,2017,IN,2315
Goshen Community Schools,176,350,3,NA,53,582,2018,IN,2315
Goshen Community Schools,238,291,NA,NA,39,568,2019,IN,2315
Greater Clark County Schools,211,476,9,2,63,761,2013,IN,1010
Greater Clark County Schools,213,498,10,NA,20,741,2014,IN,1010
Greater Clark County Schools,320,437,7,NA,25,789,2015,IN,1010
Greater Clark County Schools,291,486,NA,NA,9,786,2016,IN,1010
Greater Clark County Schools,379,321,NA,NA,40,740,2017,IN,1010
Greater Clark County Schools,357,338,1,NA,27,723,2018,IN,1010
Greater Clark County Schools,362,308,3,NA,21,694,2019,IN,1010
Greater Jasper Con Schs,69,136,1,0,0,206,2013,IN,2120
Greater Jasper Con Schs,89,109,2,NA,4,204,2014,IN,2120
Greater Jasper Con Schs,79,96,NA,1,1,177,2015,IN,2120
Greater Jasper Consolidated Schs,80,87,NA,NA,NA,167,2016,IN,2120
Greater Jasper Consolidated Schs,108,100,NA,NA,10,218,2017,IN,2120
Greater Jasper Consolidated Schs,118,93,NA,NA,9,220,2018,IN,2120
Greater Jasper Consolidated Schs,132,84,NA,NA,11,227,2019,IN,2120
Greencastle Community Sch Corp,75,51,3,0,11,140,2013,IN,6755
Greencastle Community Sch Corp,63,36,1,NA,36,136,2014,IN,6755
Greencastle Community Sch Corp,95,49,2,NA,3,149,2015,IN,6755
Greencastle Community School Corp,93,55,2,3,NA,153,2016,IN,6755
Greencastle Community School Corp,82,46,NA,NA,17,145,2017,IN,6755
Greencastle Community School Corp,106,37,1,2,2,148,2018,IN,6755
Greencastle Community School Corp,114,31,1,NA,2,148,2019,IN,6755
Greene-Sullivan Sp Ed Coop,0,17,3,0,8,28,2013,IN,2990
Greene-Sullivan Sp Ed Coop,NA,26,NA,NA,NA,26,2014,IN,2990
Greene-Sullivan Sp Ed Coop,NA,NA,NA,NA,NA,NA,2015,IN,2990
Greene-Sullivan Sp Ed Coop,15,11,3,NA,5,34,2016,IN,2990
Greene-Sullivan Sp Ed Coop,17,4,2,NA,1,24,2017,IN,2990
Greene-Sullivan Sp Ed Coop,18,6,1,NA,NA,25,2018,IN,2990
Greene-Sullivan Sp Ed Coop,20,3,1,NA,1,25,2019,IN,2990
Greenfield-Central Com Schools,30,197,0,0,31,258,2013,IN,3125
Greenfield-Central Com Schools,39,208,8,1,1,257,2014,IN,3125
Greenfield-Central Com Schools,67,228,2,NA,12,309,2015,IN,3125
Greenfield-Central Com Schools,52,253,NA,NA,11,316,2016,IN,3125
Greenfield-Central Com Schools,54,240,3,1,12,310,2017,IN,3125
Greenfield-Central Com Schools,60,227,2,NA,17,306,2018,IN,3125
Greenfield-Central Com Schools,72,226,1,NA,23,322,2019,IN,3125
Greensburg Community Schools,49,97,2,0,10,158,2013,IN,1730
Greensburg Community Schools,73,78,3,NA,3,157,2014,IN,1730
Greensburg Community Schools,85,68,NA,1,5,159,2015,IN,1730
Greensburg Community Schools,74,68,NA,NA,13,155,2016,IN,1730
Greensburg Community Schools,78,75,2,NA,NA,155,2017,IN,1730
Greensburg Community Schools,99,51,4,1,NA,155,2018,IN,1730
Greensburg Community Schools,95,60,NA,1,NA,156,2019,IN,1730
Greenwood Community Sch Corp,40,187,1,0,10,238,2013,IN,4245
Greenwood Community Sch Corp,143,86,3,NA,3,235,2014,IN,4245
Greenwood Community Sch Corp,191,85,2,1,2,281,2015,IN,4245
