state,year,name,localid,et,e4,e3,e2,e1
MI,2015,walton charter academy,63913,49,7,40,2,0
MI,2015,warren consolidated schools,50230,853,1,851,1,0
MI,2015,warren woods public schools,50240,200,10,189,1,0
MI,2015,warrendale charter academy,82970,50,1,31,18,0
MI,2015,washington-parks academy,82719,62,2,60,0,0
MI,2015,washtenaw isd  - district created from isd,81000,76,26,48,2,0
MI,2015,washtenaw technical middle college,81903,14,14,0,0,0
MI,2015,waterford montessori academy,63929,9,4,5,0,0
MI,2015,waterford school district,63300,628,291,328,8,1
MI,2015,watersmeet township school district,27080,20,0,19,1,0
MI,2015,watervliet school district,11320,100,51,49,0,0
MI,2015,waverly community schools,33215,168,97,68,3,0
MI,2015,way academy - flint,25915,14,0,14,0,0
MI,2015,way michigan,82710,9,0,9,0,0
MI,2015,wayland union schools,3040,175,97,78,0,0
MI,2015,wayne-westland community school district,82160,747,194,547,6,0
MI,2015,webberville community schools,33220,53,20,31,0,2
MI,2015,wells township school district,52160,3,3,0,0,0
MI,2015,wellspring preparatory high school,41923,21,5,14,1,1
MI,2015,west bloomfield school district,63160,380,227,149,3,1
MI,2015,west branch-rose city area schools,65045,120,57,62,1,0
MI,2015,west iron county public schools,36025,68,7,61,0,0
MI,2015,west mi academy of arts and academics,70902,34,13,19,2,0
MI,2015,west mi academy of environmental science,41904,49,4,44,1,0
MI,2015,west michigan aviation academy,41924,32,9,23,0,0
MI,2015,west ottawa public school district,70070,472,112,349,11,0
MI,2015,west shore educational service district  - district created from isd,53000,33,12,19,2,0
MI,2015,west village academy,82959,27,6,16,5,0
MI,2015,western school district,38010,160,135,24,1,0
MI,2015,weston preparatory academy,82943,25,1,22,2,0
MI,2015,westwood community school district,82240,136,23,101,8,4
MI,2015,westwood heights schools,25210,67,13,54,0,0
MI,2015,wexford-missaukee isd  - district created from isd,83000,33,16,17,0,0
MI,2015,white cloud public schools,62090,60,43,17,0,0
MI,2015,white pigeon community schools,75070,46,19,27,0,0
MI,2015,white pine academy,33906,7,0,7,0,0
MI,2015,whitefish township schools,17160,6,0,5,1,0
MI,2015,whiteford agricultural school district of the counties of lenawee and monroe,58110,59,32,27,0,0
MI,2015,whitehall district schools,61240,151,5,141,5,0
MI,2015,whitmore lake public school district,81140,56,15,40,1,0
MI,2015,whittemore-prescott area schools,35040,49,35,14,0,0
MI,2015,will carleton charter school academy,30902,26,6,20,0,0
MI,2015,william c. abney academy,41917,41,0,35,6,0
MI,2015,williamston community schools,33230,117,116,0,1,0
MI,2015,windemere park charter academy,33909,41,3,30,8,0
MI,2015,windover high school,56901,7,1,6,0,0
MI,2015,wolverine academy (sda),82750,11,0,11,0,0
MI,2015,wolverine community school district,16100,25,11,14,0,0
MI,2015,woodhaven-brownstown school district,82365,294,32,262,0,0
MI,2015,woodland park academy,25902,30,14,16,0,0
MI,2015,woodland school,28901,15,15,0,0,0
MI,2015,woodward academy,82913,34,11,17,2,4
MI,2015,wsc academy,81911,10,3,5,2,0
MI,2015,"wyandotte, school district of the city of",82170,283,101,180,2,0
MI,2015,wyoming public schools,41026,259,37,214,8,0
MI,2015,yale public schools,74130,118,10,106,1,1
MI,2015,youth advancement academy,39906,6,0,6,0,0
MI,2015,ypsilanti community schools,81020,281,177,89,13,2
MI,2015,zeeland public schools,70350,377,266,109,2,0
MI,2016,academic and career education academy,56903,8,1,7,0,0
MI,2016,academy for business and technology,82921,41,5,26,10,0
MI,2016,academy of international studies,82738,9,0,9,0,0
MI,2016,academy of warren,50911,30,5,20,5,0
MI,2016,academy of waterford,63916,12,0,12,0,0
MI,2016,ace academy (sda),82998,12,1,11,0,0
MI,2016,achieve charter academy,82717,37,20,17,0,0
MI,2016,adams township school district,31020,29,26,3,0,0
MI,2016,addison community schools,46020,60,50,10,0,0
MI,2016,adrian public schools,46010,208,97,106,4,1
MI,2016,advanced technology academy,63914,90,18,70,2,0
MI,2016,agbu alex-marie manoogian school,63901,29,29,0,0,0
MI,2016,airport community schools,58020,171,78,86,7,0
MI,2016,akron-fairgrove schools,79010,20,9,11,0,0
MI,2016,alanson public schools,24030,18,7,11,0,0
MI,2016,alba public schools,5010,10,0,10,0,0
MI,2016,albion public schools,13010,33,0,33,0,0
MI,2016,alcona community schools,1010,39,11,27,1,0
MI,2016,algonac community school district,74030,93,19,74,0,0
MI,2016,allegan area educational service agency  - district created from isd,3000,50,18,32,0,0
MI,2016,allegan public schools,3030,158,93,64,0,1
MI,2016,allen academy,82955,35,11,22,2,0
MI,2016,allen park public schools,82020,199,132,66,1,0
MI,2016,allendale public schools,70040,163,112,50,1,0
MI,2016,alma public schools,29010,135,38,96,0,1
MI,2016,almont community schools,44020,78,36,41,1,0
MI,2016,alpena public schools,4010,223,48,172,3,0
MI,2016,alpena-montmorency-alcona esd  - district created from isd,4000,4,3,1,0,0
MI,2016,alternative educational academy of iosco county,35902,4,0,4,0,0
MI,2016,alternative educational academy of ogemaw county,65900,4,0,3,1,0
MI,2016,american international academy,82730,16,0,12,4,0
MI,2016,american montessori academy,82981,24,6,15,3,0
MI,2016,anchor bay school district,50040,318,89,219,9,1
MI,2016,ann arbor learning community,81904,14,1,10,3,0
MI,2016,ann arbor public schools,81010,1212,436,749,15,12
MI,2016,arbor academy,13901,18,15,3,0,0
MI,2016,arbor preparatory high school,81909,25,2,18,4,1
MI,2016,arenac eastern school district,6010,21,1,19,1,0
MI,2016,armada area schools,50050,118,88,27,1,2
MI,2016,arts academy in the woods,50905,25,1,24,0,0
MI,2016,arts and technology academy of pontiac,63915,42,4,34,4,0
MI,2016,arvon township school district,7010,3,3,0,0,0
MI,2016,ashley community schools,29020,29,0,27,2,0
MI,2016,athens area schools,13050,33,26,7,0,0
MI,2016,atherton community schools,25130,46,12,33,0,1
MI,2016,atlanta community schools,60010,18,9,9,0,0
MI,2016,au gres-sims school district,6020,33,23,10,0,0
MI,2016,augusta academy,39909,2,2,0,0,0
MI,2016,autrain-onota public schools,2010,6,4,0,1,1
MI,2016,avondale school district,63070,247,200,47,0,0
MI,2016,bad axe public schools,32010,69,28,41,0,0
MI,2016,baldwin community schools,43040,48,5,37,6,0
MI,2016,bangor public schools (van buren),80020,88,28,57,3,0
MI,2016,bangor township s/d #8,80240,2,1,1,0,0
MI,2016,bangor township schools,9030,133,74,59,0,0
MI,2016,baraga area schools,7020,31,13,18,0,0
MI,2016,bark river-harris school district,21090,47,24,20,3,0
MI,2016,barry isd  - district created from isd,8000,12,2,9,0,1
MI,2016,bath community schools,19100,68,19,49,0,0
MI,2016,battle creek area learning center,13904,12,6,6,0,0
MI,2016,battle creek montessori academy,13900,10,0,10,0,0
MI,2016,battle creek public schools,13020,338,132,182,20,4
MI,2016,bay city academy,9903,28,6,22,0,0
MI,2016,bay city school district,9010,446,130,312,4,0
MI,2016,bay-arenac community high school,9901,8,3,5,0,0
MI,2016,bay-arenac isd  - district created from isd,9000,75,0,75,0,0
MI,2016,beal city public schools,37040,42,22,20,0,0
MI,2016,bear lake schools,51020,20,2,18,0,0
MI,2016,beaver island community school,15010,9,0,9,0,0
MI,2016,beaverton rural schools,26010,63,24,39,0,0
MI,2016,bedford public schools,58030,228,179,48,1,0
MI,2016,beecher community school district,25240,50,18,31,1,0
MI,2016,belding area school district,34080,105,50,53,1,1
MI,2016,bellaire public schools,5040,28,9,19,0,0
MI,2016,bellevue community schools,23010,41,0,41,0,0
MI,2016,bendle public schools,25060,63,20,41,2,0
MI,2016,bentley community school district,25230,58,9,47,2,0
MI,2016,benton harbor area schools,11010,111,14,51,45,1
MI,2016,benton harbor charter school academy,11903,24,0,22,2,0
MI,2016,benzie county central schools,10015,98,33,64,1,0
MI,2016,berkley school district,63050,459,284,173,2,0
MI,2016,berlin township s/d #3,34140,2,0,2,0,0
MI,2016,berrien resa  - district created from isd,11000,58,32,22,3,1
MI,2016,berrien springs public schools,11240,183,76,107,0,0
MI,2016,bessemer area school district,27010,28,2,26,0,0
MI,2016,big bay de noc school district,21065,15,5,10,0,0
MI,2016,big jackson school district,62470,2,2,0,0,0
MI,2016,big rapids public schools,54010,105,51,48,4,2
MI,2016,birch run area schools,73170,103,47,56,0,0
MI,2016,birmingham public schools,63010,643,544,97,1,1
MI,2016,black river public school,70904,78,65,13,0,0
MI,2016,blanche kelso bruce academy,82971,39,14,19,3,3
MI,2016,blended learning academies credit recovery high school,33915,4,0,4,0,0
MI,2016,blissfield community schools,46040,69,35,34,0,0
MI,2016,bloomfield hills schools,63080,402,94,307,1,0
MI,2016,bloomingdale public school district,80090,76,55,20,1,0
MI,2016,bois blanc pines school district,49020,1,1,0,0,0
MI,2016,boyne city public schools,15020,94,50,43,1,0
MI,2016,boyne falls public school district,15030,17,1,15,1,0
MI,2016,bradford academy,63917,87,0,83,4,0
MI,2016,branch isd  - district created from isd,12000,63,34,27,1,1
MI,2016,branch line school,82705,8,4,1,3,0
MI,2016,brandon school district in the counties of oakland and lapeer,63180,172,132,40,0,0
MI,2016,brandywine community schools,11210,101,54,47,0,0
MI,2016,breckenridge community schools,29040,52,6,46,0,0
MI,2016,breitung township school district,22030,111,88,20,2,1
MI,2016,bridge academy,82983,39,0,39,0,0
MI,2016,bridgeport-spaulding community school district,73180,88,71,17,0,0
MI,2016,bridgman public schools,11340,72,51,21,0,0
MI,2016,brighton area schools,47010,537,204,333,0,0
MI,2016,brimley area schools,17140,40,26,12,2,0
MI,2016,britton deerfield schools,46050,50,11,35,4,0
MI,2016,bronson community school district,12020,58,27,31,0,0
MI,2016,brown city community schools,76060,51,8,43,0,0
MI,2016,buchanan community schools,11310,110,66,43,1,0
MI,2016,buckley community schools,28035,24,9,15,0,0
MI,2016,bullock creek school district,56020,116,55,61,0,0
MI,2016,burr oak community school district,75020,25,18,7,0,0
MI,2016,burt township school district,2020,7,0,7,0,0
MI,2016,burton glen charter academy,25909,35,1,20,12,2
MI,2016,byron area schools,78020,61,35,26,0,0
MI,2016,byron center charter school,41908,23,21,2,0,0
MI,2016,byron center public schools,41040,204,48,151,3,2
MI,2016,c.o.o.r. isd  - district created from isd,72000,14,0,14,0,0
MI,2016,cadillac area public schools,83010,178,8,169,1,0
MI,2016,caledonia community schools,41050,300,30,270,0,0
MI,2016,calhoun intermediate school district  - district created from isd,13000,82,41,40,0,1
MI,2016,camden-frontier school,30010,37,32,3,2,0
MI,2016,caniff liberty academy,82745,26,0,24,1,1
MI,2016,canton charter academy,82968,37,13,24,0,0
MI,2016,canton preparatory high school,82711,25,3,13,3,6
MI,2016,capac community schools,74040,70,13,55,2,0
MI,2016,capstone academy charter school (sda),82752,7,0,7,0,0
MI,2016,carman-ainsworth community schools,25080,258,24,228,6,0
MI,2016,carney-nadeau public schools,55010,22,7,14,0,1
MI,2016,caro community schools,79020,104,32,68,4,0
MI,2016,carrollton public schools,73030,159,99,58,2,0
MI,2016,carson city-crystal area schools,59020,71,18,48,4,1
MI,2016,carsonville-port sanilac school district,76070,29,10,19,0,0
MI,2016,caseville public schools,32030,21,1,19,1,0
MI,2016,casman alternative academy,51903,7,2,4,0,1
MI,2016,cass city public schools,79030,59,20,37,2,0
MI,2016,cassopolis public schools,14010,53,24,24,4,1
MI,2016,cedar springs public schools,41070,192,109,82,1,0
MI,2016,center line public schools,50010,164,5,155,4,0
MI,2016,central academy,81902,32,6,26,0,0
MI,2016,central lake public schools,5035,22,0,22,0,0
MI,2016,central montcalm public schools,59125,103,54,49,0,0
MI,2016,centreville public schools,75030,52,19,31,2,0
MI,2016,cesar chavez academy,82918,138,91,45,2,0
MI,2016,chandler park academy,82923,103,43,51,3,6
MI,2016,chandler woods charter academy,41920,38,8,30,0,0
MI,2016,charlevoix montessori academy for the arts,15902,9,2,7,0,0
MI,2016,charlevoix public schools,15050,64,6,58,0,0
MI,2016,charlevoix-emmet isd  - district created from isd,15000,18,4,14,0,0
MI,2016,charlotte public schools,23030,151,36,114,1,0
MI,2016,charlton heston academy,72901,30,0,30,0,0
MI,2016,charyl stockwell academy,47902,56,22,31,3,0
MI,2016,chassell township school district,31050,18,15,3,0,0
MI,2016,chatfield school,44901,29,14,15,0,0
MI,2016,cheb-otsego-presque isle esd  - district created from isd,16000,10,0,9,1,0
MI,2016,cheboygan area schools,16015,97,67,30,0,0
MI,2016,chelsea school district,81040,144,75,69,0,0
MI,2016,chesaning union schools,73110,87,44,43,0,0
MI,2016,chippewa hills school district,54025,118,68,45,5,0
MI,2016,chippewa valley schools,50080,862,822,40,0,0
MI,2016,church school district,32040,2,0,2,0,0
MI,2016,clara b. ford academy (sda),82996,14,0,12,0,2
MI,2016,clare public schools,18010,87,34,51,1,1
MI,2016,clare-gladwin regional education service district  - district created from isd,18000,20,15,4,1,0
MI,2016,clarenceville school district,63090,111,27,83,1,0
MI,2016,clarkston community school district,63190,550,32,516,2,0
MI,2016,clawson public schools,63270,137,41,95,1,0
MI,2016,climax-scotts community schools,39020,40,25,14,1,0
MI,2016,clinton community schools,46060,72,25,47,0,0
MI,2016,clinton county resa  - district created from isd,19000,22,2,20,0,0
MI,2016,clintondale community schools,50070,137,36,99,1,1
MI,2016,clio area school district,25150,154,43,108,3,0
MI,2016,coldwater community schools,12010,167,44,120,3,0
MI,2016,cole academy,33901,11,0,11,0,0
MI,2016,coleman community schools,56030,46,8,36,2,0
MI,2016,colfax township s/d #1f,32260,2,1,1,0,0
MI,2016,coloma community schools,11330,104,9,94,1,0
MI,2016,colon community school district,75040,39,4,31,3,1
MI,2016,columbia school district,38040,84,77,7,0,0
MI,2016,commonwealth community development academy,82919,8,5,1,1,1
MI,2016,comstock park public schools,41080,131,2,128,1,0
MI,2016,comstock public schools,39030,134,65,61,7,1
MI,2016,concord academy - boyne,15901,18,5,13,0,0
MI,2016,concord academy - petoskey,24901,16,4,11,1,0
MI,2016,concord community schools,38080,41,20,21,0,0
MI,2016,conner creek academy east,50902,56,39,15,2,0
MI,2016,constantine public school district,75050,97,3,86,6,2
MI,2016,coopersville area public school district,70120,158,36,122,0,0
MI,2016,copper country isd  - district created from isd,31000,17,4,10,3,0
MI,2016,cornerstone health and technology school,82741,19,2,16,0,1
MI,2016,corunna public schools,78100,105,14,91,0,0
MI,2016,countryside academy,11901,41,4,37,0,0
MI,2016,covenant house academy detroit,82991,30,1,29,0,0
MI,2016,covenant house academy grand rapids,41900,12,1,11,0,0
MI,2016,covert public schools,80040,22,3,19,0,0
MI,2016,crawford ausable schools,20015,108,15,90,3,0
MI,2016,creative montessori academy,82969,37,0,36,1,0
MI,2016,creative technologies academy,41918,21,18,3,0,0
MI,2016,crescent academy,63921,75,23,50,2,0
MI,2016,crestwood school district,82230,233,54,173,6,0
MI,2016,cross creek charter academy,41916,39,23,16,0,0
MI,2016,crossroads charter academy,54901,51,29,22,0,0
MI,2016,croswell-lexington community schools,76080,123,10,113,0,0
MI,2016,da vinci institute,38901,26,1,21,2,2
MI,2016,dansville schools,33040,51,47,4,0,0
MI,2016,david ellis academy,82947,26,8,14,2,2
MI,2016,david ellis academy west,82994,41,16,21,4,0
MI,2016,davison community schools,25140,279,211,63,3,2
MI,2016,dearborn city school district,82030,1384,521,852,10,1
MI,2016,dearborn heights school district #7,82040,140,45,95,0,0
MI,2016,decatur public schools,80050,64,32,32,0,0
MI,2016,deckerville community school district,76090,37,0,37,0,0
MI,2016,delta-schoolcraft isd  - district created from isd,21000,21,9,12,0,0
MI,2016,delton kellogg schools,8010,74,60,14,0,0
MI,2016,detour area schools,17050,17,6,10,1,0
MI,2016,detour arts and technology academy,17903,20,3,17,0,0
MI,2016,detroit academy of arts and sciences,82929,51,51,0,0,0
MI,2016,detroit achievement academy,82700,7,2,4,1,0
MI,2016,detroit community schools,82925,47,43,2,0,2
MI,2016,detroit delta preparatory academy for social justice,82714,14,3,10,0,1
MI,2016,detroit edison public school academy,82945,70,0,65,2,3
MI,2016,detroit enterprise academy,82979,37,1,35,1,0
MI,2016,detroit innovation academy,82739,16,2,9,5,0
MI,2016,detroit leadership academy,82722,32,4,24,4,0
MI,2016,detroit merit charter academy,82974,40,3,24,11,2
MI,2016,detroit premier academy,82985,44,1,29,12,2
MI,2016,detroit public safety academy,82704,12,0,12,0,0
MI,2016,detroit public schools community district,82015,2729,1866,763,60,40
MI,2016,detroit service learning academy,82953,68,3,54,7,4
MI,2016,dewitt public schools,19010,170,99,71,0,0
MI,2016,dexter community school district,81050,238,103,134,1,0
MI,2016,dickinson-iron isd  - district created from isd,22000,18,8,10,0,0
MI,2016,dollar bay-tamarack city area  k-12 school,31100,25,5,20,0,0
MI,2016,dove academy of detroit,82930,29,0,29,0,0
MI,2016,dowagiac union school district,14020,163,72,87,4,0
MI,2016,dr. joseph f. pollack academic center of excellence,63910,40,4,35,1,0
MI,2016,dream academy,11905,15,0,12,3,0
MI,2016,dryden community schools,44050,40,18,22,0,0
MI,2016,dundee community schools,58050,88,28,60,0,0
MI,2016,durand area schools,78030,90,11,74,4,1
MI,2016,eagle crest charter academy,70906,41,7,32,2,0
MI,2016,eagle's nest academy,25916,8,1,5,2,0
MI,2016,early career academy,63936,7,1,6,0,0
MI,2016,east arbor charter academy,81910,41,7,34,0,0
MI,2016,east china school district,74050,264,58,204,0,2
MI,2016,east grand rapids public schools,41090,172,37,135,0,0
MI,2016,east jackson community schools,38090,69,26,37,6,0
MI,2016,east jordan public schools,15060,48,24,22,2,0
MI,2016,east lansing school district,33010,219,180,34,4,1
MI,2016,east shore leadership academy,74900,13,2,10,1,0
MI,2016,eastern upper peninsula isd  - district created from isd,17000,6,5,1,0,0
MI,2016,easton township s/d #6,34340,2,0,2,0,0
MI,2016,eastpointe community schools,50020,235,53,169,9,4
MI,2016,eaton academy,82915,24,0,21,3,0
MI,2016,eaton rapids public schools,23050,150,22,127,1,0
MI,2016,eaton resa  - district created from isd,23000,17,11,6,0,0
MI,2016,eau claire public schools,11250,76,2,74,0,0
MI,2016,ecorse public schools,82250,61,24,33,4,0
MI,2016,education achievement authority of michigan,84060,320,2,198,114,6
MI,2016,edwardsburg public schools,14030,145,106,36,3,0
MI,2016,el-hajj malik el-shabazz academy,33902,1,0,1,0,0
MI,2016,elk rapids schools,5060,76,50,26,0,0
MI,2016,elkton-pigeon-bay port laker schools,32050,66,50,16,0,0
MI,2016,ellsworth community school,5065,22,7,15,0,0
MI,2016,elm river township school district,31070,2,1,0,1,0
MI,2016,endeavor charter academy,13902,34,0,19,14,1
MI,2016,engadine consolidated schools,49055,19,11,7,1,0
MI,2016,escanaba area public schools,21010,144,20,124,0,0
MI,2016,escuela avancemos,82744,10,1,6,3,0
MI,2016,essexville-hampton public schools,9050,95,89,6,0,0
MI,2016,evart public schools,67020,59,19,37,2,1
MI,2016,evergreen academy,39908,9,5,4,0,0
MI,2016,ewen-trout creek consolidated school district,66045,18,7,10,1,0
MI,2016,excel charter academy,41905,40,10,30,0,0
MI,2016,excelsior township s/d #1,40060,4,0,2,2,0
MI,2016,experiencia preparatory academy,82707,25,2,23,0,0
MI,2016,fairview area school district,68030,19,0,19,0,0
MI,2016,farmington public school district,63200,647,0,647,0,0
MI,2016,farwell area schools,18020,92,26,65,1,0
MI,2016,faxon language immersion academy,63926,9,1,7,1,0
MI,2016,fennville public schools,3050,84,13,68,3,0
MI,2016,fenton area public schools,25100,192,92,100,0,0
MI,2016,ferndale public schools,63020,171,111,60,0,0
MI,2016,fitzgerald public schools,50090,147,12,133,2,0
MI,2016,flagship charter academy,82997,37,0,20,14,3
MI,2016,flat river academy,41911,16,1,11,1,3
MI,2016,flat rock community schools,82180,98,11,87,0,0
MI,2016,flextech high school,47903,16,3,13,0,0
MI,2016,flextech high school - novi,63931,10,1,9,0,0
MI,2016,"flint, school district of the city of",25010,324,66,243,10,5
MI,2016,flushing community schools,25120,257,142,115,0,0
MI,2016,forest academy,39907,18,14,4,0,0
MI,2016,forest area community schools,40020,48,19,25,1,3
MI,2016,forest hills public schools,41110,654,64,581,8,1
MI,2016,forest park school district,36015,28,15,13,0,0
MI,2016,fortis academy,81906,41,4,34,3,0
MI,2016,four corners montessori academy,63923,21,0,21,0,0
MI,2016,fowler public schools,19070,33,24,9,0,0
MI,2016,fowlerville community schools,47030,157,32,123,2,0
MI,2016,francis reh psa,73909,29,7,18,3,1
MI,2016,frankenmuth school district,73190,60,46,14,0,0
MI,2016,frankfort-elberta area schools,10025,37,9,28,0,0
MI,2016,fraser public schools,50100,319,0,316,3,0
MI,2016,frederick douglass international academy,63935,4,1,3,0,0
MI,2016,freeland community school district,73200,103,66,36,0,1
MI,2016,fremont public school district,62040,125,7,113,5,0
MI,2016,frontier international academy,82987,22,2,20,0,0
MI,2016,fruitport community schools,61080,172,0,172,0,0
MI,2016,fulton schools,29050,56,14,37,5,0
MI,2016,galesburg-augusta community schools,39050,67,34,32,1,0
MI,2016,garden city public schools,82050,262,142,116,4,0
MI,2016,gaylord community schools,69020,181,80,96,5,0
MI,2016,gee edmonson academy,82731,15,0,14,0,1
MI,2016,gee white academy,82732,22,0,22,0,0
MI,2016,genesee isd  - district created from isd,25000,152,40,112,0,0
MI,2016,genesee school district,25070,42,9,33,0,0
MI,2016,genesee stem academy,25900,15,2,13,0,0
MI,2016,george crockett academy,82937,23,6,14,3,0
MI,2016,george washington carver academy,82963,32,5,25,2,0
MI,2016,gibraltar school district,82290,203,10,190,2,1
MI,2016,gladstone area schools,21025,86,26,60,0,0
MI,2016,gladwin community schools,26040,96,26,70,0,0
MI,2016,glen lake community schools,45010,59,55,4,0,0
MI,2016,glenn public school district,3440,5,3,2,0,0
MI,2016,global heights academy,82725,17,2,14,1,0
MI,2016,global preparatory academy,50904,17,0,17,0,0
MI,2016,global tech academy,81900,9,1,8,0,0
MI,2016,gobles public school district,80110,51,33,18,0,0
MI,2016,godfrey-lee public schools,41120,145,82,63,0,0
MI,2016,godwin heights public schools,41020,118,13,101,4,0
MI,2016,gogebic-ontonagon isd  - district created from isd,27000,11,3,7,1,0
MI,2016,goodrich area schools,25050,122,80,41,1,0
MI,2016,grand blanc academy,25903,31,3,27,1,0
MI,2016,grand blanc community schools,25030,443,319,121,2,1
MI,2016,grand haven area public schools,70010,396,234,156,6,0
MI,2016,grand ledge public schools,23060,289,165,123,0,1
MI,2016,grand rapids child discovery center,41921,14,5,8,0,1
MI,2016,grand rapids ellington academy of arts & technology,41927,20,10,8,2,0
MI,2016,grand rapids public schools,41010,1218,481,659,73,5
MI,2016,grand river academy,82757,40,2,35,3,0
MI,2016,grand river preparatory high school,41930,34,2,26,1,5
MI,2016,grand traverse academy,28902,73,0,73,0,0
MI,2016,grandville public schools,41130,322,50,272,0,0
MI,2016,grant public school district,62050,99,9,85,5,0
MI,2016,grant township s/d #2,42030,1,1,0,0,0
MI,2016,grass lake community schools,38050,77,16,61,0,0
MI,2016,gratiot-isabella resd  - district created from isd,29000,25,10,15,0,0
MI,2016,great lakes academy,63907,17,0,17,0,0
MI,2016,great lakes cyber academy,33914,27,3,22,2,0
MI,2016,great oaks academy,63922,39,3,30,5,1
MI,2016,greater heights academy,25914,19,5,7,3,4
MI,2016,greenville public schools,59070,220,76,143,1,0
MI,2016,grosse ile township schools,82300,111,34,76,1,0
MI,2016,grosse pointe public schools,82055,594,195,398,1,0
MI,2016,gull lake community schools,39065,217,70,144,3,0
MI,2016,gwinn area community schools,52040,79,59,20,0,0
MI,2016,hagar township s/d #6,11670,6,0,6,0,0
MI,2016,hale area schools,35020,29,12,17,0,0
MI,2016,hamilton academy,82733,14,6,4,3,1
MI,2016,hamilton community schools,3100,173,11,154,7,1
MI,2016,hamtramck academy,82977,36,4,28,3,1
MI,2016,"hamtramck, school district of the city of",82060,193,17,169,7,0
MI,2016,hancock public schools,31010,58,30,28,0,0
MI,2016,hanley international academy,82986,35,9,21,4,1
MI,2016,hanover-horton school district,38100,68,48,20,0,0
MI,2016,harbor beach community schools,32060,46,6,40,0,0
MI,2016,harbor springs school district,24020,68,50,17,1,0
MI,2016,harper creek community schools,13070,158,138,19,1,0
MI,2016,"harper woods, the school district of the city of",82320,87,84,3,0,0
MI,2016,harrison community schools,18060,76,5,71,0,0
MI,2016,hart public school district,64040,89,15,74,0,0
MI,2016,hartford public schools,80120,86,18,67,1,0
MI,2016,hartland consolidated schools,47060,303,301,0,2,0
MI,2016,haslett public schools,33060,173,157,16,0,0
MI,2016,hastings area school district,8030,157,12,141,4,0
MI,2016,"hazel park, school district of the city of",63130,193,65,126,1,1
MI,2016,hemlock public school district,73210,75,15,60,0,0
MI,2016,henry ford academy,82926,27,15,10,2,0
MI,2016,henry ford academy: school for creative studies (psad),82703,87,5,80,1,1
MI,2016,hesperia community schools,62060,70,43,26,0,1
MI,2016,highland park public school academy system,82749,24,4,19,0,1
MI,2016,hillman community schools,60020,30,15,13,2,0
MI,2016,hillsdale community schools,30020,84,55,28,1,0
MI,2016,hillsdale isd  - district created from isd,30000,21,3,18,0,0
MI,2016,hillsdale preparatory school,30901,12,12,0,0,0
MI,2016,holland city school district,70020,284,45,227,12,0
MI,2016,holly academy,63911,47,42,5,0,0
MI,2016,holly area school district,63210,194,44,149,1,0
MI,2016,holt public schools,33070,323,0,323,0,0
MI,2016,holton public schools,61120,54,16,38,0,0
MI,2016,homer community school district,13080,72,52,20,0,0
MI,2016,honey creek community school,81901,20,15,5,0,0
MI,2016,hope academy,82942,27,1,17,9,0
MI,2016,hope academy of west michigan,41926,29,20,9,0,0
MI,2016,hope of detroit academy,82957,35,0,30,5,0
MI,2016,hopkins public schools,3070,105,80,25,0,0
MI,2016,houghton lake community schools,72020,101,10,80,11,0
MI,2016,houghton-portage township school district,31110,83,59,24,0,0
MI,2016,howell public schools,47070,408,335,73,0,0
MI,2016,hudson area schools,46080,64,12,52,0,0
MI,2016,hudsonville public school district,70190,395,366,29,0,0
MI,2016,huron academy,50903,33,11,21,1,0
MI,2016,huron isd  - district created from isd,32000,23,2,19,2,0
MI,2016,huron school district,82340,155,80,75,0,0
MI,2016,huron valley schools,63220,515,342,167,6,0
MI,2016,icademy global,70909,11,5,6,0,0
MI,2016,ida public school district,58070,85,85,0,0,0
MI,2016,imlay city community schools,44060,101,86,15,0,0
MI,2016,ingham isd  - district created from isd,33000,71,6,64,1,0
MI,2016,inland lakes schools,16050,43,3,40,0,0
MI,2016,innocademy,70908,22,15,6,1,0
MI,2016,innocademy allegan campus,3900,9,5,4,0,0
MI,2016,insight school of michigan,23903,38,0,33,5,0
MI,2016,international academy of flint,25905,52,3,45,4,0
MI,2016,international academy of saginaw,73912,19,5,14,0,0
MI,2016,ionia isd  - district created from isd,34000,38,6,31,1,0
MI,2016,ionia public schools,34010,179,70,108,1,0
MI,2016,ionia township s/d #2,34360,1,0,1,0,0
MI,2016,iosco resa  - district created from isd,35000,22,1,21,0,0
MI,2016,iron mountain public schools,22010,73,60,13,0,0
MI,2016,ironwood area schools of gogebic county,27020,56,0,56,0,0
MI,2016,ishpeming public school district no. 1,52180,60,39,21,0,0
MI,2016,island city academy,23901,15,0,15,0,0
MI,2016,ithaca public schools,29060,72,54,17,1,0
MI,2016,jackson isd  - district created from isd,38000,89,79,10,0,0
MI,2016,jackson preparatory & early college,38900,17,0,17,0,0
MI,2016,jackson public schools,38170,399,173,220,3,3
MI,2016,jalen rose leadership academy,82728,24,2,19,3,0
MI,2016,jefferson international academy,63933,13,2,11,0,0
MI,2016,jefferson schools (monroe),58080,117,41,76,0,0
MI,2016,jenison public schools,70175,348,0,345,3,0
MI,2016,johannesburg-lewiston area schools,69030,42,33,9,0,0
MI,2016,jonesville community schools,30030,95,13,82,0,0
MI,2016,joseph k. lumsden bahweting anishnabe academy,17901,41,31,10,0,0
MI,2016,joy preparatory academy,82958,19,5,12,2,0
MI,2016,kalamazoo public schools,39010,823,122,688,11,2
MI,2016,kalamazoo resa  - district created from isd,39000,76,41,32,3,0
