state,year,name,localid,et,e4,e3,e2,e1
MI,2014,bay city academy,9903,33,3,26,1,3
MI,2014,bay city school district,9010,473,134,330,9,0
MI,2014,bay-arenac community high school,9901,6,0,6,0,0
MI,2014,bay-arenac isd  - district created from isd,9000,73,0,73,0,0
MI,2014,beal city public schools,37040,43,16,27,0,0
MI,2014,bear lake schools,51020,20,7,13,0,0
MI,2014,beaver island community school,15010,9,0,9,0,0
MI,2014,beaverton rural schools,26010,70,32,36,1,1
MI,2014,bedford public schools,58030,246,150,95,1,0
MI,2014,beecher community school district,25240,72,19,53,0,0
MI,2014,belding area school district,34080,115,23,89,2,1
MI,2014,bellaire public schools,5040,25,0,25,0,0
MI,2014,bellevue community schools,23010,39,7,32,0,0
MI,2014,bendle public schools,25060,68,10,56,1,1
MI,2014,bentley community school district,25230,62,0,54,8,0
MI,2014,benton harbor area schools,11010,193,10,162,1,20
MI,2014,benton harbor charter school academy,11903,24,0,24,0,0
MI,2014,benzie county central schools,10015,100,51,49,0,0
MI,2014,berkley school district,63050,305,221,79,5,0
MI,2014,berlin township s/d #3,34140,2,0,2,0,0
MI,2014,berrien resa  - district created from isd,11000,55,24,30,1,0
MI,2014,berrien springs public schools,11240,148,27,119,0,2
MI,2014,bessemer area school district,27010,31,6,24,1,0
MI,2014,big bay de noc school district,21065,17,6,11,0,0
MI,2014,big jackson school district,62470,5,0,3,2,0
MI,2014,big rapids public schools,54010,94,32,59,1,2
MI,2014,bingham arts academy,4901,14,6,6,2,0
MI,2014,birch run area schools,73170,96,43,53,0,0
MI,2014,birmingham public schools,63010,624,0,622,2,0
MI,2014,black river public school,70904,64,49,15,0,0
MI,2014,blanche kelso bruce academy,82971,52,14,34,4,0
MI,2014,blissfield community schools,46040,74,16,56,2,0
MI,2014,bloomfield hills schools,63080,443,13,430,0,0
MI,2014,bloomingdale public school district,80090,74,46,27,1,0
MI,2014,blue water learning academy,74906,1,0,1,0,0
MI,2014,bois blanc pines school district,49020,1,1,0,0,0
MI,2014,boyne city public schools,15020,91,55,32,4,0
MI,2014,boyne falls public school district,15030,15,2,13,0,0
MI,2014,bradford academy,63917,69,0,65,3,1
MI,2014,branch isd  - district created from isd,12000,70,35,33,2,0
MI,2014,branch line school,82705,5,5,0,0,0
MI,2014,brandon school district in the counties of oakland and lapeer,63180,189,98,87,3,1
MI,2014,brandywine community schools,11210,105,40,59,6,0
MI,2014,breckenridge community schools,29040,53,0,53,0,0
MI,2014,breitung township school district,22030,104,57,46,1,0
MI,2014,bridge academy,82983,34,5,29,0,0
MI,2014,bridgeport-spaulding community school district,73180,108,25,80,2,1
MI,2014,bridgman public schools,11340,74,42,32,0,0
MI,2014,brighton area schools,47010,311,115,194,2,0
MI,2014,brimley area schools,17140,39,37,2,0,0
MI,2014,britton deerfield schools,46050,51,2,49,0,0
MI,2014,bronson community school district,12020,63,34,27,2,0
MI,2014,brown city community schools,76060,59,10,49,0,0
MI,2014,buchanan community schools,11310,98,58,40,0,0
MI,2014,buckley community schools,28035,25,11,13,0,1
MI,2014,bullock creek school district,56020,120,60,60,0,0
MI,2014,burr oak community school district,75020,32,12,20,0,0
MI,2014,burt township school district,2020,5,0,5,0,0
MI,2014,burton glen charter academy,25909,35,0,22,12,1
MI,2014,byron area schools,78020,71,17,45,6,3
MI,2014,byron center charter school,41908,22,4,18,0,0
MI,2014,byron center public schools,41040,200,50,142,4,4
MI,2014,c.o.o.r. isd  - district created from isd,72000,15,3,10,0,2
MI,2014,cadillac area public schools,83010,192,34,151,6,1
MI,2014,caledonia community schools,41050,279,82,197,0,0
MI,2014,calhoun intermediate school district  - district created from isd,13000,80,42,35,2,1
MI,2014,camden-frontier school,30010,46,6,40,0,0
MI,2014,caniff liberty academy,82745,21,0,21,0,0
MI,2014,canton charter academy,82968,35,5,27,3,0
MI,2014,capac community schools,74040,68,3,65,0,0
MI,2014,capstone academy charter school (sda),82752,8,2,3,1,2
MI,2014,carman-ainsworth community schools,25080,283,13,266,4,0
MI,2014,carney-nadeau public schools,55010,18,9,8,1,0
MI,2014,caro community schools,79020,102,30,71,1,0
MI,2014,carrollton public schools,73030,127,50,72,4,1
MI,2014,carson city-crystal area schools,59020,66,7,59,0,0
MI,2014,carsonville-port sanilac school district,76070,50,10,36,4,0
MI,2014,casa richard academy,82902,4,4,0,0,0
MI,2014,caseville public schools,32030,18,0,18,0,0
MI,2014,casman alternative academy,51903,7,2,5,0,0
MI,2014,cass city public schools,79030,60,10,48,2,0
MI,2014,cassopolis public schools,14010,66,6,60,0,0
MI,2014,catherine ferguson academy,82708,9,1,8,0,0
MI,2014,cedar springs public schools,41070,192,115,68,5,4
MI,2014,center line public schools,50010,160,32,128,0,0
MI,2014,central academy,81902,35,5,30,0,0
MI,2014,central lake public schools,5035,26,16,9,0,1
MI,2014,central montcalm public schools,59125,101,34,66,1,0
MI,2014,centreville public schools,75030,56,37,19,0,0
MI,2014,cesar chavez academy,82918,128,43,82,3,0
MI,2014,chandler park academy,82923,115,48,61,2,4
MI,2014,chandler woods charter academy,41920,39,4,33,2,0
MI,2014,charlevoix montessori academy for the arts,15902,8,3,5,0,0
MI,2014,charlevoix public schools,15050,65,35,30,0,0
MI,2014,charlevoix-emmet isd  - district created from isd,15000,20,1,17,0,2
MI,2014,charlotte public schools,23030,172,2,158,11,1
MI,2014,charlton heston academy,72901,20,20,0,0,0
MI,2014,charyl stockwell academy,47902,59,12,43,4,0
MI,2014,chassell township school district,31050,19,12,7,0,0
MI,2014,chatfield school,44901,27,11,16,0,0
MI,2014,cheb-otsego-presque isle esd  - district created from isd,16000,9,1,8,0,0
MI,2014,cheboygan area schools,16015,103,52,51,0,0
MI,2014,chelsea school district,81040,145,93,52,0,0
MI,2014,chesaning union schools,73110,90,31,56,1,2
MI,2014,chippewa hills school district,54025,128,71,50,5,2
MI,2014,chippewa valley schools,50080,828,766,59,3,0
MI,2014,church school district,32040,2,2,0,0,0
MI,2014,clara b. ford academy (sda),82996,18,1,15,2,0
MI,2014,clare public schools,18010,89,44,44,1,0
MI,2014,clare-gladwin regional education service district  - district created from isd,18000,26,15,11,0,0
MI,2014,clarenceville school district,63090,114,50,63,0,1
MI,2014,clarkston community school district,63190,454,283,169,1,1
MI,2014,clawson public schools,63270,141,14,127,0,0
MI,2014,climax-scotts community schools,39020,43,15,26,2,0
MI,2014,clinton community schools,46060,75,62,12,1,0
MI,2014,clinton county resa  - district created from isd,19000,24,1,23,0,0
MI,2014,clintondale community schools,50070,146,98,46,1,1
MI,2014,clio area school district,25150,169,44,121,4,0
MI,2014,coldwater community schools,12010,169,40,124,3,2
MI,2014,cole academy,33901,11,0,11,0,0
MI,2014,coleman community schools,56030,46,7,38,1,0
MI,2014,colfax township s/d #1f,32260,2,2,0,0,0
MI,2014,coloma community schools,11330,118,3,108,7,0
MI,2014,colon community school district,75040,41,9,32,0,0
MI,2014,columbia school district,38040,77,55,22,0,0
MI,2014,commonwealth community development academy,82919,17,7,7,3,0
MI,2014,comstock park public schools,41080,131,1,128,2,0
MI,2014,comstock public schools,39030,113,56,48,7,2
MI,2014,concord academy - boyne,15901,19,0,18,1,0
MI,2014,concord academy - petoskey,24901,17,2,14,1,0
MI,2014,concord community schools,38080,52,11,41,0,0
MI,2014,conner creek academy east,50902,62,37,24,1,0
MI,2014,constantine public school district,75050,94,3,91,0,0
MI,2014,coopersville area public school district,70120,136,21,115,0,0
MI,2014,copper country isd  - district created from isd,31000,16,6,9,1,0
MI,2014,cornerstone health and technology school,82741,6,0,6,0,0
MI,2014,corunna public schools,78100,122,104,18,0,0
MI,2014,countryside academy,11901,36,0,36,0,0
MI,2014,covenant house academy detroit,82991,25,0,25,0,0
MI,2014,covenant house academy grand rapids,41900,2,0,2,0,0
MI,2014,covert public schools,80040,23,21,1,1,0
MI,2014,crawford ausable schools,20015,109,12,94,3,0
MI,2014,creative montessori academy,82969,32,0,32,0,0
MI,2014,creative technologies academy,41918,22,12,9,0,1
MI,2014,crescent academy,63921,60,7,52,0,1
MI,2014,crestwood school district,82230,207,54,151,2,0
MI,2014,cross creek charter academy,41916,39,3,32,4,0
MI,2014,crossroads charter academy,54901,54,26,28,0,0
MI,2014,croswell-lexington community schools,76080,132,10,117,5,0
MI,2014,da vinci institute,38901,25,5,18,2,0
MI,2014,dansville schools,33040,52,41,11,0,0
MI,2014,david ellis academy,82947,17,2,15,0,0
MI,2014,david ellis academy west,82994,31,4,20,6,1
MI,2014,davison community schools,25140,292,215,74,0,3
MI,2014,dearborn city school district,82030,1371,513,843,12,3
MI,2014,dearborn heights school district #7,82040,140,33,107,0,0
MI,2014,decatur public schools,80050,70,9,58,3,0
MI,2014,deckerville community school district,76090,39,0,39,0,0
MI,2014,deer trail academy (sda),63932,12,0,12,0,0
MI,2014,delta-schoolcraft isd  - district created from isd,21000,26,13,13,0,0
MI,2014,delton kellogg schools,8010,83,47,36,0,0
MI,2014,detour area schools,17050,17,1,16,0,0
MI,2014,detour arts and technology academy,17903,13,0,13,0,0
MI,2014,detroit academy of arts and sciences,82929,50,50,0,0,0
MI,2014,detroit achievement academy,82700,5,0,5,0,0
MI,2014,detroit community schools,82925,56,27,28,0,1
MI,2014,detroit edison public school academy,82945,66,2,55,8,1
MI,2014,detroit enterprise academy,82979,34,0,17,16,1
MI,2014,detroit innovation academy,82739,12,6,3,3,0
MI,2014,detroit leadership academy,82722,27,9,14,1,3
MI,2014,detroit merit charter academy,82974,43,5,32,6,0
MI,2014,detroit premier academy,82985,42,4,26,12,0
MI,2014,detroit public safety academy,82704,7,0,7,0,0
MI,2014,detroit public schools community district,82015,3208,2542,541,73,52
MI,2014,detroit service learning academy,82953,58,0,45,12,1
MI,2014,detroit west preparatory academy,82909,17,0,17,0,0
MI,2014,dewitt public schools,19010,163,107,55,0,1
MI,2014,dexter community school district,81050,229,61,164,4,0
MI,2014,dickinson-iron isd  - district created from isd,22000,17,6,10,1,0
MI,2014,dollar bay-tamarack city area  k-12 school,31100,24,6,18,0,0
MI,2014,dove academy of detroit,82930,32,0,32,0,0
MI,2014,dowagiac union school district,14020,152,37,115,0,0
MI,2014,dr. charles drew academy,82984,26,0,26,0,0
MI,2014,dr. joseph f. pollack academic center of excellence,63910,49,4,42,3,0
MI,2014,dream academy,11905,16,0,10,6,0
MI,2014,dryden community schools,44050,35,7,28,0,0
MI,2014,dundee community schools,58050,90,21,67,2,0
MI,2014,durand area schools,78030,99,24,75,0,0
MI,2014,eagle crest charter academy,70906,41,5,28,8,0
MI,2014,east arbor charter academy,81910,41,1,37,3,0
MI,2014,east china school district,74050,275,37,233,4,1
MI,2014,east grand rapids public schools,41090,188,0,188,0,0
MI,2014,east jackson community schools,38090,66,16,48,2,0
MI,2014,east jordan public schools,15060,58,37,21,0,0
MI,2014,east lansing school district,33010,234,142,86,4,2
MI,2014,eastern upper peninsula isd  - district created from isd,17000,6,5,1,0,0
MI,2014,easton township s/d #6,34340,2,0,2,0,0
MI,2014,eastpointe community schools,50020,233,45,173,14,1
MI,2014,eaton academy,82915,34,0,17,17,0
MI,2014,eaton rapids public schools,23050,150,15,135,0,0
MI,2014,eaton resa  - district created from isd,23000,13,9,4,0,0
MI,2014,eau claire public schools,11250,85,0,85,0,0
MI,2014,ecorse public schools,82250,58,0,58,0,0
MI,2014,education achievement authority of michigan,84060,232,0,229,1,2
MI,2014,edwardsburg public schools,14030,150,85,64,1,0
MI,2014,el-hajj malik el-shabazz academy,33902,17,0,17,0,0
MI,2014,elk rapids schools,5060,74,39,32,3,0
MI,2014,elkton-pigeon-bay port laker schools,32050,64,45,18,1,0
MI,2014,ellsworth community school,5065,22,1,21,0,0
MI,2014,elm river township school district,31070,3,2,1,0,0
MI,2014,endeavor charter academy,13902,36,1,29,6,0
MI,2014,engadine consolidated schools,49055,19,10,8,1,0
MI,2014,escanaba area public schools,21010,138,129,9,0,0
MI,2014,escuela avancemos,82744,10,0,10,0,0
MI,2014,essexville-hampton public schools,9050,106,103,3,0,0
MI,2014,evart public schools,67020,66,25,38,1,2
MI,2014,evergreen academy,39908,5,2,3,0,0
MI,2014,ewen-trout creek consolidated school district,66045,17,12,5,0,0
MI,2014,excel charter academy,41905,77,9,57,7,4
MI,2014,excelsior township s/d #1,40060,4,0,4,0,0
MI,2014,experiencia preparatory academy,82707,26,4,22,0,0
MI,2014,fairview area school district,68030,21,6,15,0,0
MI,2014,farmington public school district,63200,739,0,736,3,0
MI,2014,farwell area schools,18020,94,36,53,3,2
MI,2014,faxon language immersion academy,63926,9,6,3,0,0
MI,2014,fennville public schools,3050,85,14,70,0,1
MI,2014,fenton area public schools,25100,197,36,159,0,2
MI,2014,ferndale public schools,63020,205,42,158,5,0
MI,2014,fitzgerald public schools,50090,176,15,158,3,0
MI,2014,flagship charter academy,82997,42,0,21,20,1
MI,2014,flat river academy,41911,22,5,17,0,0
MI,2014,flat rock community schools,82180,111,0,110,1,0
MI,2014,flextech high school,47903,13,4,9,0,0
MI,2014,flextech high school - novi,63931,7,1,6,0,0
MI,2014,"flint, school district of the city of",25010,519,0,499,16,4
MI,2014,flushing community schools,25120,259,76,183,0,0
MI,2014,forest academy,39907,22,22,0,0,0
MI,2014,forest area community schools,40020,52,0,50,2,0
MI,2014,forest hills public schools,41110,665,64,596,5,0
MI,2014,forest park school district,36015,29,14,15,0,0
MI,2014,fortis academy,81906,41,1,31,9,0
MI,2014,four corners montessori academy,63923,20,0,20,0,0
MI,2014,fowler public schools,19070,41,11,30,0,0
MI,2014,fowlerville community schools,47030,167,10,153,2,2
MI,2014,francis reh psa,73909,27,0,26,1,0
MI,2014,frankenmuth school district,73190,68,48,20,0,0
MI,2014,frankfort-elberta area schools,10025,39,13,26,0,0
MI,2014,fraser public schools,50100,338,0,335,0,3
MI,2014,freeland community school district,73200,96,62,34,0,0
MI,2014,fremont public school district,62040,122,3,96,19,4
MI,2014,frontier international academy,82987,17,0,12,5,0
MI,2014,fruitport community schools,61080,181,0,180,0,1
MI,2014,fulton schools,29050,61,16,44,1,0
MI,2014,galesburg-augusta community schools,39050,72,49,22,1,0
MI,2014,garden city public schools,82050,342,301,37,3,1
MI,2014,gaudior academy,82911,15,0,15,0,0
MI,2014,gaylord community schools,69020,171,71,96,4,0
MI,2014,gee edmonson academy,82731,13,1,9,3,0
MI,2014,gee white academy,82732,25,3,16,6,0
MI,2014,genesee isd  - district created from isd,25000,179,32,141,5,1
MI,2014,genesee school district,25070,46,15,27,4,0
MI,2014,genesee stem academy,25900,9,1,8,0,0
MI,2014,george crockett academy,82937,51,0,46,5,0
MI,2014,george washington carver academy,82963,21,6,12,3,0
MI,2014,gibraltar school district,82290,192,186,6,0,0
MI,2014,gladstone area schools,21025,89,80,8,1,0
MI,2014,gladwin community schools,26040,107,40,64,0,3
MI,2014,glen lake community schools,45010,60,45,14,1,0
MI,2014,glenn public school district,3440,5,0,5,0,0
MI,2014,global heights academy,82725,13,3,10,0,0
MI,2014,global preparatory academy,50904,14,0,14,0,0
MI,2014,gobles public school district,80110,54,38,16,0,0
MI,2014,godfrey-lee public schools,41120,128,69,59,0,0
MI,2014,godwin heights public schools,41020,128,23,88,9,8
MI,2014,gogebic-ontonagon isd  - district created from isd,27000,11,0,11,0,0
MI,2014,goodrich area schools,25050,103,35,68,0,0
MI,2014,grand blanc academy,25903,31,7,24,0,0
MI,2014,grand blanc community schools,25030,430,295,133,2,0
MI,2014,grand haven area public schools,70010,377,172,201,4,0
MI,2014,grand ledge public schools,23060,280,138,140,2,0
MI,2014,grand rapids child discovery center,41921,16,0,15,1,0
MI,2014,grand rapids ellington academy of arts & technology,41927,30,0,18,12,0
MI,2014,grand rapids public schools,41010,1239,533,622,72,12
MI,2014,grand traverse academy,28902,70,69,0,0,1
MI,2014,grandville public schools,41130,345,5,340,0,0
MI,2014,grant public school district,62050,102,8,85,9,0
MI,2014,grant township s/d #2,42030,1,1,0,0,0
MI,2014,grass lake community schools,38050,71,19,50,2,0
MI,2014,gratiot-isabella resd  - district created from isd,29000,24,18,3,2,1
MI,2014,great lakes academy,63907,19,0,14,5,0
MI,2014,great lakes cyber academy,33914,16,0,15,1,0
MI,2014,great oaks academy,63922,38,2,34,2,0
MI,2014,greater heights academy,25914,11,7,3,1,0
MI,2014,greenville public schools,59070,217,92,124,1,0
MI,2014,grosse ile township schools,82300,112,0,108,3,1
MI,2014,grosse pointe public schools,82055,600,97,501,2,0
MI,2014,gull lake community schools,39065,188,45,141,2,0
MI,2014,gwinn area community schools,52040,77,60,16,0,1
MI,2014,hagar township s/d #6,11670,6,0,6,0,0
MI,2014,hale area schools,35020,24,5,14,5,0
MI,2014,hamilton academy,82733,19,5,9,2,3
MI,2014,hamilton community schools,3100,169,53,115,0,1
MI,2014,hamtramck academy,82977,30,0,24,6,0
MI,2014,"hamtramck, school district of the city of",82060,202,1,187,12,2
MI,2014,hancock public schools,31010,53,15,35,3,0
MI,2014,hanley international academy,82986,32,0,32,0,0
MI,2014,hanover-horton school district,38100,74,57,17,0,0
MI,2014,harbor beach community schools,32060,38,1,37,0,0
MI,2014,harbor springs school district,24020,69,26,39,4,0
MI,2014,harper creek community schools,13070,172,125,47,0,0
MI,2014,"harper woods, the school district of the city of",82320,88,58,27,3,0
MI,2014,harrison community schools,18060,86,4,76,5,1
MI,2014,hart public school district,64040,85,9,69,7,0
MI,2014,hartford public schools,80120,90,4,82,4,0
MI,2014,hartland consolidated schools,47060,306,298,5,3,0
MI,2014,haslett public schools,33060,171,115,54,1,1
MI,2014,hastings area school district,8030,161,54,101,6,0
MI,2014,"hazel park, school district of the city of",63130,259,2,248,4,5
MI,2014,heart academy,82927,12,3,5,2,2
MI,2014,hemlock public school district,73210,76,15,58,1,2
MI,2014,henry ford academy,82926,27,21,6,0,0
MI,2014,henry ford academy: school for creative studies (psad),82703,74,16,49,7,2
MI,2014,hesperia community schools,62060,73,29,39,5,0
MI,2014,highland park public school academy system,82749,57,5,50,2,0
MI,2014,hillman community schools,60020,34,0,34,0,0
MI,2014,hillsdale community schools,30020,95,58,30,6,1
MI,2014,hillsdale isd  - district created from isd,30000,26,14,12,0,0
MI,2014,hillsdale preparatory school,30901,11,10,0,0,1
MI,2014,hinoki international school,82726,9,6,3,0,0
MI,2014,holland city school district,70020,288,82,198,8,0
MI,2014,holly academy,63911,57,48,8,1,0
MI,2014,holly area school district,63210,204,6,188,10,0
MI,2014,holt public schools,33070,330,0,330,0,0
MI,2014,holton public schools,61120,60,6,52,2,0
MI,2014,homer community school district,13080,80,28,50,2,0
MI,2014,honey creek community school,81901,18,15,3,0,0
MI,2014,hope academy,82942,38,0,35,3,0
MI,2014,hope academy of west michigan,41926,24,0,24,0,0
MI,2014,hope of detroit academy,82957,57,0,48,6,3
MI,2014,hopkins public schools,3070,102,67,35,0,0
MI,2014,houghton lake community schools,72020,92,1,88,0,3
MI,2014,houghton-portage township school district,31110,84,49,34,1,0
MI,2014,howell public schools,47070,422,321,97,3,1
MI,2014,hudson area schools,46080,62,11,51,0,0
MI,2014,hudsonville public school district,70190,390,293,96,0,1
MI,2014,huron academy,50903,35,17,17,1,0
MI,2014,huron isd  - district created from isd,32000,23,0,22,1,0
MI,2014,huron school district,82340,153,52,100,1,0
MI,2014,huron valley schools,63220,534,202,331,1,0
MI,2014,icademy global,70909,11,0,11,0,0
MI,2014,ida public school district,58070,88,88,0,0,0
MI,2014,imlay city community schools,44060,102,67,35,0,0
MI,2014,ingham isd  - district created from isd,33000,77,5,72,0,0
MI,2014,inland lakes schools,16050,45,0,45,0,0
MI,2014,innocademy,70908,16,10,6,0,0
MI,2014,international academy of flint,25905,56,5,50,1,0
MI,2014,international academy of saginaw,73912,21,12,9,0,0
MI,2014,ionia isd  - district created from isd,34000,36,6,27,2,1
MI,2014,ionia public schools,34010,184,76,106,2,0
MI,2014,ionia township s/d #2,34360,1,0,1,0,0
MI,2014,iosco resa  - district created from isd,35000,16,1,15,0,0
MI,2014,iron mountain public schools,22010,81,67,14,0,0
MI,2014,ironwood area schools of gogebic county,27020,69,5,62,2,0
MI,2014,ishpeming public school district no. 1,52180,62,35,27,0,0
MI,2014,island city academy,23901,14,2,12,0,0
MI,2014,ithaca public schools,29060,76,55,21,0,0
MI,2014,jackson isd  - district created from isd,38000,94,84,10,0,0
MI,2014,jackson public schools,38170,394,111,248,20,15
MI,2014,jalen rose leadership academy,82728,19,0,12,7,0
MI,2014,jefferson international academy,63933,9,1,8,0,0
MI,2014,jefferson schools (monroe),58080,133,0,133,0,0
MI,2014,jenison public schools,70175,332,86,243,3,0
MI,2014,johannesburg-lewiston area schools,69030,45,33,12,0,0
MI,2014,jonesville community schools,30030,88,19,68,1,0
MI,2014,joseph k. lumsden bahweting anishnabe academy,17901,45,19,25,1,0
MI,2014,joy preparatory academy,82958,20,4,16,0,0
MI,2014,kalamazoo public schools,39010,811,111,690,9,1
MI,2014,kalamazoo resa  - district created from isd,39000,76,26,46,2,2
MI,2014,kaleva norman dickson school district,51045,44,0,43,1,0
MI,2014,kalkaska public schools,40040,116,35,80,1,0
MI,2014,kearsley community school district,25110,170,127,37,4,2
MI,2014,kelloggsville public schools,41140,140,36,104,0,0
MI,2014,kenowa hills public schools,41145,204,191,13,0,0
MI,2014,kensington woods schools,47901,12,2,9,0,1
MI,2014,kent city community schools,41150,103,31,68,4,0
MI,2014,kent isd  - district created from isd,41000,124,49,73,1,1
MI,2014,kentwood public schools,41160,546,195,345,4,2
MI,2014,keystone academy,82976,37,1,29,7,0
MI,2014,kingsbury country day school,63934,17,2,14,0,1
MI,2014,kingsley area schools,28090,78,19,48,11,0
MI,2014,kingston community school district,79080,36,12,24,0,0
MI,2014,knapp charter academy,41914,42,2,36,4,0
MI,2014,l'anse area schools,7040,47,24,23,0,0
MI,2014,l'anse creuse public schools,50140,633,606,25,2,0
MI,2014,laingsburg community schools,78040,62,38,24,0,0
MI,2014,lake city area school district,57020,73,25,47,1,0
MI,2014,lake fenton community schools,25200,106,23,82,1,0
MI,2014,lake linden-hubbell school district,31130,43,36,6,1,0
MI,2014,lake orion community schools,63230,464,0,463,1,0
MI,2014,lake shore public schools (macomb),50120,210,74,134,2,0
MI,2014,lakeshore school district (berrien),11030,169,140,27,1,1
MI,2014,lakeside charter school - kalamazoo,39900,10,1,8,1,0
MI,2014,lakeview community schools (montcalm),59090,77,62,15,0,0
MI,2014,lakeview public schools (macomb),50130,233,0,228,1,4
MI,2014,lakeview sch. district (calhoun),13090,243,226,13,4,0
MI,2014,lakeville community school district,25280,85,0,85,0,0
MI,2014,lakewood public schools,34090,122,64,56,2,0
MI,2014,lamphere public schools,63280,197,30,167,0,0
MI,2014,landmark academy,74903,59,27,31,1,0
MI,2014,lansing charter academy,33910,42,0,30,11,1
MI,2014,lansing public school district,33020,739,365,356,17,1
MI,2014,lapeer community schools,44010,328,6,316,4,2
MI,2014,lapeer isd  - district created from isd,44000,34,19,14,1,0
MI,2014,laurus academy,63918,41,0,27,12,2
MI,2014,lawrence public schools,80130,38,24,13,0,1
MI,2014,lawton community school district,80140,67,24,41,2,0
MI,2014,leelanau montessori public school academy,45901,6,0,6,0,0
MI,2014,legacy charter academy,82723,43,1,29,12,1
MI,2014,leland public school district,45020,36,29,7,0,0
MI,2014,lenawee isd  - district created from isd,46000,71,28,39,4,0
MI,2014,les cheneaux community schools,49040,20,9,10,1,0
MI,2014,leslie public schools,33100,97,41,54,2,0
MI,2014,lewis cass isd  - district created from isd,14000,18,12,6,0,0
MI,2014,life skills center of pontiac,63920,7,3,2,0,2
MI,2014,lifetech academy,23900,3,0,3,0,0
MI,2014,lighthouse academy,41922,47,1,35,9,2
MI,2014,lincoln consolidated school district,81070,252,127,124,0,1
MI,2014,"lincoln park, school district of the city of",82090,259,114,144,1,0
MI,2014,linden charter academy,25907,42,0,19,21,2
MI,2014,linden community schools,25250,148,115,32,0,1
MI,2014,litchfield community schools,30040,22,5,13,3,1
MI,2014,livingston esa  - district created from isd,47000,31,14,17,0,0
MI,2014,livonia public schools school district,82095,908,303,599,5,1
MI,2014,lowell area schools,41170,217,121,94,1,1
MI,2014,ludington area school district,53040,130,13,112,5,0
MI,2014,macdowell preparatory academy,82747,28,0,25,2,1
MI,2014,mackinac island public schools,49110,10,0,10,0,0
MI,2014,mackinac preparatory academy,53900,14,14,0,0,0
MI,2014,mackinaw city public schools,16070,19,14,5,0,0
MI,2014,macomb academy,50901,8,4,4,0,0
MI,2014,macomb isd  - district created from isd,50000,179,56,122,1,0
MI,2014,macomb montessori academy,50914,5,0,5,0,0
MI,2014,madison academy,25911,40,0,40,0,0
MI,2014,madison district public schools,63140,83,12,67,4,0
MI,2014,madison school district (lenawee),46090,113,44,67,1,1
MI,2014,madison-carver academy,82742,14,0,12,1,1
MI,2014,mancelona public schools,5070,60,13,44,2,1
MI,2014,manchester community schools,81080,67,51,14,2,0
MI,2014,manistee area public schools,51070,83,5,77,1,0
MI,2014,manistee isd  - district created from isd,51000,5,3,2,0,0
MI,2014,manistique area schools,77010,46,32,13,0,1
MI,2014,manton consolidated schools,83060,56,31,24,0,1
MI,2014,maple valley schools,23065,65,28,36,1,0
MI,2014,mar lee school district,13095,21,14,7,0,0
MI,2014,marcellus community schools,14050,40,7,33,0,0
MI,2014,marion public schools,67050,34,28,6,0,0
MI,2014,marlette community schools,76140,55,0,55,0,0
MI,2014,marquette area public schools,52170,190,109,77,4,0
MI,2014,marquette-alger resa  - district created from isd,52000,7,6,1,0,0
MI,2014,marshall academy,13903,16,12,4,0,0
MI,2014,marshall public schools,13110,165,64,98,3,0
MI,2014,"martin luther king, jr. education center academy",82910,20,7,13,0,0
MI,2014,martin public schools,3060,36,7,29,0,0
MI,2014,marvin l. winans academy of performing arts,82924,63,4,56,0,3
MI,2014,marysville public schools,74100,143,5,138,0,0
MI,2014,mason consolidated schools (monroe),58090,78,0,77,0,1
MI,2014,mason county central schools,53010,77,28,48,1,0
MI,2014,mason county eastern schools,53020,34,7,27,0,0
MI,2014,mason public schools (ingham),33130,177,129,48,0,0
MI,2014,mattawan consolidated school,80150,199,27,167,5,0
MI,2014,mayville community school district,79090,50,15,35,0,0
MI,2014,mcbain rural agricultural schools,57030,61,27,33,1,0
MI,2014,mecosta-osceola isd  - district created from isd,54000,56,12,38,4,2
MI,2014,melvindale-north allen park schools,82045,137,64,70,3,0
MI,2014,memphis community schools,74120,59,22,37,0,0
MI,2014,mendon community school district,75060,45,8,37,0,0
MI,2014,menominee area public schools,55100,105,49,55,1,0
MI,2014,menominee isd  - district created from isd,55000,3,0,3,0,0
MI,2014,meridian public schools,56050,87,62,21,4,0
MI,2014,merrill community schools,73230,53,25,28,0,0
MI,2014,merritt academy,50906,35,0,35,0,0
MI,2014,mesick consolidated schools,83070,43,42,1,0,0
MI,2014,metro charter academy,82967,40,2,29,8,1
MI,2014,michigan center school district,38120,82,61,21,0,0
MI,2014,michigan connections academy,33911,63,4,59,0,0
MI,2014,michigan educational choice center,82751,87,68,19,0,0
MI,2014,michigan great lakes virtual academy,51905,102,102,0,0,0
MI,2014,michigan mathematics and science academy,63924,36,27,8,0,1
MI,2014,michigan school for the arts,63927,26,0,24,0,2
MI,2014,michigan school for the deaf,84050,23,0,23,0,0
MI,2014,michigan technical academy,82907,62,0,14,32,16
MI,2014,michigan virtual charter academy,41925,221,221,0,0,0
MI,2014,mid peninsula school district,21135,14,0,14,0,0
MI,2014,mid-michigan leadership academy,33904,21,0,15,6,0
MI,2014,midland academy of advanced and creative studies,56902,20,20,0,0,0
MI,2014,midland county educational service agency  - district created from isd,56000,27,17,10,0,0
MI,2014,midland public schools,56010,494,189,302,3,0
MI,2014,milan area schools,81100,115,16,98,1,0
MI,2014,mildred c. wells preparatory academy,11904,9,0,8,1,0
