MI School Data,
Educator Effectiveness Trend Statewide: 2018-19 / Teachers,
School Year,Location Name,Location Type,Location Code,Assignment Type,Total Count,HighlyEffective Count,Effective Count,MinimallyEffective Count,Effective Or More Count ,Minimally Effective Or Less Count,Ineffective Count,Highly Effective Percentage,Effective Percentage,Effective Or More Percentage,Minimally Effective Percentage,Minimally Effective Or Less Percentage,Ineffective Percentage,
2012-13,Bridge Academy,District,82983,Teacher,38,0,33,5,33,5,0,0%,87%,87%,13%,13%,0%,
2012-13,Bridgeport-Spaulding Community School District,District,73180,Teacher,97,22,70,5,92,5,0,23%,72%,95%,5%,5%,0%,
2012-13,Bridgman Public Schools,District,11340,Teacher,75,42,33,0,75,0,0,56%,44%,100%,0%,0%,0%,
2012-13,Brighton Area Schools,District,47010,Teacher,329,111,207,10,318,11,1,34%,63%,97%,3%,3%,0%,
2012-13,Brimley Area Schools,District,17140,Teacher,40,0,40,0,40,0,0,0%,100%,100%,0%,0%,0%,
2012-13,Britton Deerfield Schools,District,46050,Teacher,53,0,51,1,51,2,1,0%,96%,96%,2%,4%,2%,
2012-13,Bronson Community School District,District,12020,Teacher,64,27,37,0,64,0,0,42%,58%,100%,0%,0%,0%,
2012-13,Brown City Community Schools,District,76060,Teacher,66,10,54,2,64,2,0,15%,82%,97%,3%,3%,0%,
2012-13,Buchanan Community Schools,District,11310,Teacher,94,42,52,0,94,0,0,45%,55%,100%,0%,0%,0%,
2012-13,Buckley Community Schools,District,28035,Teacher,28,7,21,0,28,0,0,25%,75%,100%,0%,0%,0%,
2012-13,Bullock Creek School District,District,56020,Teacher,121,46,73,2,119,2,0,38%,60%,98%,2%,2%,0%,
2012-13,Burr Oak Community School District,District,75020,Teacher,28,14,14,0,28,0,0,50%,50%,100%,0%,0%,0%,
2012-13,Burt Township School District,District,02020,Teacher,5,0,5,0,5,0,0,0%,100%,100%,0%,0%,0%,
2012-13,Burton Glen Charter Academy,District,25909,Teacher,40,1,30,8,31,9,1,3%,75%,78%,20%,23%,3%,
2012-13,Byron Area Schools,District,78020,Teacher,78,15,59,2,74,4,2,19%,76%,95%,3%,5%,3%,
2012-13,Byron Center Charter School,District,41908,Teacher,22,7,15,0,22,0,0,32%,68%,100%,0%,0%,0%,
2012-13,Byron Center Public Schools,District,41040,Teacher,207,33,159,11,192,15,4,16%,77%,93%,5%,7%,2%,
2012-13,C.O.O.R. ISD  - District created from ISD,District,72000,Teacher,13,4,7,1,11,2,1,31%,54%,85%,8%,15%,8%,
2012-13,Cadillac Area Public Schools,District,83010,Teacher,217,63,149,5,212,5,0,29%,69%,98%,2%,2%,0%,
2012-13,Caledonia Community Schools,District,41050,Teacher,285,49,236,0,285,0,0,17%,83%,100%,0%,0%,0%,
2012-13,Calhoun Intermediate School District  - District created from ISD,District,13000,Teacher,67,6,59,1,65,2,1,9%,88%,97%,1%,3%,1%,
2012-13,Camden-Frontier School,District,30010,Teacher,49,0,49,0,49,0,0,0%,100%,100%,0%,0%,0%,
2012-13,Caniff Liberty Academy,District,82745,Teacher,13,0,13,0,13,0,0,0%,100%,100%,0%,0%,0%,
2012-13,Canton Charter Academy,District,82968,Teacher,36,5,26,5,31,5,0,14%,72%,86%,14%,14%,0%,
2012-13,Capac Community Schools,District,74040,Teacher,76,4,68,3,72,4,1,5%,89%,95%,4%,5%,1%,
2012-13,Capstone Academy Charter School (SDA),District,82752,Teacher,7,4,3,0,7,0,0,57%,43%,100%,0%,0%,0%,
2012-13,Carman-Ainsworth Community Schools,District,25080,Teacher,274,6,259,9,265,9,0,2%,95%,97%,3%,3%,0%,
2012-13,Carney-Nadeau Public Schools,District,55010,Teacher,18,9,9,0,18,0,0,50%,50%,100%,0%,0%,0%,
2012-13,Caro Community Schools,District,79020,Teacher,105,25,76,2,101,4,2,24%,72%,96%,2%,4%,2%,
2012-13,Carrollton Public Schools,District,73030,Teacher,129,38,90,1,128,1,0,29%,70%,99%,1%,1%,0%,
2012-13,Carson City-Crystal Area Schools,District,59020,Teacher,67,28,37,2,65,2,0,42%,55%,97%,3%,3%,0%,
2012-13,Carsonville-Port Sanilac School District,District,76070,Teacher,37,10,27,0,37,0,0,27%,73%,100%,0%,0%,0%,
2012-13,Casa Richard Academy,District,82902,Teacher,8,4,4,0,8,0,0,50%,50%,100%,0%,0%,0%,
2012-13,Caseville Public Schools,District,32030,Teacher,18,0,18,0,18,0,0,0%,100%,100%,0%,0%,0%,
2012-13,Casman Alternative Academy,District,51903,Teacher,8,5,1,1,6,2,1,63%,13%,75%,13%,25%,13%,
2012-13,Cass City Public Schools,District,79030,Teacher,58,0,58,0,58,0,0,0%,100%,100%,0%,0%,0%,
2012-13,Cassopolis Public Schools,District,14010,Teacher,61,10,49,2,59,2,0,16%,80%,97%,3%,3%,0%,
2012-13,Cedar Springs Public Schools,District,41070,Teacher,194,175,17,2,192,2,0,90%,9%,99%,1%,1%,0%,
2012-13,Center for Literacy and Creativity,District,82949,Teacher,9,3,6,0,9,0,0,33%,67%,100%,0%,0%,0%,
2012-13,Center Line Public Schools,District,50010,Teacher,146,18,125,3,143,3,0,12%,86%,98%,2%,2%,0%,
2012-13,Central Academy,District,81902,Teacher,32,0,26,4,26,6,2,0%,81%,81%,13%,19%,6%,
2012-13,Central Lake Public Schools,District,05035,Teacher,24,0,24,0,24,0,0,0%,100%,100%,0%,0%,0%,
2012-13,Central Montcalm Public Schools,District,59125,Teacher,103,34,69,0,103,0,0,33%,67%,100%,0%,0%,0%,
2012-13,Centreville Public Schools,District,75030,Teacher,61,36,25,0,61,0,0,59%,41%,100%,0%,0%,0%,
2012-13,Cesar Chavez Academy,District,82918,Teacher,139,6,122,10,128,11,1,4%,88%,92%,7%,8%,1%,
2012-13,Chandler Park Academy,District,82923,Teacher,107,52,53,0,105,2,2,49%,50%,98%,0%,2%,2%,
2012-13,Chandler Woods Charter Academy,District,41920,Teacher,38,5,32,1,37,1,0,13%,84%,97%,3%,3%,0%,
2012-13,Charlevoix Montessori Academy for the Arts,District,15902,Teacher,10,1,9,0,10,0,0,10%,90%,100%,0%,0%,0%,
2012-13,Charlevoix Public Schools,District,15050,Teacher,69,39,30,0,69,0,0,57%,43%,100%,0%,0%,0%,
2012-13,Charlevoix-Emmet ISD  - District created from ISD,District,15000,Teacher,22,0,21,0,21,1,1,0%,95%,95%,0%,5%,5%,
2012-13,Charlotte Public Schools,District,23030,Teacher,165,1,161,3,162,3,0,1%,98%,98%,2%,2%,0%,
2012-13,Charlton Heston Academy,District,72901,Teacher,16,16,0,0,16,0,0,100%,0%,100%,0%,0%,0%,
2012-13,Charyl Stockwell Academy,District,47902,Teacher,62,16,40,6,56,6,0,26%,65%,90%,10%,10%,0%,
2012-13,Chassell Township School District,District,31050,Teacher,18,10,8,0,18,0,0,56%,44%,100%,0%,0%,0%,
2012-13,Chatfield School,District,44901,Teacher,26,8,18,0,26,0,0,31%,69%,100%,0%,0%,0%,
2012-13,Cheb-Otsego-Presque Isle ESD  - District created from ISD,District,16000,Teacher,11,2,9,0,11,0,0,18%,82%,100%,0%,0%,0%,
2012-13,Cheboygan Area Schools,District,16015,Teacher,101,27,74,0,101,0,0,27%,73%,100%,0%,0%,0%,
2012-13,Chelsea School District,District,81040,Teacher,140,87,53,0,140,0,0,62%,38%,100%,0%,0%,0%,
2012-13,Chesaning Union Schools,District,73110,Teacher,92,24,65,3,89,3,0,26%,71%,97%,3%,3%,0%,
2012-13,Chippewa Hills School District,District,54025,Teacher,124,66,49,7,115,9,2,53%,40%,93%,6%,7%,2%,
2012-13,Chippewa Valley Schools,District,50080,Teacher,865,787,74,4,861,4,0,91%,9%,100%,0%,0%,0%,
2012-13,Church School District,District,32040,Teacher,2,0,1,1,1,1,0,0%,50%,50%,50%,50%,0%,
2012-13,Clara B. Ford Academy (SDA),District,82996,Teacher,24,2,18,4,20,4,0,8%,75%,83%,17%,17%,0%,
2012-13,Clare Public Schools,District,18010,Teacher,90,0,90,0,90,0,0,0%,100%,100%,0%,0%,0%,
2012-13,Clare-Gladwin Regional Education Service District  - District created from ISD,District,18000,Teacher,20,0,20,0,20,0,0,0%,100%,100%,0%,0%,0%,
2012-13,Clarenceville School District,District,63090,Teacher,114,48,66,0,114,0,0,42%,58%,100%,0%,0%,0%,
2012-13,Clarkston Community School District,District,63190,Teacher,463,267,191,5,458,5,0,58%,41%,99%,1%,1%,0%,
2012-13,Clawson Public Schools,District,63270,Teacher,136,0,131,4,131,5,1,0%,96%,96%,3%,4%,1%,
2012-13,Climax-Scotts Community Schools,District,39020,Teacher,44,15,28,1,43,1,0,34%,64%,98%,2%,2%,0%,
2012-13,Clinton Community Schools,District,46060,Teacher,76,56,17,0,73,3,3,74%,22%,96%,0%,4%,4%,
2012-13,Clinton County RESA  - District created from ISD,District,19000,Teacher,20,5,15,0,20,0,0,25%,75%,100%,0%,0%,0%,
2012-13,Clintondale Community Schools,District,50070,Teacher,160,95,63,1,158,2,1,59%,39%,99%,1%,1%,1%,
2012-13,Clio Area School District,District,25150,Teacher,176,0,176,0,176,0,0,0%,100%,100%,0%,0%,0%,
2012-13,Coldwater Community Schools,District,12010,Teacher,180,4,166,9,170,10,1,2%,92%,94%,5%,6%,1%,
2012-13,Cole Academy,District,33901,Teacher,10,7,3,0,10,0,0,70%,30%,100%,0%,0%,0%,
2012-13,Coleman Community Schools,District,56030,Teacher,44,6,35,3,41,3,0,14%,80%,93%,7%,7%,0%,
2012-13,Colfax Township S/D #1F,District,32260,Teacher,2,1,1,0,2,0,0,50%,50%,100%,0%,0%,0%,
2012-13,Coloma Community Schools,District,11330,Teacher,125,3,117,2,120,5,3,2%,94%,96%,2%,4%,2%,
2012-13,Colon Community School District,District,75040,Teacher,43,9,34,0,43,0,0,21%,79%,100%,0%,0%,0%,
2012-13,Columbia School District,District,38040,Teacher,80,56,24,0,80,0,0,70%,30%,100%,0%,0%,0%,
2012-13,Commonwealth Community Development Academy,District,82919,Teacher,18,4,11,1,15,3,2,22%,61%,83%,6%,17%,11%,
2012-13,Comstock Park Public Schools,District,41080,Teacher,140,0,133,7,133,7,0,0%,95%,95%,5%,5%,0%,
2012-13,Comstock Public Schools,District,39030,Teacher,130,83,41,4,124,6,2,64%,32%,95%,3%,5%,2%,
2012-13,Concord Academy - Boyne,District,15901,Teacher,17,2,12,3,14,3,0,12%,71%,82%,18%,18%,0%,
2012-13,Concord Academy - Petoskey,District,24901,Teacher,21,0,18,3,18,3,0,0%,86%,86%,14%,14%,0%,
2012-13,Concord Community Schools,District,38080,Teacher,56,12,44,0,56,0,0,21%,79%,100%,0%,0%,0%,
2012-13,Conner Creek Academy East,District,50902,Teacher,72,27,39,4,66,6,2,38%,54%,92%,6%,8%,3%,
2012-13,Constantine Public School District,District,75050,Teacher,97,48,47,0,95,2,2,49%,48%,98%,0%,2%,2%,
2012-13,Coopersville Area Public School District,District,70120,Teacher,134,45,87,1,132,2,1,34%,65%,99%,1%,2%,1%,
2012-13,Copper Country ISD  - District created from ISD,District,31000,Teacher,13,2,10,1,12,1,0,15%,77%,92%,8%,8%,0%,
2012-13,Cornerstone Health and Technology School,District,82741,Teacher,4,1,2,0,3,1,1,25%,50%,75%,0%,25%,25%,
2012-13,Corunna Public Schools,District,78100,Teacher,137,56,81,0,137,0,0,41%,59%,100%,0%,0%,0%,
2012-13,Countryside Academy,District,11901,Teacher,34,1,33,0,34,0,0,3%,97%,100%,0%,0%,0%,
2012-13,Covenant House Academy Detroit,District,82991,Teacher,10,0,10,0,10,0,0,0%,100%,100%,0%,0%,0%,
2012-13,Covenant House Academy East,District,82990,Teacher,8,0,8,0,8,0,0,0%,100%,100%,0%,0%,0%,
2012-13,Covenant House Academy Southwest,District,82989,Teacher,9,0,9,0,9,0,0,0%,100%,100%,0%,0%,0%,
2012-13,Covert Public Schools,District,80040,Teacher,41,12,26,2,38,3,1,29%,63%,93%,5%,7%,2%,
2012-13,Crawford AuSable Schools,District,20015,Teacher,108,12,89,7,101,7,0,11%,82%,94%,6%,6%,0%,
2012-13,Creative Montessori Academy,District,82969,Teacher,31,0,30,1,30,1,0,0%,97%,97%,3%,3%,0%,
2012-13,Creative Technologies Academy,District,41918,Teacher,20,11,9,0,20,0,0,55%,45%,100%,0%,0%,0%,
2012-13,Crescent Academy,District,63921,Teacher,72,17,42,6,59,13,7,24%,58%,82%,8%,18%,10%,
2012-13,Crestwood School District,District,82230,Teacher,206,18,188,0,206,0,0,9%,91%,100%,0%,0%,0%,
2012-13,Cross Creek Charter Academy,District,41916,Teacher,38,4,32,2,36,2,0,11%,84%,95%,5%,5%,0%,
2012-13,Crossroads Charter Academy,District,54901,Teacher,55,37,18,0,55,0,0,67%,33%,100%,0%,0%,0%,
2012-13,Croswell-Lexington Community Schools,District,76080,Teacher,127,9,114,4,123,4,0,7%,90%,97%,3%,3%,0%,
2012-13,Da Vinci Institute,District,38901,Teacher,21,0,17,4,17,4,0,0%,81%,81%,19%,19%,0%,
2012-13,Dansville Schools,District,33040,Teacher,55,21,29,5,50,5,0,38%,53%,91%,9%,9%,0%,
2012-13,David Ellis Academy,District,82947,Teacher,16,0,15,1,15,1,0,0%,94%,94%,6%,6%,0%,
2012-13,David Ellis Academy West,District,82994,Teacher,33,3,26,3,29,4,1,9%,79%,88%,9%,12%,3%,
2012-13,Davison Community Schools,District,25140,Teacher,288,182,98,5,280,8,3,63%,34%,97%,2%,3%,1%,
2012-13,Dearborn City School District,District,82030,Teacher,"1,235",389,830,13,"1,219",16,3,32%,67%,99%,1%,1%,0%,
2012-13,Dearborn Heights School District #7,District,82040,Teacher,155,54,99,2,153,2,0,35%,64%,99%,1%,1%,0%,
2012-13,Decatur Public Schools,District,80050,Teacher,64,3,61,0,64,0,0,5%,95%,100%,0%,0%,0%,
2012-13,Deckerville Community School District,District,76090,Teacher,37,0,37,0,37,0,0,0%,100%,100%,0%,0%,0%,
2012-13,Delta-Schoolcraft ISD  - District created from ISD,District,21000,Teacher,29,27,1,1,28,1,0,93%,3%,97%,3%,3%,0%,
2012-13,Delton Kellogg Schools,District,08010,Teacher,90,48,42,0,90,0,0,53%,47%,100%,0%,0%,0%,
2012-13,DeTour Area Schools,District,17050,Teacher,16,2,14,0,16,0,0,13%,88%,100%,0%,0%,0%,
2012-13,DeTour Arts and Technology Academy,District,17903,Teacher,9,1,8,0,9,0,0,11%,89%,100%,0%,0%,0%,
2012-13,Detroit Academy of Arts and Sciences,District,82929,Teacher,50,48,2,0,50,0,0,96%,4%,100%,0%,0%,0%,
2012-13,Detroit Community Schools,District,82925,Teacher,58,44,12,0,56,2,2,76%,21%,97%,0%,3%,3%,
2012-13,Detroit Edison Public School Academy,District,82945,Teacher,60,0,16,40,16,44,4,0%,27%,27%,67%,73%,7%,
2012-13,Detroit Enterprise Academy,District,82979,Teacher,37,5,19,13,24,13,0,14%,51%,65%,35%,35%,0%,
2012-13,Detroit Innovation Academy,District,82739,Teacher,9,3,4,2,7,2,0,33%,44%,78%,22%,22%,0%,
2012-13,Detroit Leadership Academy,District,82722,Teacher,23,0,21,2,21,2,0,0%,91%,91%,9%,9%,0%,
2012-13,Detroit Merit Charter Academy,District,82974,Teacher,41,6,29,6,35,6,0,15%,71%,85%,15%,15%,0%,
2012-13,Detroit Premier Academy,District,82985,Teacher,44,4,26,10,30,14,4,9%,59%,68%,23%,32%,9%,
2012-13,Detroit Public Schools Community District,District,82015,Teacher,"3,235","2,456",636,85,"3,092",143,58,76%,20%,96%,3%,4%,2%,
2012-13,Detroit Service Learning Academy,District,82953,Teacher,53,27,19,1,46,7,6,51%,36%,87%,2%,13%,11%,
2012-13,Detroit West Preparatory Academy,District,82909,Teacher,13,0,13,0,13,0,0,0%,100%,100%,0%,0%,0%,
2012-13,DeWitt Public Schools,District,19010,Teacher,164,74,89,1,163,1,0,45%,54%,99%,1%,1%,0%,
2012-13,Dexter Community School District,District,81050,Teacher,234,78,154,2,232,2,0,33%,66%,99%,1%,1%,0%,
2012-13,Dickinson-Iron ISD  - District created from ISD,District,22000,Teacher,16,7,9,0,16,0,0,44%,56%,100%,0%,0%,0%,
2012-13,Discovery Arts and Technology PSA,District,82988,Teacher,17,7,10,0,17,0,0,41%,59%,100%,0%,0%,0%,
2012-13,Dollar Bay-Tamarack City Area  K-12 School,District,31100,Teacher,24,6,18,0,24,0,0,25%,75%,100%,0%,0%,0%,
2012-13,Dove Academy of Detroit,District,82930,Teacher,31,0,13,14,13,18,4,0%,42%,42%,45%,58%,13%,
2012-13,Dowagiac Union School District,District,14020,Teacher,158,46,110,2,156,2,0,29%,70%,99%,1%,1%,0%,
2012-13,Dr. Charles Drew Academy,District,82984,Teacher,24,0,19,1,19,5,4,0%,79%,79%,4%,21%,17%,
2012-13,Dr. Joseph F. Pollack Academic Center of Excellence,District,63910,Teacher,45,0,37,8,37,8,0,0%,82%,82%,18%,18%,0%,
2012-13,Dream Academy,District,11905,Teacher,8,0,5,3,5,3,0,0%,63%,63%,38%,38%,0%,
2012-13,Dryden Community Schools,District,44050,Teacher,40,12,28,0,40,0,0,30%,70%,100%,0%,0%,0%,
2012-13,Dundee Community Schools,District,58050,Teacher,87,14,72,1,86,1,0,16%,83%,99%,1%,1%,0%,
2012-13,Durand Area Schools,District,78030,Teacher,101,15,84,2,99,2,0,15%,83%,98%,2%,2%,0%,
2012-13,Eagle Crest Charter Academy,District,70906,Teacher,43,5,37,1,42,1,0,12%,86%,98%,2%,2%,0%,
2012-13,East Arbor Charter Academy,District,81910,Teacher,36,5,28,3,33,3,0,14%,78%,92%,8%,8%,0%,
2012-13,East China School District,District,74050,Teacher,281,21,259,0,280,1,1,7%,92%,100%,0%,0%,0%,
2012-13,East Grand Rapids Public Schools,District,41090,Teacher,183,0,180,3,180,3,0,0%,98%,98%,2%,2%,0%,
2012-13,East Jackson Community Schools,District,38090,Teacher,72,2,66,3,68,4,1,3%,92%,94%,4%,6%,1%,
2012-13,East Jordan Public Schools,District,15060,Teacher,61,30,28,3,58,3,0,49%,46%,95%,5%,5%,0%,
2012-13,East Lansing School District,District,33010,Teacher,234,110,115,4,225,9,5,47%,49%,96%,2%,4%,2%,
2012-13,Eastern Upper Peninsula ISD  - District created from ISD,District,17000,Teacher,6,0,6,0,6,0,0,0%,100%,100%,0%,0%,0%,
2012-13,Easton Township S/D #6,District,34340,Teacher,2,0,2,0,2,0,0,0%,100%,100%,0%,0%,0%,
2012-13,Eastpointe Community Schools,District,50020,Teacher,235,55,166,13,221,14,1,23%,71%,94%,6%,6%,0%,
2012-13,Eaton Academy,District,82915,Teacher,35,0,3,32,3,32,0,0%,9%,9%,91%,91%,0%,
2012-13,Eaton Rapids Public Schools,District,23050,Teacher,153,10,142,1,152,1,0,7%,93%,99%,1%,1%,0%,
2012-13,Eaton RESA  - District created from ISD,District,23000,Teacher,13,5,7,1,12,1,0,38%,54%,92%,8%,8%,0%,
2012-13,Eau Claire Public Schools,District,11250,Teacher,72,57,15,0,72,0,0,79%,21%,100%,0%,0%,0%,
2012-13,Ecorse Public Schools,District,82250,Teacher,66,0,66,0,66,0,0,0%,100%,100%,0%,0%,0%,
2012-13,Education Achievement Authority of Michigan,District,84060,Teacher,271,0,271,0,271,0,0,0%,100%,100%,0%,0%,0%,
2012-13,Edwardsburg Public Schools,District,14030,Teacher,150,18,132,0,150,0,0,12%,88%,100%,0%,0%,0%,
2012-13,El-Hajj Malik El-Shabazz Academy,District,33902,Teacher,20,7,12,0,19,1,1,35%,60%,95%,0%,5%,5%,
2012-13,Elk Rapids Schools,District,05060,Teacher,75,46,29,0,75,0,0,61%,39%,100%,0%,0%,0%,
2012-13,Elkton-Pigeon-Bay Port Laker Schools,District,32050,Teacher,66,43,23,0,66,0,0,65%,35%,100%,0%,0%,0%,
2012-13,Ellsworth Community School,District,05065,Teacher,19,0,19,0,19,0,0,0%,100%,100%,0%,0%,0%,
2012-13,Elm River Township School District,District,31070,Teacher,2,1,1,0,2,0,0,50%,50%,100%,0%,0%,0%,
2012-13,Endeavor Charter Academy,District,13902,Teacher,36,2,20,14,22,14,0,6%,56%,61%,39%,39%,0%,
2012-13,Engadine Consolidated Schools,District,49055,Teacher,18,14,4,0,18,0,0,78%,22%,100%,0%,0%,0%,
2012-13,Escanaba Area Public Schools,District,21010,Teacher,156,132,24,0,156,0,0,85%,15%,100%,0%,0%,0%,
2012-13,Escuela Avancemos,District,82744,Teacher,4,0,3,0,3,1,1,0%,75%,75%,0%,25%,25%,
2012-13,Essexville-Hampton Public Schools,District,09050,Teacher,110,109,1,0,110,0,0,99%,1%,100%,0%,0%,0%,
2012-13,Evart Public Schools,District,67020,Teacher,65,2,60,3,62,3,0,3%,92%,95%,5%,5%,0%,
2012-13,Evergreen Academy,District,39908,Teacher,2,2,0,0,2,0,0,100%,0%,100%,0%,0%,0%,
2012-13,Ewen-Trout Creek Consolidated School District,District,66045,Teacher,19,8,8,1,16,3,2,42%,42%,84%,5%,16%,11%,
2012-13,Excel Charter Academy,District,41905,Teacher,76,8,54,10,62,14,4,11%,71%,82%,13%,18%,5%,
2012-13,Excelsior Township S/D #1,District,40060,Teacher,4,0,4,0,4,0,0,0%,100%,100%,0%,0%,0%,
2012-13,Fairview Area School District,District,68030,Teacher,25,6,18,0,24,1,1,24%,72%,96%,0%,4%,4%,
2012-13,Farmington Public School District,District,63200,Teacher,787,0,781,6,781,6,0,0%,99%,99%,1%,1%,0%,
2012-13,Farwell Area Schools,District,18020,Teacher,97,30,64,3,94,3,0,31%,66%,97%,3%,3%,0%,
2012-13,Faxon Language Immersion Academy,District,63926,Teacher,6,2,4,0,6,0,0,33%,67%,100%,0%,0%,0%,
2012-13,Fennville Public Schools,District,03050,Teacher,90,11,76,2,87,3,1,12%,84%,97%,2%,3%,1%,
2012-13,Fenton Area Public Schools,District,25100,Teacher,193,0,191,0,191,2,2,0%,99%,99%,0%,1%,1%,
2012-13,Ferndale Public Schools,District,63020,Teacher,229,74,145,9,219,10,1,32%,63%,96%,4%,4%,0%,
2012-13,Fitzgerald Public Schools,District,50090,Teacher,178,4,170,3,174,4,1,2%,96%,98%,2%,2%,1%,
2012-13,Flagship Charter Academy,District,82997,Teacher,42,1,31,10,32,10,0,2%,74%,76%,24%,24%,0%,
2012-13,Flat River Academy,District,41911,Teacher,18,2,15,1,17,1,0,11%,83%,94%,6%,6%,0%,
2012-13,Flat Rock Community Schools,District,82180,Teacher,101,0,101,0,101,0,0,0%,100%,100%,0%,0%,0%,
2012-13,FlexTech High School,District,47903,Teacher,13,3,10,0,13,0,0,23%,77%,100%,0%,0%,0%,
2012-13,"Flint, School District of the City of",District,25010,Teacher,645,0,614,25,614,31,6,0%,95%,95%,4%,5%,1%,
2012-13,Flushing Community Schools,District,25120,Teacher,257,47,209,1,256,1,0,18%,81%,100%,0%,0%,0%,
2012-13,Forest Academy,District,39907,Teacher,16,4,12,0,16,0,0,25%,75%,100%,0%,0%,0%,
2012-13,Forest Area Community Schools,District,40020,Teacher,45,0,42,1,42,3,2,0%,93%,93%,2%,7%,4%,
2012-13,Forest Hills Public Schools,District,41110,Teacher,667,172,491,4,663,4,0,26%,74%,99%,1%,1%,0%,
2012-13,Forest Park School District,District,36015,Teacher,31,4,26,1,30,1,0,13%,84%,97%,3%,3%,0%,
2012-13,Fortis Academy,District,81906,Teacher,40,0,19,21,19,21,0,0%,48%,48%,53%,53%,0%,
2012-13,Four Corners Montessori Academy,District,63923,Teacher,19,0,19,0,19,0,0,0%,100%,100%,0%,0%,0%,
2012-13,Fowler Public Schools,District,19070,Teacher,43,23,20,0,43,0,0,53%,47%,100%,0%,0%,0%,
2012-13,Fowlerville Community Schools,District,47030,Teacher,173,17,151,5,168,5,0,10%,87%,97%,3%,3%,0%,
2012-13,Francis Reh PSA,District,73909,Teacher,23,0,20,3,20,3,0,0%,87%,87%,13%,13%,0%,
2012-13,Frankenmuth School District,District,73190,Teacher,70,46,20,4,66,4,0,66%,29%,94%,6%,6%,0%,
2012-13,Frankfort-Elberta Area Schools,District,10025,Teacher,39,0,39,0,39,0,0,0%,100%,100%,0%,0%,0%,
2012-13,Fraser Public Schools,District,50100,Teacher,335,0,333,0,333,2,2,0%,99%,99%,0%,1%,1%,
2012-13,Freeland Community School District,District,73200,Teacher,101,50,48,3,98,3,0,50%,48%,97%,3%,3%,0%,
2012-13,Fremont Public School District,District,62040,Teacher,127,37,86,1,123,4,3,29%,68%,97%,1%,3%,2%,
2012-13,Frontier International Academy,District,82987,Teacher,16,0,10,6,10,6,0,0%,63%,63%,38%,38%,0%,
2012-13,Fruitport Community Schools,District,61080,Teacher,183,0,183,0,183,0,0,0%,100%,100%,0%,0%,0%,
2012-13,Fulton Schools,District,29050,Teacher,58,10,47,1,57,1,0,17%,81%,98%,2%,2%,0%,
2012-13,Galesburg-Augusta Community Schools,District,39050,Teacher,73,45,27,1,72,1,0,62%,37%,99%,1%,1%,0%,
2012-13,Garden City Public Schools,District,82050,Teacher,361,299,61,1,360,1,0,83%,17%,100%,0%,0%,0%,
2012-13,Gaudior Academy,District,82911,Teacher,18,3,15,0,18,0,0,17%,83%,100%,0%,0%,0%,
2012-13,Gaylord Community Schools,District,69020,Teacher,172,56,106,10,162,10,0,33%,62%,94%,6%,6%,0%,
2012-13,GEE Edmonson Academy,District,82731,Teacher,23,0,9,12,9,14,2,0%,39%,39%,52%,61%,9%,
2012-13,GEE White Academy,District,82732,Teacher,26,0,14,11,14,12,1,0%,54%,54%,42%,46%,4%,
2012-13,Genesee ISD  - District created from ISD,District,25000,Teacher,111,4,106,1,110,1,0,4%,96%,99%,1%,1%,0%,
2012-13,Genesee School District,District,25070,Teacher,47,19,26,2,45,2,0,40%,55%,96%,4%,4%,0%,
2012-13,George Crockett Academy,District,82937,Teacher,53,0,47,6,47,6,0,0%,89%,89%,11%,11%,0%,
2012-13,George Washington Carver Academy,District,82963,Teacher,19,3,13,3,16,3,0,16%,68%,84%,16%,16%,0%,
2012-13,Gibraltar School District,District,82290,Teacher,196,178,18,0,196,0,0,91%,9%,100%,0%,0%,0%,
2012-13,Gladstone Area Schools,District,21025,Teacher,90,82,7,0,89,1,1,91%,8%,99%,0%,1%,1%,
2012-13,Gladwin Community Schools,District,26040,Teacher,106,33,72,0,105,1,1,31%,68%,99%,0%,1%,1%,
2012-13,Glen Lake Community Schools,District,45010,Teacher,61,38,21,2,59,2,0,62%,34%,97%,3%,3%,0%,
2012-13,Glenn Public School District,District,03440,Teacher,6,0,6,0,6,0,0,0%,100%,100%,0%,0%,0%,
2012-13,Global Heights Academy,District,82725,Teacher,14,0,6,7,6,8,1,0%,43%,43%,50%,57%,7%,
2012-13,Global Preparatory Academy,District,50904,Teacher,17,0,13,0,13,4,4,0%,76%,76%,0%,24%,24%,
2012-13,Gobles Public School District,District,80110,Teacher,52,27,22,3,49,3,0,52%,42%,94%,6%,6%,0%,
2012-13,Godfrey-Lee Public Schools,District,41120,Teacher,135,72,61,2,133,2,0,53%,45%,99%,1%,1%,0%,
2012-13,Godwin Heights Public Schools,District,41020,Teacher,123,15,97,10,112,11,1,12%,79%,91%,8%,9%,1%,
2012-13,Gogebic-Ontonagon ISD  - District created from ISD,District,27000,Teacher,11,3,8,0,11,0,0,27%,73%,100%,0%,0%,0%,
2012-13,Goodrich Area Schools,District,25050,Teacher,109,30,78,1,108,1,0,28%,72%,99%,1%,1%,0%,
2012-13,Grand Blanc Academy,District,25903,Teacher,32,4,27,1,31,1,0,13%,84%,97%,3%,3%,0%,
2012-13,Grand Blanc Community Schools,District,25030,Teacher,425,315,107,3,422,3,0,74%,25%,99%,1%,1%,0%,
2012-13,Grand Haven Area Public Schools,District,70010,Teacher,411,110,297,4,407,4,0,27%,72%,99%,1%,1%,0%,
