MI School Data,
Educator Effectiveness Trend Statewide: 2018-19 / Teachers,
School Year,Location Name,Location Type,Location Code,Assignment Type,Total Count,HighlyEffective Count,Effective Count,MinimallyEffective Count,Effective Or More Count ,Minimally Effective Or Less Count,Ineffective Count,Highly Effective Percentage,Effective Percentage,Effective Or More Percentage,Minimally Effective Percentage,Minimally Effective Or Less Percentage,Ineffective Percentage,
2016-17,"Wyandotte, School District of the City of",District,82170,Teacher,294,134,153,1,287,7,6,46%,52%,98%,0%,2%,2%,
2016-17,Wyoming Public Schools,District,41026,Teacher,249,53,186,8,239,10,2,21%,75%,96%,3%,4%,1%,
2016-17,Yale Public Schools,District,74130,Teacher,117,33,83,1,116,1,0,28%,71%,99%,1%,1%,0%,
2016-17,Youth Advancement Academy,District,39906,Teacher,5,0,4,1,4,1,0,0%,80%,80%,20%,20%,0%,
2016-17,Ypsilanti Community Schools,District,81020,Teacher,262,88,162,11,250,12,1,34%,62%,95%,4%,5%,0%,
2016-17,Zeeland Public Schools,District,70350,Teacher,384,281,103,0,384,0,0,73%,27%,100%,0%,0%,0%,
2016-17,Statewide,Statewide,00,Teacher,"94,011","36,464","55,554","1,651","92,018","1,993",342,39%,59%,98%,2%,2%,0%,
2017-18,Academic and Career Education Academy,District,56903,Teacher,7,1,6,0,7,0,0,14%,86%,100%,0%,0%,0%,
2017-18,Academy for Business and Technology,District,82921,Teacher,39,0,24,15,24,15,0,0%,62%,62%,38%,38%,0%,
2017-18,Academy of Warren,District,50911,Teacher,34,0,33,1,33,1,0,0%,97%,97%,3%,3%,0%,
2017-18,ACE Academy (SDA),District,82998,Teacher,7,0,7,0,7,0,0,0%,100%,100%,0%,0%,0%,
2017-18,Achieve Charter Academy,District,82717,Teacher,39,24,13,1,37,2,1,62%,33%,95%,3%,5%,3%,
2017-18,Adams Township School District,District,31020,Teacher,35,34,1,0,35,0,0,97%,3%,100%,0%,0%,0%,
2017-18,Addison Community Schools,District,46020,Teacher,62,59,3,0,62,0,0,95%,5%,100%,0%,0%,0%,
2017-18,Adrian Public Schools,District,46010,Teacher,205,116,89,0,205,0,0,57%,43%,100%,0%,0%,0%,
2017-18,Advanced Technology Academy,District,63914,Teacher,82,30,52,0,82,0,0,37%,63%,100%,0%,0%,0%,
2017-18,AGBU Alex-Marie Manoogian School,District,63901,Teacher,29,28,1,0,29,0,0,97%,3%,100%,0%,0%,0%,
2017-18,Airport Community Schools,District,58020,Teacher,179,87,84,8,171,8,0,49%,47%,96%,4%,4%,0%,
2017-18,Akron-Fairgrove Schools,District,79010,Teacher,21,13,8,0,21,0,0,62%,38%,100%,0%,0%,0%,
2017-18,Alanson Public Schools,District,24030,Teacher,18,10,8,0,18,0,0,56%,44%,100%,0%,0%,0%,
2017-18,Alba Public Schools,District,05010,Teacher,12,0,12,0,12,0,0,0%,100%,100%,0%,0%,0%,
2017-18,Alcona Community Schools,District,01010,Teacher,41,14,26,1,40,1,0,34%,63%,98%,2%,2%,0%,
2017-18,Algonac Community School District,District,74030,Teacher,80,17,63,0,80,0,0,21%,79%,100%,0%,0%,0%,
2017-18,Allegan Area Educational Service Agency  - District created from ISD,District,03000,Teacher,49,21,28,0,49,0,0,43%,57%,100%,0%,0%,0%,
2017-18,Allegan Public Schools,District,03030,Teacher,152,117,32,3,149,3,0,77%,21%,98%,2%,2%,0%,
2017-18,Allen Park Public Schools,District,82020,Teacher,203,130,72,1,202,1,0,64%,35%,100%,0%,0%,0%,
2017-18,Allendale Public Schools,District,70040,Teacher,156,122,33,1,155,1,0,78%,21%,99%,1%,1%,0%,
2017-18,Alma Public Schools,District,29010,Teacher,164,49,114,1,163,1,0,30%,70%,99%,1%,1%,0%,
2017-18,Almont Community Schools,District,44020,Teacher,112,53,59,0,112,0,0,47%,53%,100%,0%,0%,0%,
2017-18,Alpena Public Schools,District,04010,Teacher,235,45,187,3,232,3,0,19%,80%,99%,1%,1%,0%,
2017-18,Alpena-Montmorency-Alcona ESD  - District created from ISD,District,04000,Teacher,4,3,1,0,4,0,0,75%,25%,100%,0%,0%,0%,
2017-18,Alternative Educational Academy of Iosco County,District,35902,Teacher,8,3,5,0,8,0,0,38%,63%,100%,0%,0%,0%,
2017-18,Alternative Educational Academy of Ogemaw County,District,65900,Teacher,7,3,4,0,7,0,0,43%,57%,100%,0%,0%,0%,
2017-18,American International Academy,District,82730,Teacher,19,0,19,0,19,0,0,0%,100%,100%,0%,0%,0%,
2017-18,American Montessori Academy,District,82981,Teacher,36,2,34,0,36,0,0,6%,94%,100%,0%,0%,0%,
2017-18,Anchor Bay School District,District,50040,Teacher,329,112,215,1,327,2,1,34%,65%,99%,0%,1%,0%,
2017-18,Ann Arbor Learning Community,District,81904,Teacher,9,0,6,2,6,3,1,0%,67%,67%,22%,33%,11%,
2017-18,Ann Arbor Public Schools,District,81010,Teacher,"1,478",873,575,28,"1,448",30,2,59%,39%,98%,2%,2%,0%,
2017-18,Arbor Academy,District,13901,Teacher,12,2,6,4,8,4,0,17%,50%,67%,33%,33%,0%,
2017-18,Arbor Preparatory High School,District,81909,Teacher,69,5,62,0,67,2,2,7%,90%,97%,0%,3%,3%,
2017-18,Armada Area Schools,District,50050,Teacher,112,55,55,2,110,2,0,49%,49%,98%,2%,2%,0%,
2017-18,Arts Academy in the Woods,District,50905,Teacher,24,3,21,0,24,0,0,13%,88%,100%,0%,0%,0%,
2017-18,Arts and Technology Academy of Pontiac,District,63915,Teacher,32,5,26,1,31,1,0,16%,81%,97%,3%,3%,0%,
2017-18,Arvon Township School District,District,07010,Teacher,3,2,1,0,3,0,0,67%,33%,100%,0%,0%,0%,
2017-18,Ashley Community Schools,District,29020,Teacher,28,5,21,2,26,2,0,18%,75%,93%,7%,7%,0%,
2017-18,Athens Area Schools,District,13050,Teacher,36,20,14,1,34,2,1,56%,39%,94%,3%,6%,3%,
2017-18,Atherton Community Schools,District,25130,Teacher,57,24,32,1,56,1,0,42%,56%,98%,2%,2%,0%,
2017-18,Atlanta Community Schools,District,60010,Teacher,17,1,15,1,16,1,0,6%,88%,94%,6%,6%,0%,
2017-18,Au Gres-Sims School District,District,06020,Teacher,35,26,9,0,35,0,0,74%,26%,100%,0%,0%,0%,
2017-18,Augusta Academy,District,39909,Teacher,2,1,1,0,2,0,0,50%,50%,100%,0%,0%,0%,
2017-18,AuTrain-Onota Public Schools,District,02010,Teacher,7,7,0,0,7,0,0,100%,0%,100%,0%,0%,0%,
2017-18,Avondale School District,District,63070,Teacher,394,141,250,2,391,3,1,36%,63%,99%,1%,1%,0%,
2017-18,Bad Axe Public Schools,District,32010,Teacher,64,26,35,0,61,3,3,41%,55%,95%,0%,5%,5%,
2017-18,Baldwin Community Schools,District,43040,Teacher,51,9,37,4,46,5,1,18%,73%,90%,8%,10%,2%,
2017-18,Bangor Public Schools (Van Buren),District,80020,Teacher,86,44,40,2,84,2,0,51%,47%,98%,2%,2%,0%,
2017-18,Bangor Township S/D #8,District,80240,Teacher,2,2,0,0,2,0,0,100%,0%,100%,0%,0%,0%,
2017-18,Bangor Township Schools,District,09030,Teacher,139,97,42,0,139,0,0,70%,30%,100%,0%,0%,0%,
2017-18,Baraga Area Schools,District,07020,Teacher,31,15,14,1,29,2,1,48%,45%,94%,3%,6%,3%,
2017-18,Bark River-Harris School District,District,21090,Teacher,43,23,20,0,43,0,0,53%,47%,100%,0%,0%,0%,
2017-18,Barry ISD  - District created from ISD,District,08000,Teacher,8,6,2,0,8,0,0,75%,25%,100%,0%,0%,0%,
2017-18,Bath Community Schools,District,19100,Teacher,75,28,46,1,74,1,0,37%,61%,99%,1%,1%,0%,
2017-18,Battle Creek Area Learning Center,District,13904,Teacher,10,6,4,0,10,0,0,60%,40%,100%,0%,0%,0%,
2017-18,Battle Creek Montessori Academy,District,13900,Teacher,7,0,5,2,5,2,0,0%,71%,71%,29%,29%,0%,
2017-18,Battle Creek Public Schools,District,13020,Teacher,289,86,190,11,276,13,2,30%,66%,96%,4%,5%,1%,
2017-18,Bay City Academy,District,09903,Teacher,24,7,16,0,23,1,1,29%,67%,96%,0%,4%,4%,
2017-18,Bay City School District,District,09010,Teacher,448,110,335,3,445,3,0,25%,75%,99%,1%,1%,0%,
2017-18,Bay-Arenac Community High School,District,09901,Teacher,7,4,3,0,7,0,0,57%,43%,100%,0%,0%,0%,
2017-18,Bay-Arenac ISD  - District created from ISD,District,09000,Teacher,72,37,35,0,72,0,0,51%,49%,100%,0%,0%,0%,
2017-18,Beal City Public Schools,District,37040,Teacher,70,23,47,0,70,0,0,33%,67%,100%,0%,0%,0%,
2017-18,Bear Lake Schools,District,51020,Teacher,18,8,10,0,18,0,0,44%,56%,100%,0%,0%,0%,
2017-18,Beaver Island Community School,District,15010,Teacher,12,5,7,0,12,0,0,42%,58%,100%,0%,0%,0%,
2017-18,Beaverton Rural Schools,District,26010,Teacher,71,42,29,0,71,0,0,59%,41%,100%,0%,0%,0%,
2017-18,Bedford Public Schools,District,58030,Teacher,230,146,80,4,226,4,0,63%,35%,98%,2%,2%,0%,
2017-18,Beecher Community School District,District,25240,Teacher,45,2,38,4,40,5,1,4%,84%,89%,9%,11%,2%,
2017-18,Belding Area School District,District,34080,Teacher,122,48,74,0,122,0,0,39%,61%,100%,0%,0%,0%,
2017-18,Bellaire Public Schools,District,05040,Teacher,72,23,49,0,72,0,0,32%,68%,100%,0%,0%,0%,
2017-18,Bellevue Community Schools,District,23010,Teacher,40,9,28,3,37,3,0,23%,70%,93%,8%,8%,0%,
2017-18,Bendle Public Schools,District,25060,Teacher,63,24,39,0,63,0,0,38%,62%,100%,0%,0%,0%,
2017-18,Bentley Community School District,District,25230,Teacher,122,40,82,0,122,0,0,33%,67%,100%,0%,0%,0%,
2017-18,Benton Harbor Area Schools,District,11010,Teacher,91,8,78,5,86,5,0,9%,86%,95%,5%,5%,0%,
2017-18,Benton Harbor Charter School Academy,District,11903,Teacher,26,13,11,2,24,2,0,50%,42%,92%,8%,8%,0%,
2017-18,Benzie County Central Schools,District,10015,Teacher,130,28,99,3,127,3,0,22%,76%,98%,2%,2%,0%,
2017-18,Berkley School District,District,63050,Teacher,532,332,200,0,532,0,0,62%,38%,100%,0%,0%,0%,
2017-18,Berlin Township S/D #3,District,34140,Teacher,2,2,0,0,2,0,0,100%,0%,100%,0%,0%,0%,
2017-18,Berrien RESA  - District created from ISD,District,11000,Teacher,57,19,38,0,57,0,0,33%,67%,100%,0%,0%,0%,
2017-18,Berrien Springs Public Schools,District,11240,Teacher,208,87,119,2,206,2,0,42%,57%,99%,1%,1%,0%,
2017-18,Bessemer Area School District,District,27010,Teacher,30,2,28,0,30,0,0,7%,93%,100%,0%,0%,0%,
2017-18,Big Bay De Noc School District,District,21065,Teacher,14,12,2,0,14,0,0,86%,14%,100%,0%,0%,0%,
2017-18,Big Jackson School District,District,62470,Teacher,2,0,2,0,2,0,0,0%,100%,100%,0%,0%,0%,
2017-18,Big Rapids Public Schools,District,54010,Teacher,111,59,49,3,108,3,0,53%,44%,97%,3%,3%,0%,
2017-18,Birch Run Area Schools,District,73170,Teacher,106,50,54,2,104,2,0,47%,51%,98%,2%,2%,0%,
2017-18,Birmingham Public Schools,District,63010,Teacher,706,610,94,2,704,2,0,86%,13%,100%,0%,0%,0%,
2017-18,Black River Public School,District,70904,Teacher,79,71,7,0,78,1,1,90%,9%,99%,0%,1%,1%,
2017-18,Blended Learning Academies Credit Recovery High School,District,33915,Teacher,4,0,2,0,2,2,2,0%,50%,50%,0%,50%,50%,
2017-18,Blissfield Community Schools,District,46040,Teacher,68,50,18,0,68,0,0,74%,26%,100%,0%,0%,0%,
2017-18,Bloomfield Hills Schools,District,63080,Teacher,512,119,389,3,508,4,1,23%,76%,99%,1%,1%,0%,
2017-18,Bloomingdale Public School District,District,80090,Teacher,77,57,18,2,75,2,0,74%,23%,97%,3%,3%,0%,
2017-18,Blue Water Middle College,District,74914,Teacher,9,0,9,0,9,0,0,0%,100%,100%,0%,0%,0%,
2017-18,Bois Blanc Pines School District,District,49020,Teacher,1,0,1,0,1,0,0,0%,100%,100%,0%,0%,0%,
2017-18,Boyne City Public Schools,District,15020,Teacher,114,55,56,3,111,3,0,48%,49%,97%,3%,3%,0%,
2017-18,Boyne Falls Public School District,District,15030,Teacher,18,3,15,0,18,0,0,17%,83%,100%,0%,0%,0%,
2017-18,Bradford Academy,District,63917,Teacher,94,14,78,2,92,2,0,15%,83%,98%,2%,2%,0%,
2017-18,Branch ISD  - District created from ISD,District,12000,Teacher,61,27,34,0,61,0,0,44%,56%,100%,0%,0%,0%,
2017-18,Branch Line School,District,82705,Teacher,11,1,9,1,10,1,0,9%,82%,91%,9%,9%,0%,
2017-18,Brandon School District in the Counties of Oakland and Lapeer,District,63180,Teacher,157,116,40,1,156,1,0,74%,25%,99%,1%,1%,0%,
2017-18,Brandywine Community Schools,District,11210,Teacher,104,55,46,3,101,3,0,53%,44%,97%,3%,3%,0%,
2017-18,Breckenridge Community Schools,District,29040,Teacher,54,31,23,0,54,0,0,57%,43%,100%,0%,0%,0%,
2017-18,Breitung Township School District,District,22030,Teacher,135,25,110,0,135,0,0,19%,81%,100%,0%,0%,0%,
2017-18,Bridge Academy,District,82983,Teacher,41,6,35,0,41,0,0,15%,85%,100%,0%,0%,0%,
2017-18,Bridgeport-Spaulding Community School District,District,73180,Teacher,88,16,72,0,88,0,0,18%,82%,100%,0%,0%,0%,
2017-18,Bridgman Public Schools,District,11340,Teacher,72,55,17,0,72,0,0,76%,24%,100%,0%,0%,0%,
2017-18,Brighton Area Schools,District,47010,Teacher,790,263,524,1,787,3,2,33%,66%,100%,0%,0%,0%,
2017-18,Brimley Area Schools,District,17140,Teacher,58,33,25,0,58,0,0,57%,43%,100%,0%,0%,0%,
2017-18,Britton Deerfield Schools,District,46050,Teacher,41,20,19,2,39,2,0,49%,46%,95%,5%,5%,0%,
2017-18,Bronson Community School District,District,12020,Teacher,58,45,13,0,58,0,0,78%,22%,100%,0%,0%,0%,
2017-18,Brown City Community Schools,District,76060,Teacher,49,11,38,0,49,0,0,22%,78%,100%,0%,0%,0%,
2017-18,Buchanan Community Schools,District,11310,Teacher,118,61,57,0,118,0,0,52%,48%,100%,0%,0%,0%,
2017-18,Buckley Community Schools,District,28035,Teacher,64,9,53,2,62,2,0,14%,83%,97%,3%,3%,0%,
2017-18,Bullock Creek School District,District,56020,Teacher,145,65,80,0,145,0,0,45%,55%,100%,0%,0%,0%,
2017-18,Burr Oak Community School District,District,75020,Teacher,27,20,5,0,25,2,2,74%,19%,93%,0%,7%,7%,
2017-18,Burt Township School District,District,02020,Teacher,6,0,6,0,6,0,0,0%,100%,100%,0%,0%,0%,
2017-18,Burton Glen Charter Academy,District,25909,Teacher,38,2,33,3,35,3,0,5%,87%,92%,8%,8%,0%,
2017-18,Byron Area Schools,District,78020,Teacher,56,30,26,0,56,0,0,54%,46%,100%,0%,0%,0%,
2017-18,Byron Center Charter School,District,41908,Teacher,21,14,7,0,21,0,0,67%,33%,100%,0%,0%,0%,
2017-18,Byron Center Public Schools,District,41040,Teacher,200,56,142,1,198,2,1,28%,71%,99%,1%,1%,1%,
2017-18,C.O.O.R. ISD  - District created from ISD,District,72000,Teacher,12,0,11,1,11,1,0,0%,92%,92%,8%,8%,0%,
2017-18,Cadillac Area Public Schools,District,83010,Teacher,204,23,175,6,198,6,0,11%,86%,97%,3%,3%,0%,
2017-18,Caledonia Community Schools,District,41050,Teacher,389,91,298,0,389,0,0,23%,77%,100%,0%,0%,0%,
2017-18,Calhoun Intermediate School District  - District created from ISD,District,13000,Teacher,79,34,38,6,72,7,1,43%,48%,91%,8%,9%,1%,
2017-18,Camden-Frontier School,District,30010,Teacher,37,31,3,3,34,3,0,84%,8%,92%,8%,8%,0%,
2017-18,Caniff Liberty Academy,District,82745,Teacher,24,0,21,3,21,3,0,0%,88%,88%,13%,13%,0%,
2017-18,Canton Charter Academy,District,82968,Teacher,38,22,16,0,38,0,0,58%,42%,100%,0%,0%,0%,
2017-18,Canton Preparatory High School,District,82711,Teacher,76,6,69,1,75,1,0,8%,91%,99%,1%,1%,0%,
2017-18,Capac Community Schools,District,74040,Teacher,54,0,54,0,54,0,0,0%,100%,100%,0%,0%,0%,
2017-18,Capstone Academy Charter School (SDA),District,82752,Teacher,6,0,6,0,6,0,0,0%,100%,100%,0%,0%,0%,
2017-18,Carman-Ainsworth Community Schools,District,25080,Teacher,261,43,212,5,255,6,1,16%,81%,98%,2%,2%,0%,
2017-18,Carney-Nadeau Public Schools,District,55010,Teacher,21,9,11,1,20,1,0,43%,52%,95%,5%,5%,0%,
2017-18,Caro Community Schools,District,79020,Teacher,98,47,49,2,96,2,0,48%,50%,98%,2%,2%,0%,
2017-18,Carrollton Public Schools,District,73030,Teacher,187,75,108,4,183,4,0,40%,58%,98%,2%,2%,0%,
2017-18,Carson City-Crystal Area Schools,District,59020,Teacher,67,18,46,3,64,3,0,27%,69%,96%,4%,4%,0%,
2017-18,Carsonville-Port Sanilac School District,District,76070,Teacher,34,16,18,0,34,0,0,47%,53%,100%,0%,0%,0%,
2017-18,Caseville Public Schools,District,32030,Teacher,20,7,13,0,20,0,0,35%,65%,100%,0%,0%,0%,
2017-18,Casman Alternative Academy,District,51903,Teacher,6,3,3,0,6,0,0,50%,50%,100%,0%,0%,0%,
2017-18,Cass City Public Schools,District,79030,Teacher,63,12,50,0,62,1,1,19%,79%,98%,0%,2%,2%,
2017-18,Cassopolis Public Schools,District,14010,Teacher,60,6,47,7,53,7,0,10%,78%,88%,12%,12%,0%,
2017-18,Cedar Springs Public Schools,District,41070,Teacher,210,140,68,2,208,2,0,67%,32%,99%,1%,1%,0%,
2017-18,Center Line Public Schools,District,50010,Teacher,163,91,72,0,163,0,0,56%,44%,100%,0%,0%,0%,
2017-18,Central Academy,District,81902,Teacher,33,2,30,1,32,1,0,6%,91%,97%,3%,3%,0%,
2017-18,Central Lake Public Schools,District,05035,Teacher,21,4,15,1,19,2,1,19%,71%,90%,5%,10%,5%,
2017-18,Central Montcalm Public Schools,District,59125,Teacher,99,15,83,1,98,1,0,15%,84%,99%,1%,1%,0%,
2017-18,Centreville Public Schools,District,75030,Teacher,56,24,32,0,56,0,0,43%,57%,100%,0%,0%,0%,
2017-18,Cesar Chavez Academy,District,82918,Teacher,144,12,120,11,132,12,1,8%,83%,92%,8%,8%,1%,
2017-18,Chandler Park Academy,District,82923,Teacher,100,14,80,6,94,6,0,14%,80%,94%,6%,6%,0%,
2017-18,Chandler Woods Charter Academy,District,41920,Teacher,41,17,23,1,40,1,0,41%,56%,98%,2%,2%,0%,
2017-18,Charlevoix Montessori Academy for the Arts,District,15902,Teacher,13,0,10,3,10,3,0,0%,77%,77%,23%,23%,0%,
2017-18,Charlevoix Public Schools,District,15050,Teacher,67,35,32,0,67,0,0,52%,48%,100%,0%,0%,0%,
2017-18,Charlevoix-Emmet ISD  - District created from ISD,District,15000,Teacher,17,6,11,0,17,0,0,35%,65%,100%,0%,0%,0%,
2017-18,Charlotte Public Schools,District,23030,Teacher,153,86,67,0,153,0,0,56%,44%,100%,0%,0%,0%,
2017-18,Charlton Heston Academy,District,72901,Teacher,38,0,38,0,38,0,0,0%,100%,100%,0%,0%,0%,
2017-18,Charyl Stockwell Academy,District,47902,Teacher,86,36,49,1,85,1,0,42%,57%,99%,1%,1%,0%,
2017-18,Chassell Township School District,District,31050,Teacher,18,12,6,0,18,0,0,67%,33%,100%,0%,0%,0%,
2017-18,Chatfield School,District,44901,Teacher,28,21,7,0,28,0,0,75%,25%,100%,0%,0%,0%,
2017-18,Cheb-Otsego-Presque Isle ESD  - District created from ISD,District,16000,Teacher,12,2,9,0,11,1,1,17%,75%,92%,0%,8%,8%,
2017-18,Cheboygan Area Schools,District,16015,Teacher,94,4,90,0,94,0,0,4%,96%,100%,0%,0%,0%,
2017-18,Chelsea School District,District,81040,Teacher,150,105,45,0,150,0,0,70%,30%,100%,0%,0%,0%,
2017-18,Chesaning Union Schools,District,73110,Teacher,108,40,66,2,106,2,0,37%,61%,98%,2%,2%,0%,
2017-18,Chippewa Hills School District,District,54025,Teacher,113,68,44,1,112,1,0,60%,39%,99%,1%,1%,0%,
2017-18,Chippewa Valley Schools,District,50080,Teacher,837,815,22,0,837,0,0,97%,3%,100%,0%,0%,0%,
2017-18,Church School District,District,32040,Teacher,1,0,1,0,1,0,0,0%,100%,100%,0%,0%,0%,
2017-18,Clara B. Ford Academy (SDA),District,82996,Teacher,18,2,15,1,17,1,0,11%,83%,94%,6%,6%,0%,
2017-18,Clare Public Schools,District,18010,Teacher,92,21,70,1,91,1,0,23%,76%,99%,1%,1%,0%,
2017-18,Clare-Gladwin Regional Education Service District  - District created from ISD,District,18000,Teacher,22,12,10,0,22,0,0,55%,45%,100%,0%,0%,0%,
2017-18,Clarenceville School District,District,63090,Teacher,116,45,68,3,113,3,0,39%,59%,97%,3%,3%,0%,
2017-18,Clarkston Community School District,District,63190,Teacher,634,62,572,0,634,0,0,10%,90%,100%,0%,0%,0%,
2017-18,Clawson Public Schools,District,63270,Teacher,128,55,72,1,127,1,0,43%,56%,99%,1%,1%,0%,
2017-18,Climax-Scotts Community Schools,District,39020,Teacher,43,21,22,0,43,0,0,49%,51%,100%,0%,0%,0%,
2017-18,Clinton Community Schools,District,46060,Teacher,73,39,34,0,73,0,0,53%,47%,100%,0%,0%,0%,
2017-18,Clinton County RESA  - District created from ISD,District,19000,Teacher,17,2,15,0,17,0,0,12%,88%,100%,0%,0%,0%,
2017-18,Clintondale Community Schools,District,50070,Teacher,128,53,75,0,128,0,0,41%,59%,100%,0%,0%,0%,
2017-18,Clio Area School District,District,25150,Teacher,155,59,93,3,152,3,0,38%,60%,98%,2%,2%,0%,
2017-18,Coldwater Community Schools,District,12010,Teacher,163,40,120,1,160,3,2,25%,74%,98%,1%,2%,1%,
2017-18,Cole Academy,District,33901,Teacher,10,7,3,0,10,0,0,70%,30%,100%,0%,0%,0%,
2017-18,Coleman Community Schools,District,56030,Teacher,45,8,34,3,42,3,0,18%,76%,93%,7%,7%,0%,
2017-18,Colfax Township S/D #1F,District,32260,Teacher,2,1,1,0,2,0,0,50%,50%,100%,0%,0%,0%,
2017-18,Coloma Community Schools,District,11330,Teacher,92,11,80,1,91,1,0,12%,87%,99%,1%,1%,0%,
2017-18,Colon Community School District,District,75040,Teacher,37,4,29,2,33,4,2,11%,78%,89%,5%,11%,5%,
2017-18,Columbia School District,District,38040,Teacher,91,83,8,0,91,0,0,91%,9%,100%,0%,0%,0%,
2017-18,Commonwealth Community Development Academy,District,82919,Teacher,9,8,0,1,8,1,0,89%,0%,89%,11%,11%,0%,
2017-18,Comstock Park Public Schools,District,41080,Teacher,117,1,113,2,114,3,1,1%,97%,97%,2%,3%,1%,
2017-18,Comstock Public Schools,District,39030,Teacher,141,35,100,6,135,6,0,25%,71%,96%,4%,4%,0%,
2017-18,Concord Academy - Boyne,District,15901,Teacher,32,6,25,1,31,1,0,19%,78%,97%,3%,3%,0%,
2017-18,Concord Academy - Petoskey,District,24901,Teacher,15,5,9,1,14,1,0,33%,60%,93%,7%,7%,0%,
2017-18,Concord Community Schools,District,38080,Teacher,84,22,62,0,84,0,0,26%,74%,100%,0%,0%,0%,
2017-18,Conner Creek Academy East,District,50902,Teacher,51,33,16,0,49,2,2,65%,31%,96%,0%,4%,4%,
2017-18,Constantine Public School District,District,75050,Teacher,142,14,125,3,139,3,0,10%,88%,98%,2%,2%,0%,
2017-18,Coopersville Area Public School District,District,70120,Teacher,149,38,111,0,149,0,0,26%,75%,100%,0%,0%,0%,
2017-18,Copper Country ISD  - District created from ISD,District,31000,Teacher,16,5,11,0,16,0,0,31%,69%,100%,0%,0%,0%,
2017-18,Cornerstone Health and Technology School,District,82741,Teacher,28,3,23,1,26,2,1,11%,82%,93%,4%,7%,4%,
2017-18,Cornerstone Jefferson-Douglass Academy,District,82760,Teacher,18,1,13,4,14,4,0,6%,72%,78%,22%,22%,0%,
2017-18,Corunna Public Schools,District,78100,Teacher,96,16,80,0,96,0,0,17%,83%,100%,0%,0%,0%,
2017-18,Countryside Academy,District,11901,Teacher,38,5,31,2,36,2,0,13%,82%,95%,5%,5%,0%,
2017-18,Covenant House Academy Detroit,District,82991,Teacher,27,10,17,0,27,0,0,37%,63%,100%,0%,0%,0%,
2017-18,Covenant House Academy Grand Rapids,District,41900,Teacher,14,0,14,0,14,0,0,0%,100%,100%,0%,0%,0%,
2017-18,Covert Public Schools,District,80040,Teacher,31,9,22,0,31,0,0,29%,71%,100%,0%,0%,0%,
2017-18,Crawford AuSable Schools,District,20015,Teacher,113,0,113,0,113,0,0,0%,100%,100%,0%,0%,0%,
2017-18,Creative Montessori Academy,District,82969,Teacher,38,4,34,0,38,0,0,11%,89%,100%,0%,0%,0%,
2017-18,Creative Technologies Academy,District,41918,Teacher,21,9,11,1,20,1,0,43%,52%,95%,5%,5%,0%,
2017-18,Crescent Academy,District,63921,Teacher,56,15,38,0,53,3,3,27%,68%,95%,0%,5%,5%,
2017-18,Crestwood School District,District,82230,Teacher,251,92,156,2,248,3,1,37%,62%,99%,1%,1%,0%,
2017-18,Cross Creek Charter Academy,District,41916,Teacher,41,22,18,1,40,1,0,54%,44%,98%,2%,2%,0%,
2017-18,Crossroads Charter Academy,District,54901,Teacher,47,16,31,0,47,0,0,34%,66%,100%,0%,0%,0%,
2017-18,Croswell-Lexington Community Schools,District,76080,Teacher,119,22,97,0,119,0,0,18%,82%,100%,0%,0%,0%,
2017-18,Da Vinci Institute,District,38901,Teacher,29,4,23,2,27,2,0,14%,79%,93%,7%,7%,0%,
2017-18,Dansville Schools,District,33040,Teacher,53,45,8,0,53,0,0,85%,15%,100%,0%,0%,0%,
2017-18,David Ellis Academy,District,82947,Teacher,18,1,17,0,18,0,0,6%,94%,100%,0%,0%,0%,
2017-18,David Ellis Academy West,District,82994,Teacher,39,4,33,2,37,2,0,10%,85%,95%,5%,5%,0%,
2017-18,Davison Community Schools,District,25140,Teacher,401,123,275,2,398,3,1,31%,69%,99%,1%,1%,0%,
2017-18,Dearborn City School District,District,82030,Teacher,"1,523",689,828,5,"1,517",6,1,45%,54%,100%,0%,0%,0%,
2017-18,Dearborn Heights School District #7,District,82040,Teacher,147,54,93,0,147,0,0,37%,63%,100%,0%,0%,0%,
2017-18,Decatur Public Schools,District,80050,Teacher,66,38,28,0,66,0,0,58%,42%,100%,0%,0%,0%,
2017-18,Deckerville Community School District,District,76090,Teacher,49,0,49,0,49,0,0,0%,100%,100%,0%,0%,0%,
2017-18,Delta-Schoolcraft ISD  - District created from ISD,District,21000,Teacher,22,8,14,0,22,0,0,36%,64%,100%,0%,0%,0%,
2017-18,Delton Kellogg Schools,District,08010,Teacher,80,36,44,0,80,0,0,45%,55%,100%,0%,0%,0%,
2017-18,DeTour Area Schools,District,17050,Teacher,15,7,8,0,15,0,0,47%,53%,100%,0%,0%,0%,
2017-18,DeTour Arts and Technology Academy,District,17903,Teacher,70,6,64,0,70,0,0,9%,91%,100%,0%,0%,0%,
2017-18,Detroit Academy of Arts and Sciences,District,82929,Teacher,27,17,9,0,26,1,1,63%,33%,96%,0%,4%,4%,
2017-18,Detroit Achievement Academy,District,82700,Teacher,12,5,7,0,12,0,0,42%,58%,100%,0%,0%,0%,
2017-18,Detroit Collegiate High School,District,82764,Teacher,6,3,3,0,6,0,0,50%,50%,100%,0%,0%,0%,
2017-18,Detroit Community Schools,District,82925,Teacher,40,31,9,0,40,0,0,78%,23%,100%,0%,0%,0%,
2017-18,Detroit Delta Preparatory Academy for Social Justice,District,82714,Teacher,10,1,9,0,10,0,0,10%,90%,100%,0%,0%,0%,
